start,end,N,SS,FayH,TajD,FerL,ZngE,bsfs,FulD,btree,Colless,path,iColless,ibtree
0,10001.0,250,163,0.05975068016160169,-1.8500336040625784,1.4764185224176651,-2.0315966686566584,0.8792397220552466,7.245076916288147,0.5681859421327164,0.029062486505160426,9040000,0.05491117696592823,-1.5251939398081928
0,10001.0,250,170,0.05121485073672242,-1.7450247704049051,1.3557948385204492,-1.8871973529054225,0.8357995232634717,7.0482515897936295,0.5240951785523157,0.03081978071303844,9040001,0.06436913908736683,-2.208848165287636
0,10001.0,250,174,-0.009516459645355123,-1.810734033693296,0.9413496813088632,-1.5817521970079285,9.487919761292964e-06,8.21660423438737,-0.37242360037048056,0.04158853154553699,9040002,0.05570789730007245,-1.1584647686528742
0,10001.0,250,182,0.047304712585398714,-0.9188614887789992,0.8666190377959978,-1.11797822981555,1.237207750189458,5.775676024955013,0.5654459208027421,0.030279475673956825,9040003,0.05397830503761703,-1.1927344256123524
0,10001.0,250,186,0.019756655865516826,-1.2722553679099242,0.8592624775604454,-1.2723358912304406,0.7011441963288654,6.293146795556463,0.10332171867413192,0.03684367683163813,9040004,0.06457527163351866,-1.7529609974293805
0,10001.0,250,147,0.05474846054009375,-1.7073505049680453,1.3560105135184473,-1.8677596273494592,0.8982226746262602,7.455880680842125,0.3387472433405951,0.030661696020073508,9040005,0.06789570624714847,-1.9894618444297645
0,10001.0,250,152,0.052901495385296426,-2.1220994156675848,1.5749039576958652,-2.2327991036552195,0.2892724736231359,7.484927221320762,-0.32653040285471,0.043703487786270534,9040006,0.05322184796533806,-1.0257908198286263
0,10001.0,250,178,0.04291811900000643,-1.7749234834845162,1.312135240731347,-1.866144940446301,2.914286411698436,8.072770014642838,0.04476879305700796,0.03740401488652557,9040007,0.058589195491643986,-1.6630604991567526
0,10001.0,250,153,-0.0276266844514858,-1.3903196414345471,0.5712371921659279,-1.0901434246156043,0.276059244844906,7.05219520695826,0.31335237807008703,0.035079752849449135,9040008,0.060904351555275626,-1.8478188585637023
0,10001.0,250,179,0.026010702601877187,-2.109563024628597,1.3734653402863426,-2.0674317265454896,-0.6335690192632156,8.42970538740016,0.2491871853266296,0.032752308393982466,9040009,0.0755323346170606,-2.7269005069082883
0,10001.0,250,130,0.04339321338995784,-1.6342977365275528,1.2273540710287594,-1.7283798997497848,3.5013307774765825,8.224978042757227,0.23913844276135565,0.03186235429725519,9040010,0.058907673705574974,-1.8625819206946184
0,10001.0,250,161,0.009343079075541758,-2.1238213111897792,1.2550446008692429,-1.975901225521676,-0.5720587611047308,9.10867056278926,-0.2967555970686954,0.038629810939020334,9040011,0.0730546820713941,-2.315314724974073
0,10001.0,250,167,0.04252363884185405,-1.6326752009932268,1.2279139201934302,-1.7325474780554233,0.8342785856613901,6.779202949599736,0.4772849747564944,0.031444231539812684,9040012,0.06121351766513058,-1.7523005428651208
0,10001.0,250,166,0.03534635551868487,-2.260446509861372,1.5251114369329093,-2.2569553528517767,-0.4983931581169842,8.41204428315853,-0.1703364302345051,0.041068638881903326,9040013,0.06827118721565577,-2.2431103672207104
0,10001.0,250,162,-0.05440437537410215,-1.9437834174629889,0.6818174523963938,-1.4305963010666871,-1.0840351075023242,7.883337478818638,-0.14438885393227105,0.03895010783170633,9040014,0.07069179945588808,-2.1649814275989514
0,10001.0,250,144,-0.005384752415367646,-1.8846519618062911,1.0105769997419711,-1.6677844156090584,-0.8333050090065428,8.573883243209988,-0.2195970564399488,0.0374159896865195,9040015,0.0718534909669897,-2.4260994262860978
0,10001.0,250,167,0.02899722210471996,-1.7347233871573613,1.184453310860219,-1.7435152033007264,0.8109130429180158,7.3383034238751605,0.29620002297732073,0.032649585684510214,9040016,0.054456535820702166,-1.6926977145148538
0,10001.0,250,166,-0.00767992460173105,-2.1322152046500165,1.1339899099462558,-1.8823156291345144,-0.6914880740089264,8.187092930491012,-0.1630420856891092,0.04129281607874439,9040017,0.07652059852312476,-2.5132146993531763
0,10001.0,250,172,0.056608194057788636,-1.0717167126666458,1.0199721923088214,-1.3108080077070587,1.1345283069704497,4.86837730479854,0.4098133147075922,0.0309959811793502,9040018,0.04888910480632208,-1.0711431703809249
0,10001.0,250,135,-0.049635276257946385,-2.1373423029127125,0.8249269211116563,-1.6300673523673606,-0.8413304498793265,9.742042433385569,0.2306772221138979,0.03425557066977589,9040019,0.06382421180322463,-1.7265717081691019
