#/home/enes/bim/BIM.py trees/ir8110005.trees,trees/ir8110006.trees,trees/ir8110007.trees,trees/ir8110008.trees,trees/ir8110009.trees,trees/ir8110010.trees,trees/ir8110011.trees 250 --stats=all --eta=etas/BC.json --out=outs/223724691.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,bsfs,ZngE,TajD,FerL,FayH,Colless,btree,path
0,2501.0,250,1,-0.9759501641700133,1.6243453636632415e-05,-0.6621763005861026,-0.8810694674448437,0.4424309833911822,0.09582838182408733,0.03433087187459515,0.3234830235052201,ir8110005.trees
0,2501.0,250,2,-1.3182224822321018,-4.167578474054706e-06,0.4148853430789749,0.7515227277641386,-0.1801979035472656,0.0865533991126722,0.05654877574815391,-1.4130527442464749,ir8110006.trees
0,2501.0,250,4,-1.7193945226261713,0.5475110780070519,-0.12807604957955393,0.7314337766091444,0.5082637635989579,0.2758900185479341,0.06960098458349527,-1.6161587266090578,ir8110007.trees
0,2501.0,250,5,-1.854344998188919,0.6876827664091774,0.1783079709521256,0.691779428317759,0.10555662038694531,0.12545669768369058,0.08207021634926805,-2.5018713833444393,ir8110008.trees
0,2501.0,250,10,-2.2591619954936997,2.470679021079723,0.7961413770672344,1.258862747585265,-0.37512803348581236,0.05389163091692537,0.043949993522477006,-0.6588704988948137,ir8110009.trees
0,2501.0,250,2,-1.3182224822321018,-4.167578474054706e-06,-0.30064268505554015,0.12637466764480726,0.4399373758107775,0.2592881913246382,0.03973960357559269,-0.3598539865894077,ir8110010.trees
0,2501.0,250,16,2.263676098788768,-0.8728520497450628,0.07171606752067382,0.03859819952395944,-0.07008644752286307,-0.009324234625239673,0.03491384894416375,-0.11430124913885917,ir8110011.trees
