#/home/enes/bim/BIM.py trees/r8010221.trees,trees/r8010222.trees,trees/r8010223.trees,trees/r8010224.trees,trees/r8010225.trees,trees/r8010226.trees,trees/r8010227.trees,trees/r8010228.trees,trees/r8010229.trees,trees/r8010230.trees,trees/r8010231.trees,trees/r8010232.trees,trees/r8010233.trees,trees/r8010234.trees,trees/r8010235.trees,trees/r8010236.trees,trees/r8010237.trees 250 --stats=all --eta=etas/BC.json --out=outs/789530864.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,FayH,TajD,FerL,bsfs,FulD,Colless,btree,path
0,10001.0,250,70,0.4890581918034937,0.10553357122196189,1.2274556482731673,0.06646067583631164,1.5162408875962885,-0.3795086297446816,0.031537825649757247,0.4785224235184293,r8010221.trees
0,10001.0,250,74,0.5047698964078956,0.05889706174114711,0.9474523438575649,-0.10539408188598935,1.1794021276333089,-0.7646441268550347,0.03306873633340792,0.1479791000633295,r8010222.trees
0,10001.0,250,79,0.830104796089982,0.0969859223028814,1.559366717533074,-0.17070268864360436,2.501325709332818,-1.5960492891092273,0.03553873939781898,-0.04301505893179559,r8010223.trees
0,10001.0,250,58,0.52681400737445,0.11321603037958461,1.3138054909439474,0.06192775577228956,1.4589109949200718,0.15129443107301566,0.03476307901237877,0.08726048882786747,r8010224.trees
0,10001.0,250,59,-0.3017833405746398,0.12599085799746906,0.4518515921385629,0.6205661016142868,3.369638585613503,-0.20274694930037984,0.026708986483568686,0.5310046509353029,r8010225.trees
0,10001.0,250,86,1.4121131086514325,0.11734423815509236,2.3453255691266652,-0.4557369442092233,1.5237862720998951,-1.2918624976570436,0.027574619102019027,0.956082783702141,r8010226.trees
0,10001.0,250,70,0.4223193048184006,0.046232744160649014,0.7730388187674867,-0.09981567033316015,0.9401828060716433,-0.37950862974468136,0.03153474111499763,0.001339700208324379,r8010227.trees
0,10001.0,250,83,-0.36292310996598376,0.10926585330509861,0.2974449106333858,0.6131746134139667,1.7013651033937411,-0.7900869655883188,0.03355612603214214,-0.003403956057976576,r8010228.trees
0,10001.0,250,83,1.4545972452351084,0.10872279547130681,2.3376814674413584,-0.5140536537240715,1.9656792273407793,-1.8858923928269258,0.02949571438720543,0.7452119573100382,r8010229.trees
0,10001.0,250,65,0.3577650707054736,-0.012418280900988371,0.3267413008209122,-0.2649377897548792,0.21258219431109893,-0.45664954981119815,0.03855074112342367,-0.27664102715523925,r8010230.trees
0,10001.0,250,74,0.21182392837271363,0.055327987924913,0.5939105451349983,0.06351767288765975,0.9665429279215617,-0.7646441268550342,0.033639690727720266,0.21889891756616678,r8010231.trees
0,10001.0,250,63,0.4469960833779804,0.0889371666629491,1.0716746209619645,0.030971126564346113,1.3307380094084582,-0.09285144646115813,0.030464021986563766,0.5996208145234391,r8010232.trees
0,10001.0,250,60,-0.384260514775884,0.11825920252035135,0.31041465438596205,0.645856607554597,0.9551196114729239,0.0490835133144367,0.03047418877547543,0.5800283975591702,r8010233.trees
0,10001.0,250,73,-0.11749790559505738,0.11654207623382205,0.6140643090437408,0.4824696481292565,1.3923158677575895,-0.9814242143334014,0.027746289818773303,0.758056816445904,r8010234.trees
0,10001.0,250,64,0.6044496129615078,0.06216504793642285,1.0806351016887619,-0.1590107766089632,1.2326474135412306,-1.2575200592284255,0.029966872096681658,0.45672446483789325,r8010235.trees
0,10001.0,250,72,0.46547338088114193,0.07713948328529588,1.0197242837652352,-0.01757418901524521,1.0872466716870595,-1.7052891449451397,0.03633566524161161,0.1447112866032267,r8010236.trees
0,10001.0,250,87,0.24667761958402537,0.11670983993735647,1.032551017530917,0.26384674394372937,2.6268121549659322,-0.4737895337770912,0.029353036268496148,0.35883807826667613,r8010237.trees
