#/home/enes/bim/BIM.py trees/ir8010170.trees,trees/ir8010171.trees,trees/ir8010172.trees,trees/ir8010173.trees,trees/ir8010174.trees,trees/ir8010175.trees,trees/ir8010176.trees,trees/ir8010177.trees,trees/ir8010178.trees,trees/ir8010179.trees,trees/ir8010180.trees,trees/ir8010181.trees,trees/ir8010182.trees,trees/ir8010183.trees,trees/ir8010184.trees,trees/ir8010185.trees 250 --stats=all --eta=etas/BC.json --out=outs/808688000.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,FulD,bsfs,FayH,FerL,TajD,btree,Colless,path
0,10001.0,250,63,0.46107009973014984,0.19133630226902223,2.749878300086412,0.07297534024056261,-0.03305199781801883,0.986395470017711,-0.637866268912836,0.04404391760590749,ir8010170.trees
0,10001.0,250,78,0.8694987782211173,-2.0422165270007464,1.9709407692564607,0.13705211041113538,-0.053823183912042924,1.8614476708983347,-0.3525142336516472,0.043588014296274284,ir8010171.trees
0,10001.0,250,74,0.46739103401764975,-0.5203336434012957,1.8637183330165243,0.1435781114839361,0.21581353237803302,1.4483261192685395,-1.0728875401921707,0.051675911858578005,ir8010172.trees
0,10001.0,250,76,0.4751583760881208,-1.0619630068483565,1.158517288383172,0.11468187693989595,0.11031526107365888,1.2725131140657666,-0.4592326510597372,0.044475013807351645,ir8010173.trees
0,10001.0,250,65,-0.0860018444162855,-0.7326443908444591,-0.3699544212090698,-0.002323546269210089,0.045236363658912274,-0.11229666124298512,-1.3171422294263075,0.055761507568736476,ir8010174.trees
0,10001.0,250,60,0.020048207877668405,-1.438087248716357,2.1307959845469497,0.15684440063244776,0.5280910401413894,1.014194028595002,-0.07296259966527334,0.034981862935613416,ir8010175.trees
0,10001.0,250,87,1.0067660195494856,-0.2642145869277134,1.178192625569428,0.06662863605313891,-0.38539498708122527,1.561777416646336,-0.3716237164453469,0.04333246966360063,ir8010176.trees
0,10001.0,250,82,0.7472915559906351,-0.984583801270448,2.393656040628345,0.12401796763827257,-0.022228284717389264,1.640871786128482,-0.6580129033779623,0.048008566524161154,ir8010177.trees
0,10001.0,250,77,0.6843056796124248,-0.6168742036221238,0.3325113210132919,-0.03590732934364187,-0.5506689458031813,0.5405116189161386,-0.803813365600187,0.0516466788814243,ir8010178.trees
0,10001.0,250,93,-0.0886756330503918,-0.4413763354733104,1.3977375312401341,0.13458126864067654,0.5377033120514976,0.7749632481470732,-0.3323041663837508,0.04086237422809517,ir8010179.trees
0,10001.0,250,106,0.5327715335579231,0.28196664341217387,0.6921340572813118,0.0361330426896184,-0.1986675195708916,0.8311063144927775,-0.3517999588434077,0.04141423378523582,ir8010180.trees
0,10001.0,250,71,1.962276999045597,-1.4322345146311268,0.5072441224966721,-0.07725330554265299,-1.486699120509181,1.723922125117455,-0.6050385353934582,0.04728886219364262,ir8010181.trees
0,10001.0,250,80,0.3560503983560637,-0.9335039346803651,0.6246678566934358,0.0830515099718881,0.07387137638709267,0.9359751611152894,0.055843036366485285,0.03682852853539395,ir8010182.trees
0,10001.0,250,59,-0.06619340376070115,1.6100277943635775,-1.6692835213947237e-05,0.02718915191260554,0.13458203190897805,0.09629536142548618,-1.569483027384171,0.05885477393444747,ir8010183.trees
0,10001.0,250,71,0.3557205396031861,-1.686264365092392,1.557165809971525,0.18314323826954523,0.4217087704401801,1.5734874840346593,-1.046496433413025,0.050288000637786885,ir8010184.trees
0,10001.0,250,79,0.8604064847788757,-0.907046301418466,3.3272330499060425,0.10631686926358068,-0.15643295330171048,1.6535728877483131,-0.693996760978458,0.0464906219861525,ir8010185.trees
