#/home/enes/bim/BIM.py trees/r3100070.trees,trees/r3100071.trees,trees/r3100072.trees,trees/r3100073.trees,trees/r3100074.trees,trees/r3100075.trees,trees/r3100076.trees,trees/r3100077.trees,trees/r3100078.trees,trees/r3100079.trees 50 --stats=all --eta=etas/Fn.json --out=outs/696145485.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FayH,FerL,FulD,ZngE,TajD,bsfs,btree,Colless,path
0,100001.0,50,462,0.030243964135312013,-0.04647612618091399,-1.1125735573924536,0.3055691059910928,0.5122351444058267,0.7786392795818926,0.37404996462534107,0.11499245924785,r3100070.trees
0,100001.0,50,368,0.007746410582619557,0.1846570337505185,0.3300640836783359,-0.26648855526906284,-0.20295449567708163,-0.17782562759639195,-0.25928342869921334,0.12482583394803698,r3100071.trees
0,100001.0,50,370,0.034085949769047524,0.3657377269343347,1.2704569671932309,-0.3895063062213867,-0.1337722723194353,-0.06920745821196958,-0.13594290945990242,0.12288388637897901,r3100072.trees
0,100001.0,50,497,0.003145450998970127,-0.004750263699684329,1.2688229862510814,0.03166166541775029,0.05314884044042301,-0.31909110680782843,-0.8470573923001966,0.14848183175709306,r3100073.trees
0,100001.0,50,411,0.034675044048405414,0.4499605802378186,1.1044109343211337,-0.532453075102001,-0.2673187246340939,-0.3551011380852245,-0.4917464296191723,0.13982955819690507,r3100074.trees
0,100001.0,50,404,0.051318207839764145,0.3401301900429652,-0.43226907912044166,-0.21694631154355012,0.15725666167460867,0.6638191689621761,0.39296767443469366,0.11509749248536622,r3100075.trees
0,100001.0,50,463,0.020187117948267483,0.01882972962462033,-0.1890719850220537,0.11654806022383443,0.2573648412499131,0.45964621563918806,0.20238353124044664,0.12732191322124708,r3100076.trees
0,100001.0,50,547,0.026299292641060904,0.020631839042224837,-0.015646291261585756,0.15914929817008097,0.3423218756628419,0.5935198839550869,0.9096820771634125,0.10375510204081632,r3100077.trees
0,100001.0,50,457,0.02334149039597509,-0.10697517290338798,-1.4129001752864307,0.3604836311419739,0.5159116873867459,0.6729390349493236,0.8535143123672542,0.1001329465796472,r3100078.trees
0,100001.0,50,444,-0.016830886960511906,0.22579785668184332,0.9115218174463885,-0.5205307259445896,-0.6241896220152401,-0.9531533936359666,-0.48731341137558226,0.1368011671673745,r3100079.trees
