#/home/enes/bim/BIM.py trees/ir8010234.trees,trees/ir8010235.trees,trees/ir8010236.trees,trees/ir8010237.trees,trees/ir8010238.trees,trees/ir8010239.trees,trees/ir8010240.trees,trees/ir8010241.trees,trees/ir8010242.trees,trees/ir8010243.trees,trees/ir8010244.trees,trees/ir8010245.trees,trees/ir8010246.trees,trees/ir8010247.trees,trees/ir8010248.trees,trees/ir8010249.trees 250 --stats=all --eta=etas/BC.json --out=outs/319798301.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,FulD,ZngE,bsfs,FayH,FerL,btree,Colless,path
0,10001.0,250,73,0.6140643090437408,-0.9814242143334014,-0.11749790559505738,1.3923158677575895,0.11654207623382205,0.4824696481292565,-0.7190200315620476,0.04961193748601444,ir8010234.trees
0,10001.0,250,64,1.0806351016887619,-1.2575200592284255,0.6044496129615078,1.2326474135412306,0.06216504793642285,-0.1590107766089632,-0.997520016495535,0.05159886859265017,ir8010235.trees
0,10001.0,250,72,1.0197242837652352,-1.7052891449451397,0.46547338088114193,1.0872466716870595,0.07713948328529588,-0.01757418901524521,-0.5523638957999014,0.04541650472859178,ir8010236.trees
0,10001.0,250,87,1.032551017530917,-0.4737895337770912,0.24667761958402537,2.6268121549659322,0.11670983993735647,0.26384674394372937,-0.686906860764958,0.044991795137539405,ir8010237.trees
0,10001.0,250,78,0.29319620570027594,0.7472299679940153,0.10805825768848737,-0.14834692249231599,0.02664753821250847,0.02731441749288292,-0.7719845964659012,0.04868722200630479,ir8010238.trees
0,10001.0,250,77,1.3409389723284129,0.7949775862219591,0.5962767907157844,2.2688618699542404,0.1040341192675255,-0.0018200491958795706,-0.8468770689984946,0.04679578529170446,ir8010239.trees
0,10001.0,250,102,1.2861332629342355,-2.470181471665185,0.5038671645708902,1.5989223271366837,0.11077841094723301,0.08842305517865978,-0.2322197629458407,0.04120466686480267,ir8010240.trees
0,10001.0,250,86,0.9657034483151169,-0.4442949488248582,0.04386335464128416,1.1721929044126467,0.14164644874000998,0.4779176920426335,-0.9038464692542383,0.05160696549639418,ir8010241.trees
0,10001.0,250,65,0.8318938824749775,-1.560628913944241,-0.12119041037307708,1.5555195139325082,0.15245866558969481,0.6050118096210397,-1.0706797896626417,0.048728246318607754,ir8010242.trees
0,10001.0,250,60,0.6983070135929785,0.34651766572059467,0.3960028123191534,0.7930132542486207,0.03921412383949367,-0.11044706895444147,-0.17086524375551332,0.03991881504512674,ir8010243.trees
0,10001.0,250,72,1.563317382589914,-0.451763636260643,1.1062347284369933,1.0879289484634906,0.04897117873805721,-0.5134582633992112,-0.914748891626177,0.05008924587237841,ir8010244.trees
0,10001.0,250,66,0.26822704161600436,-0.22268515806685937,-0.6187724234802433,1.3362196407096671,0.15232382475374592,0.9137846052763505,-0.41085665347745265,0.042741935483870966,ir8010245.trees
0,10001.0,250,71,0.8132914242269949,0.6000042890589881,0.4974224295652415,1.1997386393273646,0.03924807855506787,-0.17059971474028035,-0.07856012586215706,0.037410008698388016,ir8010246.trees
0,10001.0,250,90,0.8600076747852418,-0.7614459367260389,0.12106563419157848,1.5048123245663403,0.11166294379575038,0.3246692398464309,-0.6464594666992157,0.044286326447228117,ir8010247.trees
0,10001.0,250,73,-0.5962352866700883,0.5033742714577468,0.15797119062578854,-0.9482037038235142,-0.12089245760640546,-0.5228364736429082,-1.2013776097477833,0.05400814728447842,ir8010248.trees
0,10001.0,250,47,1.3499145466179592,-1.0080498858402036,0.6248305541153991,4.7803732269417685,0.10202671252420398,-0.046696012542278925,-0.5435540336227047,0.04155036568561637,ir8010249.trees
