#/home/enes/bim/BIM.py trees/ir8070005.trees,trees/ir8070006.trees,trees/ir8070007.trees,trees/ir8070008.trees,trees/ir8070009.trees,trees/ir8070010.trees,trees/ir8070011.trees 250 --stats=all --eta=etas/BC.json --out=outs/413541821.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,FerL,bsfs,TajD,ZngE,FulD,Colless,btree,path
0,2501.0,250,5,0.09367273507740183,0.6283893691135924,-0.5200608155324976,-0.6323128582356341,-0.7364717652019722,2.670757655555177,0.04884052338385801,-0.6147603687279655,ir8070005.trees
0,2501.0,250,7,0.008460729679829174,-1.2806972928037332,1.4790933922024272,2.6997734565973905,2.058320060897873,-2.055869951677464,0.04311871140475882,-0.660117327590673,ir8070006.trees
0,2501.0,250,9,0.020443272057266686,-0.5394717720366227,1.500063831902277,1.2769052972365107,0.9300015236476387,0.7828117394489834,0.037245757222438135,-0.5754096578749767,ir8070007.trees
0,2501.0,250,9,-0.0400620481370428,-0.9208265833029086,1.3666847650358462,1.4998201422524957,1.3205140970566016,-0.7089587510095278,0.07414334758388391,-2.8029471763204468,ir8070008.trees
0,2501.0,250,8,0.15444753919547935,0.9194177492468254,9.120471661981977e-07,-0.5252864644797423,-0.9344476758385402,-0.5065713299685084,0.04385283067754891,-0.5099925745660778,ir8070009.trees
0,2501.0,250,10,-0.10509719247962003,-1.0068729603839284,0.5664803765881022,1.0403367669804078,1.2120559850392076,-2.2591619954937,0.036614198730405494,0.05280558514631784,ir8070010.trees
0,2501.0,250,13,-0.2910890494726522,-1.4023925978194678,-0.42121637074216983,-0.1514193645809481,1.056588466494848,0.9776412577841304,0.047894805026557845,-0.4540900802365083,ir8070011.trees
