start,end,N,SS,ZngE,bsfs,TajD,FulD,FayH,FerL,Colless,btree,path,iColless,ibtree
0,10001,250,32,0.15524221685854647,0.9198846832623176,0.7266959021652929,0.3979736129788975,0.09178730881095393,0.19276403510510406,0.032541156261845464,0.16143424311420682,2010000,0.0582838265504414,-1.3294982018140415
0,10001,250,38,-0.3377792761866027,0.7235627993718613,-0.07408899608548869,3.062274122321797,0.05251734920174391,0.3805043949195333,0.027231043991634743,0.5541356551975698,2010001,0.04482908592896933,-0.5406797432491138
0,10001,250,42,-0.4985431577994288,-0.06578557064565578,-0.5975995297289718,1.287006865718659,-0.003515246609208082,0.2982893793204092,0.0495514710296734,-0.7227959372626049,2010002,0.0603421751522218,-1.1281690616512352
0,10001,250,30,-1.4551549081543191,-1.2640526647764025e-05,-1.247520730559844,1.162648658311136,0.07889381366324873,1.1525684997881074,0.03169480164698063,0.2612628837127428,2010003,0.07416763829511595,-1.6794947388011308
0,10001,250,38,-0.2439412092350477,0.836281848737193,0.27998183239582597,-0.10348350060033153,0.09297139278266524,0.4534068698043538,0.024305592028094947,0.7895804511526177,2010004,0.04733045083560046,-0.5475883547505558
0,10001,250,35,-0.5507924935705738,-1.8897367100878533e-05,-0.840989292082643,2.075612937081368,-0.03308936433610918,0.23682769985575225,0.0393989752111896,-0.1496713236971266,2010005,0.06928925378935095,-1.546652614533166
0,10001,250,51,0.2333676389116524,0.14666388724070284,-0.17575437064526628,1.950505263189781,-0.07101829968436288,-0.3850040311422248,0.03696416490334095,0.050945659220948264,2010006,0.05903992313339379,-0.9040708908441158
0,10001,250,48,1.0434074310462738,1.075926422821981,1.3846056523353938,1.5109092192790092,0.03005899041898705,-0.5471022953564246,0.03802234025708569,-0.11324480367614907,2010007,0.04360182666148465,-0.3592231931036269
0,10001,250,40,-0.4036210909320921,0.8458950612418169,0.41094938025406974,-0.6721351477662793,0.14418267770102902,0.7224997567789762,0.025942479595802568,0.5775118709471364,2010008,0.0544962106490478,-0.9799443011353725
0,10001,250,36,-1.745846259271172,6.764132657544725e-06,-1.5288009923926291,0.9965491512867026,0.08377140335770923,1.3558020322709703,0.031044774632026862,0.2666128963368877,2010009,0.06934998056743102,-1.4314945748402432
0,10001,250,45,-1.8555149608918,-0.12168211291479628,-1.7295864848089826,-0.14595048040918815,0.06606881595683467,1.3725286424176266,0.042193350976872164,-0.2321500279416453,2010010,0.08368959709806971,-2.291030140043393
0,10001,250,48,-0.703549801554615,-0.5413573656039551,-1.3405250892243579,5.167497928347972,-0.08585577835434502,0.1488371340141383,0.035657933636946464,0.08631811945832525,2010011,0.09155978753724577,-2.303800388433112
0,10001,250,39,0.7850970422574951,-0.2991304773014306,-0.7109459638887212,0.7100552842475862,-0.2668660511601646,-1.3576574688921776,0.0335029634667703,0.2278341979630871,2010012,0.06757302161499598,-1.2449614619990386
0,10001,250,61,0.2910515637874824,-0.3072219317605191,-0.6807928333266009,0.878973869187155,-0.15984945939371706,-0.7323560329461898,0.04082496527746394,-0.2116680480539444,2010013,0.05934922485641491,-1.015919919847665
0,10001,250,60,-0.06291384170578786,-1.136432206290829,-1.365995899455246,1.8336884277513887,-0.2047878926209597,-0.6667321579754015,0.0391233865853908,-0.3464569784499769,2010014,0.09032905816815648,-2.5175992210049043
0,10001,250,46,-0.6682285819126665,0.12048423714761312,-0.6585264801665339,0.5550457539365069,0.01784649740809636,0.4746269845769238,0.04465287367727599,-0.3631412665845804,2010015,0.059651046582643925,-1.0989083783501057
0,10001,250,35,-1.4812690711412582,-0.3312968801714325,-1.478908036065175,5.9707983818360315,0.041451636337861066,1.0546058670511187,0.027519756445135376,0.5418292778215776,2010016,0.08058038606037053,-1.7372333656375498
0,10001,250,37,-1.6511927163226972,-0.11300724359278527,-1.4131184856113284,3.6758179090864904,0.08395137872909689,1.2984751487969346,0.0286031712382276,0.4457531813421083,2010017,0.04501415801454666,-0.5013261412255219
0,10001,250,39,-1.95626937865625,-0.2730638465434021,-1.7964509676840414,3.802505435950109,0.07774716311898283,1.4698353265516606,0.036488696722373364,0.10676440720524362,2010018,0.03776395906205467,0.012219700915368028
0,10001,250,41,-0.931375698908897,-2.7071232306732053e-06,-0.9834795777639896,4.762532354397266,0.015389544831855137,0.6295075102619212,0.03853286503241162,-0.07140557047829957,2010019,0.0898054583927106,-2.6002303652890437
0,10001,250,58,-0.3769679053366618,-0.7899478422391631,-1.225837848564196,1.0722197743787616,-0.12633513540602093,-0.19991742364940412,0.042463761857465684,-0.4936285264204746,2010020,0.06222308589195491,-1.3056660605337225
