#/home/enes/bim/BIM.py trees/ir8000154.trees,trees/ir8000155.trees,trees/ir8000156.trees,trees/ir8000157.trees,trees/ir8000158.trees,trees/ir8000159.trees,trees/ir8000160.trees,trees/ir8000161.trees,trees/ir8000162.trees,trees/ir8000163.trees,trees/ir8000164.trees,trees/ir8000165.trees,trees/ir8000166.trees,trees/ir8000167.trees,trees/ir8000168.trees,trees/ir8000169.trees 250 --stats=all --eta=etas/BC.json --out=outs/710927994.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,FerL,FayH,TajD,bsfs,ZngE,btree,Colless,path
0,10001.0,250,44,1.4997960914594457,0.05063597937611157,-0.058613345417283164,-0.8152312035482417,-0.7088267152991868,-0.39429622870862724,-0.5534170802404507,0.03982381137453038,ir8000154.trees
0,10001.0,250,72,2.055287381108351,0.36207221652489796,0.017939239156446733,-0.4305553942406184,-0.5454533437516587,-0.48274647141291377,-1.2917510557829723,0.05948093449065077,ir8000155.trees
0,10001.0,250,38,2.1577719443440464,1.11675090899971,0.07795821322275491,-1.1404861663046555,-1.3697912195134356,-1.3887656260440175,-1.4175779351202589,0.06081674367721784,ir8000156.trees
0,10001.0,250,57,1.1408380761972037,0.4214844025815978,0.07654416679734312,0.18939316306656828,1.8662291992721969,-0.25663342732040384,-0.442597009358697,0.04425227792891998,ir8000157.trees
0,10001.0,250,75,1.1353152944695877,0.7017544167603371,0.04213343008250842,-0.7372664177711544,-0.6378670877801378,-0.8931888932911466,-1.025382661397667,0.053358595673014646,ir8000158.trees
0,10001.0,250,60,-0.5457847914978807,0.056252454532952904,-0.05244877724727097,-0.7662157503268882,-0.5964438496677725,-0.38216020972313863,-0.9416387615605633,0.04823955319485829,ir8000159.trees
0,10001.0,250,85,-0.6284017610061399,-0.690304205619813,-0.06445967030052742,0.4193657641437773,0.26546209170627566,0.7441435605477335,-0.3966007838226119,0.04599041326596709,ir8000160.trees
0,10001.0,250,53,0.10427544063874711,-0.6960151729405342,-0.11988872432716902,-0.21847151260121964,-0.27196131452078987,0.4651963311958605,-1.6578505029195874,0.06600133251901616,ir8000161.trees
0,10001.0,250,54,-0.6073324070137388,-0.01549562040441617,0.013309336841477767,0.19537895326092014,0.3597591660466842,0.09800001666107062,-0.2849908008971551,0.04381234615882886,ir8000162.trees
0,10001.0,250,94,-0.27412881349162554,0.6874164375282774,0.1278712336383248,0.41789726009115175,2.0036840934684075,-0.3689263827717882,-0.26789313740393234,0.03937450682495378,ir8000163.trees
0,10001.0,250,61,1.4647403313276337,0.37152602163360077,0.05525175718151696,0.018297090718420124,0.6806608390413132,-0.2915159537154748,-0.349467806377948,0.04041974349008939,ir8000164.trees
0,10001.0,250,32,-0.12936796267962125,0.711939020717617,0.021976197537531824,-1.0790402517980553,-0.8305698709172923,-1.031908480772402,-2.714790059395769,0.0753821738567172,ir8000165.trees
0,10001.0,250,49,0.34735118798298614,0.9758924039383828,0.06777353153453708,-0.9605221336637952,-0.3314948665852816,-1.2044778293045793,-2.58342398924535,0.08765476653156404,ir8000166.trees
0,10001.0,250,62,-0.04696560822816678,-0.2421724800660937,0.10686438754768372,1.7979436695196382,2.5655739196508396,0.9866229915065586,-1.0456922905706851,0.0514240585169462,ir8000167.trees
0,10001.0,250,50,0.9875975378976558,-0.6251955589895722,-0.10966343544417236,-0.21153519081423097,-0.39473542297968495,0.41122762886775827,-2.293096993659155,0.07222708036446862,ir8000168.trees
0,10001.0,250,73,-0.48649138573635214,-0.3837009722987777,-0.10271664860880078,-0.6169230813690364,-0.42351043722584736,0.03651836226004833,-1.4671111769118084,0.06426699353244243,ir8000169.trees
