#/home/enes/bim/BIM.py trees/ir8070170.trees,trees/ir8070171.trees,trees/ir8070172.trees,trees/ir8070173.trees,trees/ir8070174.trees,trees/ir8070175.trees,trees/ir8070176.trees,trees/ir8070177.trees,trees/ir8070178.trees,trees/ir8070179.trees,trees/ir8070180.trees,trees/ir8070181.trees,trees/ir8070182.trees,trees/ir8070183.trees,trees/ir8070184.trees,trees/ir8070185.trees 250 --stats=all --eta=etas/BC.json --out=outs/627396158.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,FayH,TajD,bsfs,FerL,ZngE,btree,Colless,path
0,10001.0,250,107,-1.6404766677790348,0.12677964809315984,1.7614345084429441,2.3155295333731325,-0.057092982130238716,0.8351143669387289,0.230963083976918,0.03405346491153958,ir8070170.trees
0,10001.0,250,113,-0.08527509142234946,0.0880552817259762,2.114777659350108,1.6483813497541022,-0.5326126439715533,1.3792106501419397,-0.6795993534158875,0.04528598264023835,ir8070171.trees
0,10001.0,250,80,-0.25266127746048594,0.07570280022481155,1.627798798702217,2.9589572953160848,-0.35875962283770135,1.0126328535678248,-1.30802647903685,0.05205661355097811,ir8070172.trees
0,10001.0,250,91,-1.3887625998440798,0.14322702098286935,1.7768418574967115,2.067870642123583,0.0453025302273887,0.7556991377692518,-0.5904680072888212,0.043613443958160844,ir8070173.trees
0,10001.0,250,86,-0.23240306161681176,0.054661033748930554,1.7151165479982065,2.0234187208044103,-0.5554334271524263,1.2121031778326734,-0.3628422096817044,0.042700371377985054,ir8070174.trees
0,10001.0,250,83,-1.6667313073792043,0.06705128530961983,1.7438235787481744,3.1624695623463466,-0.4833827537649008,1.1657664911140047,-0.5408887349494486,0.044391274776525456,ir8070175.trees
0,10001.0,250,113,-1.717210007862439,0.13508677020724125,1.7264322024634635,1.5488908027055701,0.024869487461848246,0.7542442516857136,-1.0092281756579957,0.04930166133042154,ir8070176.trees
0,10001.0,250,107,-0.2646767485342236,0.07665644002860844,1.0330230427647031,1.0856972876208972,-0.01678264981456731,0.4762656179563786,-0.2786982616523132,0.038971554420446766,ir8070177.trees
0,10001.0,250,98,-0.573165214923614,0.11221603976359293,2.6288391000120623,2.30327376745787,-0.6452438193348574,1.696154092993483,-1.2094759738077403,0.05260089594370691,ir8070178.trees
0,10001.0,250,106,-1.4533470539718345,0.034587773080140265,1.7527767185269705,0.8934973006923407,-0.7203946670111243,1.3672617168332801,-0.8818404856477814,0.050703663550637185,ir8070179.trees
0,10001.0,250,107,0.2512482211825808,0.08947024741624271,1.0284259924321262,1.69013685775335,0.0786298986069736,0.3970714112844118,-0.7776762793924049,0.049355126599588316,ir8070180.trees
0,10001.0,250,75,-1.0357922522235596,0.10095262586718638,2.588354935813243,2.1006932622722094,-0.7096135570329116,1.719904355059522,-0.6676371323912885,0.04452708193477724,ir8070181.trees
0,10001.0,250,81,-1.6322162484751053,0.07398484846667504,2.230831530514324,2.1102189315084803,-0.7024984772559261,1.5584356420137977,-1.134988072881539,0.053165222560069496,ir8070182.trees
0,10001.0,250,113,-1.717210007862439,0.13086250952573464,2.9747929416119625,2.2537986331859243,-0.6983132379537356,1.8989381160265149,-0.6341919321257832,0.044667147854089165,ir8070183.trees
0,10001.0,250,119,-2.2522922676255286,0.13819316749650512,2.0353399413955184,1.4507669562756906,-0.12185312017445545,1.01260882399216,-0.5070020094068458,0.045013152187994614,ir8070184.trees
0,10001.0,250,112,-1.5403752472437948,0.11277155702191685,2.320018690113769,1.7522388479914899,-0.4669159468744796,1.4179011248624624,-0.014341779241979638,0.03615845871967131,ir8070185.trees
