start,end,N,SS,TajD,ZngE,FulD,FerL,bsfs,FayH,btree,Colless,path,iColless,ibtree
0,10001.0,250,69,-0.4742965373846626,-0.7013687640676313,-0.6028566239973349,0.6095106370975801,0.2424651676822784,0.05001464506067562,-0.06294535681208202,0.03575916569503821,8020000,0.04769076305220884,-0.6116220551933296
0,10001.0,250,59,-0.4941498826593732,-0.3913288369202092,-0.20274694930037984,0.21616032844099287,-0.17418531298750906,-0.007719123549444638,0.019164718254559232,0.03642203221488103,8020001,0.04772600839791805,-1.1154156329867015
0,10001.0,250,63,0.5063395900181383,-0.07876895606377399,0.19133630226902196,0.3741879272350115,1.1241458934212565,0.09391426276471757,0.1390838373519601,0.03391866586580928,8020002,0.04986478170747507,-0.8543576649310344
0,10001.0,250,50,-0.5458326886869741,-1.0597240957662823,-1.4777107260146092,1.0201848268564884,0.5821895061550719,0.10740293314603563,0.3425149914180053,0.03174448947865193,8020003,0.059362449799196776,-1.7134234054641233
0,10001.0,250,62,-0.11711590624521252,0.02698455362985028,-0.6239052371832599,-0.0973876786319922,0.1192008661592727,-0.02332118525951641,0.06857448018653475,0.03656139283642284,8020004,0.057751435850930614,-1.097173099340236
0,10001.0,250,60,-0.4528419941869633,0.036850648299634255,1.5362542753452304,-0.29260517928937746,-0.7831383875648587,-0.07827403992851972,-0.2923135019312176,0.041223361186682204,8020005,0.062388262728332686,-1.949916509111821
0,10001.0,250,63,0.10928022844289796,-0.4396669468086881,-0.0928514464611582,0.6048656377725009,0.8710643079745529,0.09591200984084676,0.09533705079218158,0.03531869413136417,8020006,0.04497560133005138,-0.5318155393090201
0,10001.0,250,64,0.3378078081248879,1.3180970556794176,0.4226673962370728,-1.4497272361901397,-0.05479222258407055,-0.18229621937365587,-0.15827216220806706,0.041414868836509855,8020007,0.0602490607591657,-1.2016739449804503
0,10001.0,250,49,-0.8368196532785213,0.2688664262133925,0.3473511879829861,-0.7868142049100408,-0.8571029548781174,-0.1842518705657908,-0.21309309767437665,0.042275553828216086,8020008,0.06926901152999093,-1.2892532779850274
0,10001.0,250,51,0.9271403190305276,0.8142789203345704,0.5672343332080524,-0.5083792221505037,0.97765559169499,-0.0008585177680543269,0.25390435684214513,0.029452371698776673,8020009,0.04227509114800215,-0.5620661568286578
0,10001.0,250,40,-0.22036207683984188,-0.6072235164573924,1.0549958271873987,0.6368048647669832,3.0519873982884382,0.07927269450506957,0.16772957930531607,0.03277885736494365,8020010,0.04625414098791479,-0.6918415718289411
0,10001.0,250,62,0.8238378731812099,0.6368291719617011,-0.04696560822816659,-0.3400733312646601,0.2269198362213097,0.01584389605689173,0.4359528863034212,0.027522275481855738,8020011,0.04895388003627412,-1.0299903065447675
0,10001.0,250,41,-0.4631953375340847,-0.29376972113805605,1.3846798834759246,0.11634587599713687,-0.7436179012838798,-0.020190727505227508,0.03970817634399711,0.034060975083128206,8020012,0.05866476659325474,-1.4052176077486598
0,10001.0,250,56,-0.9059758170822876,0.21925595362144198,2.480334066788535,-0.7648369764081622,-0.7370515417038572,-0.1838846590999652,-1.057783092836727,0.052415884737105116,8020013,0.05325819406658894,-0.8693454134329058
0,10001.0,250,58,-0.4687607807962099,-0.9722733568230232,-0.15568068336223256,0.9508994177128428,0.4545322042635998,0.10130464644549372,0.4990298815967014,0.02797345295159132,8020014,0.037952396094642495,-0.14642180732295065
0,10001.0,250,52,-0.14889525292051356,-0.1065705139044238,0.501481249844163,0.05152493728456139,5.194758406141622e-06,-0.004314068861814519,0.18269376517430375,0.03489256565432236,8020015,0.06947143412359114,-1.9114150325167203
0,10001.0,250,61,-1.2011981091855075,-1.501145488282006,0.2932074070466781,1.2064740451617637,-0.513033511724622,0.07982659686655767,-0.07759317225125559,0.037570712959364316,8020016,0.0621971757999741,-1.7169757118798246
0,10001.0,250,52,-0.002635568550143777,-0.6263800975192206,0.8411568710967945,0.7761477329261968,0.4914494715383527,0.1142826533466596,0.2368967996223989,0.03530667937096983,8020017,0.06730794144319213,-1.9316701498245243
