#/home/enes/bim/BIM.py trees/r8000170.trees,trees/r8000171.trees,trees/r8000172.trees,trees/r8000173.trees,trees/r8000174.trees,trees/r8000175.trees,trees/r8000176.trees,trees/r8000177.trees,trees/r8000178.trees,trees/r8000179.trees,trees/r8000180.trees,trees/r8000181.trees,trees/r8000182.trees,trees/r8000183.trees,trees/r8000184.trees,trees/r8000185.trees,trees/r8000186.trees 250 --stats=all --eta=etas/BC.json --out=outs/523886596.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,ZngE,FayH,FerL,TajD,FulD,btree,Colless,path
0,10001.0,250,79,1.1424053404701067,0.38950186326228664,0.050154699433559845,-0.06364518601886385,0.7616064068375027,-0.9070463014184659,0.2483098218115035,0.03338173482460307,r8000170.trees
0,10001.0,250,66,0.6710748896179036,0.3318499693073936,0.037905847653082546,-0.07374424902686445,0.6173551266468728,1.1376818482658617,0.4262298669826505,0.03258403018943621,r8000171.trees
0,10001.0,250,74,0.8229484204664652,0.6638473805338251,0.07118809029485866,-0.16067844386946842,1.2058288316919987,-1.253265093762514,0.12491343919128442,0.03891110748927029,r8000172.trees
0,10001.0,250,59,-2.3358598712173255,2.7225091967156017,-0.6135657603479068,-3.799160135246922,-0.7744577609607605,-0.8070051971883653,-0.5480147548393276,0.04161495095888234,r8000173.trees
0,10001.0,250,84,-0.2238198001599594,-0.035978421251688715,-0.05836177954522658,-0.18542677944173722,-0.417543158732011,0.0500608231742956,-0.3262385308650842,0.04439212212691728,r8000174.trees
0,10001.0,250,66,-0.2527960298810888,0.23833032214674385,-0.10165084812301638,-0.5015762089549257,-0.3768731974223794,-0.22268515806685912,-0.1010982860886775,0.039749460675802796,r8000175.trees
0,10001.0,250,50,0.3705950741881133,-1.1201910710238898,0.12349901783807339,1.112016390766893,-0.5149081333902572,0.2832237482084379,0.32712879323870575,0.032052634501138204,r8000176.trees
0,10001.0,250,63,-1.0776648851609005,1.2441885810401438,-0.3643902181251966,-2.0337696485422905,-0.8990498609070613,-0.37703919519133794,-0.14265318016405878,0.038468389687783384,r8000177.trees
0,10001.0,250,70,-0.524004358868951,0.08862486989293507,-0.13212277080055118,-0.5175210315422873,-0.7440578087183312,-0.12206448590580067,-0.2789742771611487,0.04401260957809732,r8000178.trees
0,10001.0,250,72,0.3764012332546847,-0.44888147668812595,0.05059172439898462,0.45572492618960364,-0.18325746545262547,-0.201058534523744,0.3900758106535411,0.031801821592118834,r8000179.trees
0,10001.0,250,70,0.09709782167220944,-0.5805924626151225,0.04969651098336856,0.5337693134722942,-0.339028898340746,-0.12206448590580005,-0.16932521270375886,0.035419537387085004,r8000180.trees
0,10001.0,250,61,0.44918447884464363,0.419361283450656,-0.01645063082498129,-0.31684551167413444,0.3725893488075949,-1.756975210444994,0.7182716728876684,0.028328058778894383,r8000181.trees
0,10001.0,250,60,0.8328231309842722,-0.5480843088900508,0.10038319819163774,0.6858499047038151,0.01107883462787309,-0.8432189439040392,0.4667144524925806,0.03096144310277819,r8000182.trees
0,10001.0,250,57,-0.9099384178972756,-1.331693088209929,0.06932884661086369,1.0636753990880081,-1.0813985288123225,1.4528176269988191,0.27333030921460205,0.03339317330767001,r8000183.trees
0,10001.0,250,69,-0.5635626663286764,-0.9199544147019378,0.027928039120374105,0.6677435071035966,-0.8626261377319795,0.1799983445339213,-0.10328576803645856,0.03780132938702702,r8000184.trees
0,10001.0,250,80,-0.6515312449323666,0.7713732091127017,-0.20465941638701476,-1.2030295786249618,-0.450304341092101,-1.8412941443068707,-0.7646952344853668,0.04613901526409242,r8000185.trees
0,10001.0,250,59,0.23697807994706266,-0.534175223947665,0.03474835736461149,0.4508400833870102,-0.38865464349396556,-0.20274694930037968,0.541921271657262,0.029509165695038215,r8000186.trees
