#/home/enes/bim/BIM.py trees/ir8090154.trees,trees/ir8090155.trees,trees/ir8090156.trees,trees/ir8090157.trees,trees/ir8090158.trees,trees/ir8090159.trees,trees/ir8090160.trees,trees/ir8090161.trees,trees/ir8090162.trees,trees/ir8090163.trees,trees/ir8090164.trees,trees/ir8090165.trees,trees/ir8090166.trees,trees/ir8090167.trees,trees/ir8090168.trees,trees/ir8090169.trees 250 --stats=all --eta=etas/BC.json --out=outs/428219487.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,FerL,FayH,bsfs,FulD,TajD,Colless,btree,path
0,10001.0,250,70,3.382600346705134,-2.006539330297185,0.025561460095316034,5.31485063243745,-1.6667293489390875,3.9887539751266914,0.062378546443839875,-1.45729490726284,ir8090154.trees
0,10001.0,250,69,3.2461398927264935,-1.94573778053593,0.018845451019343887,6.530000578864938,-1.6466632487056758,3.793287983760245,0.04354514833527659,-0.705671154432874,ir8090155.trees
0,10001.0,250,53,3.4242812643110447,-2.1259319507866716,-0.00022273321751691938,4.73382816958992,-1.2307189338712319,3.9135130034724614,0.0452131105065423,-0.7773009647514078,ir8090156.trees
0,10001.0,250,63,3.0124882070019914,-1.8114388780527835,0.01625256482971939,6.363516967141765,-0.6612269439215189,3.5232219473572566,0.054281642699831587,-1.6145372398522055,ir8090157.trees
0,10001.0,250,51,2.658884471575193,-1.5306196197597866,0.03546640206949828,5.908789435088732,-1.1618543292691093,3.266134800225899,0.06435419095737789,-2.257185921407468,ir8090158.trees
0,10001.0,250,56,2.865718765823257,-1.7638254797631774,0.004126448509276821,4.4072939693263455,-1.008319855025177,3.294694665796272,0.038687006088871614,-0.6426573865224816,ir8090159.trees
0,10001.0,250,56,3.7110235543619807,-2.37768509342379,-0.022022852452495443,1.9442960062990091,-2.594071637667774,4.094484180150651,0.06667800233190828,-2.317326511714954,ir8090160.trees
0,10001.0,250,57,3.1872949137500277,-1.955224553355118,0.006425647015143616,6.339738499119441,-1.3549983302157256,3.67337029419197,0.04103510817463402,-0.9601610023298881,ir8090161.trees
0,10001.0,250,70,3.8580006375578524,-2.328360130577764,0.017782222948625255,5.22210432751973,-1.6667293489390875,4.476677831995948,0.03387744526493069,0.19133162600286596,ir8090162.trees
0,10001.0,250,62,3.288327512534966,-1.9602911902674824,0.02274195863114412,6.231825076441513,-1.2008448661383528,3.8796808723869534,0.04590944422852701,-1.0159012614299714,ir8090163.trees
0,10001.0,250,52,2.5890475332356133,-1.5352487349577693,0.0211686293948147,4.670461552478791,0.8411568710967945,3.0946931734441714,0.04871097292395388,-0.9377582378561425,ir8090164.trees
0,10001.0,250,79,3.6710928518135417,-2.1263624111340462,0.041543457052978294,4.1217543864293145,-1.596049289109227,4.402058380171926,0.04793367016452908,-0.8146747221708402,ir8090165.trees
0,10001.0,250,51,3.4156457233662176,-2.0166160885526625,0.030667964585808644,5.775639691617084,-2.1993075267554065,4.102830387801836,0.05654067884440989,-1.9742675668867915,ir8090166.trees
0,10001.0,250,67,3.3122399912373703,-2.01673584552607,0.01037562987216249,6.6160703925430076,-0.531800272367815,3.8178806638922267,0.042965410027205594,-0.7707819505398072,ir8090167.trees
0,10001.0,250,36,3.3688407564940634,-2.057687900619281,0.01196227672236307,5.885783255558044,-2.326841962070838,3.9953728929401846,0.04061406917994558,-0.30228037516458983,ir8090168.trees
0,10001.0,250,54,3.431871981194245,-2.1330582451010422,-0.0010020673013542535,6.114690831234652,-0.6073324070137395,3.914192317762104,0.026363518590490995,0.804133601635337,ir8090169.trees
