#/home/enes/bim/BIM.py trees/ir8030073.trees,trees/ir8030074.trees,trees/ir8030075.trees,trees/ir8030076.trees,trees/ir8030077.trees,trees/ir8030078.trees,trees/ir8030079.trees,trees/ir8030080.trees,trees/ir8030081.trees,trees/ir8030082.trees,trees/ir8030083.trees,trees/ir8030084.trees,trees/ir8030085.trees,trees/ir8030086.trees,trees/ir8030087.trees,trees/ir8030088.trees,trees/ir8030089.trees 250 --stats=all --eta=etas/BC.json --out=outs/778138016.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,ZngE,FulD,TajD,FerL,bsfs,Colless,btree,path
0,10001.0,250,58,0.03531489111218383,1.6405763884280242,1.6861700032492595,2.0912686651067176,-0.8963844584919921,3.4021509502626643,0.053871399576801836,-1.5838948899846965,ir8030073.trees
0,10001.0,250,36,0.023802954697866124,1.4500145137037772,-1.8520718030197605,1.8320073482790415,-0.8256576863764542,5.307598997296941,0.02720559657986786,0.6184540795116005,ir8030074.trees
0,10001.0,250,44,0.031378443983797445,1.7905159835153568,-0.8760033257215952,2.2573930451009354,-1.0084941289696874,5.201526858628264,0.038363129939111285,-0.523720728322835,ir8030075.trees
0,10001.0,250,65,0.011536839579175132,3.275483664622767,-0.7326443908444591,3.7876589699011585,-1.9903578643545792,6.390514777505461,0.05374724705272704,-1.8715293979484073,ir8030076.trees
0,10001.0,250,46,0.01853046817717048,3.1407627420974595,-2.106404018127068,3.728006932794758,-1.8891316351240244,6.034777635991926,0.039577665500712525,-0.4494825943142303,ir8030077.trees
0,10001.0,250,36,0.019476065955427294,1.959191102020995,0.5217789922356245,2.3989401194100095,-1.1563989658598086,5.403472941178683,0.04615235134084726,-0.5235014895884831,ir8030078.trees
0,10001.0,250,30,0.042583516609055926,2.0023538042225213,0.04606551011202221,2.6060453801678873,-1.114891926609083,4.346221512576229,0.05457313123461588,-1.3800628970698208,ir8030079.trees
0,10001.0,250,35,0.02917411104850596,1.251481958480752,0.12802021470403593,1.6347373893322892,-0.6854400315673103,5.177128950710365,0.037213369607462105,-0.10716388248079722,ir8030080.trees
0,10001.0,250,33,0.03335349663477077,2.7793849341008445,0.3031371255318607,3.4508027086464335,-1.6247635236391527,4.026963617224561,0.03650084207798937,-0.2364019056362537,ir8030081.trees
0,10001.0,250,45,-0.0019403470178218363,2.927737447335888,-0.9218027515357813,3.3599047058590754,-1.8253460938517314,5.185664481875535,0.03041197046249514,0.4864833943804309,ir8030082.trees
0,10001.0,250,74,0.040966015304991596,2.0920676341890285,-0.5203336434012955,2.6240698303063614,-1.1518034581648882,5.274592480097952,0.06919613939629486,-2.3817714520118316,ir8030083.trees
0,10001.0,250,32,0.031254275219654244,2.6722908040730236,-1.7113926896551759,3.317590716342844,-1.565657541852232,5.442919319369121,0.05421686746987952,-1.263918597134499,ir8030084.trees
0,10001.0,250,54,0.03556330127222559,2.131073788183722,-0.9353579182464251,2.6573987991911707,-1.2013437429851896,5.754917227534728,0.04200673662391501,-0.5731766805974315,ir8030085.trees
0,10001.0,250,41,0.032115959214760244,1.91366614673065,0.5402167657455896,2.4100683763254485,-1.084211939206251,5.7567894740824315,0.03701904391760591,-0.07316520574864846,ir8030086.trees
0,10001.0,250,42,0.0072732229472887355,3.3951983222790796,-2.4308559519800785,3.967730291980538,-2.086323201754502,5.599867225098004,0.03619315973571706,-0.24984644974082926,ir8030087.trees
0,10001.0,250,43,0.04208821247738248,2.478973080288131,-1.6369665763827614,3.1195808421431854,-1.4014454298742431,4.3261746557531495,0.05946366109599689,-1.9815483025695366,ir8030088.trees
0,10001.0,250,58,0.03332496723982188,2.528122697916781,0.15129443107301588,3.0896454324657974,-1.4537514449937663,5.624534328543348,0.053504339940406785,-1.320795859510563,ir8030089.trees
