#/home/enes/bim/BIM.py trees/r8070102.trees,trees/r8070103.trees,trees/r8070104.trees,trees/r8070105.trees,trees/r8070106.trees,trees/r8070107.trees,trees/r8070108.trees,trees/r8070109.trees,trees/r8070110.trees,trees/r8070111.trees,trees/r8070112.trees,trees/r8070113.trees,trees/r8070114.trees,trees/r8070115.trees,trees/r8070116.trees,trees/r8070117.trees,trees/r8070118.trees 250 --stats=all --eta=etas/BC.json --out=outs/635483854.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,FulD,FayH,FerL,bsfs,ZngE,btree,Colless,path
0,10001.0,250,72,2.0428346875409527,-0.7024687379975421,0.1449482471440096,-0.10252066857198303,3.207481378778169,0.9868160628285316,-0.5652397179946284,0.0450538713995768,r8070102.trees
0,10001.0,250,103,2.0270777517413,-0.6926950948559158,0.0582212743221357,-0.7012651918879527,1.5378050709984414,1.4738754147719777,-0.2867976530852293,0.03790452131105066,r8070103.trees
0,10001.0,250,98,1.447481115092182,-0.0119346727082185,0.09775280312799918,-0.09622229601554379,1.9072882665787827,0.7245692423753046,0.3411373058349209,0.03120330785507622,r8070104.trees
0,10001.0,250,98,3.1712447527150767,-0.9473189097338781,0.09594605199028751,-1.0623481003454873,3.244850357884971,2.275613475221187,0.3952381035255669,0.03150759720911295,r8070105.trees
0,10001.0,250,87,1.7675884311169576,-0.8929394274758471,0.10101942122583242,-0.25337287523783003,1.9444931460601513,0.9917741378933624,0.2478995525579728,0.03295054256966422,r8070106.trees
0,10001.0,250,87,1.399369457834866,0.5740852004697989,0.09796579075141677,-0.07217377026331756,4.030968705438857,0.6814421876116061,0.2250981321085315,0.031176678038318154,r8070107.trees
0,10001.0,250,109,0.7661834817295197,-2.173788712762241,0.12584461348481063,0.4884880708299324,2.4919162786524565,-0.051597756293443243,0.12414589324103967,0.03518066120087107,r8070108.trees
0,10001.0,250,126,2.7608551912871198,-1.7123441045983947,0.04769385596774914,-1.1856276250208928,0.8875848485853829,2.200611212169572,0.09819932500960549,0.03649406327485486,r8070109.trees
0,10001.0,250,89,1.805921539020529,-0.9410655566014473,0.1150143892399676,-0.17370844150444742,1.5718333151218309,0.9450613581345346,0.5996890167888281,0.026786408306035202,r8070110.trees
0,10001.0,250,102,1.7651082087260062,-2.1100825540862274,0.16267698316078197,0.1982346813832458,3.307749897915898,0.629372321736189,0.26374104055841957,0.030332200966350472,r8070111.trees
0,10001.0,250,104,2.55455739068686,-0.7152792666028301,0.06942884055897418,-0.912221462298524,4.706027485159897,1.8807421721449427,0.7437190469230057,0.025250054723901173,r8070112.trees
0,10001.0,250,98,1.7709302224418935,-0.5731652149236145,0.0913525856146345,-0.32116688368384505,2.604406778057248,1.0508928342208022,-0.2995535361400177,0.037354131164857945,r8070113.trees
0,10001.0,250,99,1.564655445644821,-1.7096091049458606,-0.043205062870131095,-1.1767833119993707,0.4515686215501621,1.650427110832275,0.4225251894541232,0.02996195307545974,r8070114.trees
0,10001.0,250,97,1.7831121956006686,-1.1146072251393746,0.10910861222445452,-0.2003482379420963,3.4187461841647617,0.9584609695018141,0.8897331885737912,0.025845316750874474,r8070115.trees
0,10001.0,250,100,1.3469128742172474,-0.9893412654493802,0.14278020517743045,0.2848587024226049,2.9301637567883736,0.37197401345993075,-0.037579286195693826,0.03730127884811135,r8070116.trees
0,10001.0,250,111,2.350478474349721,-0.5303827460605739,0.10725208531498351,-0.5241307007417513,1.7360878175423489,1.4775709264437225,0.2213691998877477,0.033760489988628344,r8070117.trees
0,10001.0,250,95,1.5436565484010185,-0.30296272157965193,0.0671073674596015,-0.37060663583170894,1.52425738487852,0.988648738981916,1.093188269490879,0.02290359595062277,r8070118.trees
