#/home/enes/bim/BIM.py trees/ir8090040.trees,trees/ir8090041.trees,trees/ir8090042.trees,trees/ir8090043.trees,trees/ir8090044.trees,trees/ir8090045.trees 250 --stats=all --eta=etas/BC.json --out=outs/295600144.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,bsfs,ZngE,FulD,TajD,FerL,btree,Colless,path
0,2501.0,250,6,0.10070697564300796,-3.1178367348751664e-06,-0.44117786181663654,0.032958223794150206,-0.18123018457597026,0.469442042161021,-1.7027803970229232,0.06043528954527788,ir8090040.trees
0,2501.0,250,10,0.06597894301096376,3.026897730795749,0.6779340674330948,-0.8809206284569866,1.166005811145876,-0.2726525534489661,0.16124947955667807,0.03288962300816168,ir8090041.trees
0,2501.0,250,6,0.011472946592241389,2.34037786970223,1.639186201472248,0.032958223794150206,2.187483145257163,-1.0129462757119545,0.7474661855053157,0.02701127089001166,ir8090042.trees
0,2501.0,250,10,0.06420084076238845,2.570949073403753,0.4984340787294014,-0.8809206284569866,0.9307416703244764,-0.16392239120054367,-2.6863440669215883,0.08702552144060112,ir8090043.trees
0,2501.0,250,11,0.11121453274177712,1.7494547413051793e-05,-0.45466545788601176,1.5338211835684221,-0.03601861079750617,0.5533278284298183,-1.187528637868062,0.05496178261432828,ir8090044.trees
0,2501.0,250,10,0.043487841164623176,4.040630560032067,1.6323486415161488,0.4973207385797263,2.267359041055503,-0.9251656681129851,-1.2970720855503877,0.05029796605777951,ir8090045.trees
