#/home/enes/bim/BIM.py trees/r8000000.trees,trees/r8000001.trees,trees/r8000002.trees,trees/r8000003.trees,trees/r8000004.trees,trees/r8000005.trees,trees/r8000006.trees,trees/r8000007.trees,trees/r8000008.trees,trees/r8000009.trees,trees/r8000010.trees,trees/r8000011.trees,trees/r8000012.trees,trees/r8000013.trees,trees/r8000014.trees,trees/r8000015.trees,trees/r8000016.trees 250 --stats=all --eta=etas/BC.json --out=outs/879821304.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,FulD,FayH,TajD,FerL,bsfs,Colless,btree,path
0,10001.0,250,56,-0.7801466695518173,-0.6911694984966578,-0.027533427838018352,-1.0629665172601155,0.38986244746613397,-0.7197618021134039,0.030040985054587844,0.39436886544624783,r8000000.trees
0,10001.0,250,61,-1.3914613730860672,1.4647403313276337,0.06651324288907373,-1.1607731658705602,1.0924940637632075,-0.8930756181045225,0.03885434209958112,-0.04321661438741822,r8000001.trees
0,10001.0,250,60,-0.06291384170578786,0.6439518181267543,0.052621127086028875,0.2610477521745495,0.22036252144359386,0.4064626286814989,0.028410415856976297,0.7684321737143012,r8000002.trees
0,10001.0,250,58,0.2291612816312695,-0.15568068336223279,-0.1635648589236851,-0.7701634955637986,-0.7037133281312813,-0.8601639049360026,0.04130635445005831,-0.3746060262322848,r8000003.trees
0,10001.0,250,42,0.14897801016347959,-0.3653766088141129,-0.041454770123879145,-0.08172408176419821,-0.22915360977131363,0.09407540867127202,0.039051366757351984,0.0644689302147708,r8000004.trees
0,10001.0,250,47,-1.2782353872550707,-0.26246884078775484,0.06922094442026246,-1.0405560216839362,1.0255045435769026,-0.27231860108026623,0.038887220435996184,-0.04808738847639629,r8000005.trees
0,10001.0,250,64,0.5410142847199161,-0.9774888166508424,0.020272135180033072,0.742600279323302,-0.265054771467684,0.3303279738515347,0.03146542025487348,0.19614334053994179,r8000006.trees
0,10001.0,250,52,0.12233645869658778,0.5014812498441639,0.06208416670528736,0.5279022837093077,0.1344999957289752,0.9604254357527006,0.025424277756186036,1.0729631043265262,r8000007.trees
0,10001.0,250,70,0.14073605562102132,-0.8943969174224436,-0.05433298809808505,-0.18803635711090577,-0.27744479927552096,0.06538982113333916,0.044135486226430654,-0.41941533118975555,r8000008.trees
0,10001.0,250,52,-1.2666042865126748,0.16180562859153264,0.09507718727195809,-0.8551913663935757,1.1084327682734079,-0.329646520385576,0.025210237865909643,1.054844094844935,r8000009.trees
0,10001.0,250,47,-0.8757388945216861,0.1103216817384697,0.09911752176781673,-0.3928167687123461,0.875552443346164,0.24113879045837072,0.027063091073973308,0.5253106115467041,r8000010.trees
0,10001.0,250,52,-0.5643844591064469,0.1618056285915321,0.021916168452651357,-0.5088368220820976,0.42459301898048596,-0.2193565785029372,0.03162950487733491,0.46846673175130576,r8000011.trees
0,10001.0,250,88,-0.03540604862310149,-0.5026462318554933,0.1409308084494905,0.8732007921248724,0.5253618721290307,1.2140002886624515,0.03485496237148006,0.12871831125139307,r8000012.trees
0,10001.0,250,42,-0.6320674784658379,0.8739109970854663,0.04580223294636462,-0.4498671565962466,0.5437383771407222,-0.3387957532195391,0.029512591308160682,0.5277077379676494,r8000013.trees
0,10001.0,250,69,0.3220937103006248,-0.3419049678202494,-0.0263022085725032,0.19653157075018451,-0.29156519568673533,0.27386281437828996,0.03204557016421312,0.28622421671974496,r8000014.trees
0,10001.0,250,53,0.006796089972391424,-0.22947315298874715,0.11065386246242724,0.7002941339139492,0.3717133755608273,1.6076646398386558,0.02922982251586993,0.6913083554953693,r8000015.trees
0,10001.0,250,53,-0.11982085645250579,-0.22947315298874768,-0.012527886819107962,-0.2153940556896987,0.031801384161866904,-0.18288625180058138,0.034907776266355744,0.12292621495967643,r8000016.trees
