#/home/enes/bim/BIM.py trees/r8020021.trees,trees/r8020022.trees,trees/r8020023.trees,trees/r8020024.trees,trees/r8020025.trees,trees/r8020026.trees,trees/r8020027.trees 250 --stats=all --eta=etas/BC.json --out=outs/776227320.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,TajD,FulD,FayH,ZngE,bsfs,btree,Colless,path
0,2501.0,250,7,0.41675850735513836,0.22662243608821117,-0.26412781878448416,0.1299523839712321,-0.24294511005604397,1.690525703800356e-05,0.5298734815299178,0.029477356430329612,r8020021.trees
0,2501.0,250,11,-0.8334910319430616,0.33094569687338793,-1.029123745469293,-0.13876999560946893,0.7950154979705564,-0.1258816218679815,-0.3024735277064786,0.0408515783564365,r8020022.trees
0,2501.0,250,4,-0.3541824389715095,-0.353657414763939,-1.7193945226261713,-0.16840775819521087,0.14759995807388304,5.056170714293956e-07,-0.1816169421216674,0.03780132938702702,r8020023.trees
0,2501.0,250,8,1.0027582273814186,-1.2703370149101958,1.1205475573559278,0.08853299058754208,-1.2908714885323063,-0.6228768667019361,-0.16088471243346145,0.03853046594982079,r8020024.trees
0,2501.0,250,10,0.3709190084759683,-0.706099843973101,3.2538034726531526,0.004237179826392145,-0.5741878049877925,-0.9108859941825488,0.24046934243404622,0.03449280994947532,r8020025.trees
0,2501.0,250,10,0.9108037962737864,-0.6611990649795195,1.8755621056164395,0.12495897291583324,-0.9857243644547976,1.331586504129518e-05,-0.010320361580650509,0.037414892545090755,r8020026.trees
0,2501.0,250,13,-1.0122302164383998,2.771127311697211,-0.14726309148325334,0.0763776256260177,1.922516356733576,3.4202595709040824,-0.19386120894689676,0.03889254287621952,r8020027.trees
