#/home/enes/bim/BIM.py trees/r8000034.trees,trees/r8000035.trees,trees/r8000036.trees,trees/r8000037.trees,trees/r8000038.trees,trees/r8000039.trees,trees/r8000040.trees,trees/r8000041.trees,trees/r8000042.trees,trees/r8000043.trees,trees/r8000044.trees,trees/r8000045.trees,trees/r8000046.trees,trees/r8000047.trees,trees/r8000048.trees,trees/r8000049.trees,trees/r8000050.trees 250 --stats=all --eta=etas/BC.json --out=outs/471890694.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,TajD,FerL,ZngE,bsfs,FulD,Colless,btree,path
0,10001.0,250,46,0.09665337220552331,0.167436057012356,0.5545348523359238,-0.373595803539758,2.2843252469057456,-0.2053684666530862,0.025769110597989676,0.5604254890051689,r8000034.trees
0,10001.0,250,53,-0.027749132237728725,-0.5063477694082026,0.08631908591271725,-0.29098820995282937,-0.7662143939147202,1.7730184087762202,0.0359381072677808,-0.00706057095193659,r8000035.trees
0,10001.0,250,72,0.03681708628110144,0.32561952129218047,0.07994353908907055,0.07959067783290306,0.3608050852446422,0.049646567213155364,0.0397778798478371,-0.09550773601278623,r8000036.trees
0,10001.0,250,51,0.06913739768630192,0.16659685156780205,0.3772480703750215,-0.23111883454341547,2.231563327001298,-0.12440113178281195,0.038839497776050426,-0.13161658560762565,r8000037.trees
0,10001.0,250,60,-0.14402096789258406,-0.27116109119753723,-0.8448211222611528,0.561926911486066,-0.6276008952224527,-0.8432189439040395,0.03791219468444497,-0.23643695223332856,r8000038.trees
0,10001.0,250,76,0.11028029294247298,0.34009581490893304,0.5913938928258601,-0.32660224083054196,0.6001507216737944,-1.061963006848357,0.03022511883763342,0.5663443818049487,r8000039.trees
0,10001.0,250,57,0.0807568184331385,-0.750093786879927,0.9616770210856603,-1.1041497857517166,-0.2510293466002115,0.5168789745939701,0.03765184808713763,-0.19224519083256641,r8000040.trees
0,10001.0,250,77,-0.003718444205953869,0.24091931515206205,-0.15864648169249618,0.23493916105433596,0.14494366576299217,0.32436032294059763,0.03411177918505141,0.14076004711424495,r8000041.trees
0,10001.0,250,58,-0.05233249479422226,-1.0206551889429616,0.196489247435059,-0.6064310975459504,-1.2241367771218135,-0.15568068336223279,0.03636284267504802,-0.1446319163966317,r8000042.trees
0,10001.0,250,48,-0.03405069709677618,-0.12479892253975279,-0.16100509276166355,0.07529130726964649,-0.6055387948657132,0.7795914774652167,0.03289706340619671,0.2223578009500076,r8000043.trees
0,10001.0,250,59,0.09881400747697418,0.16623400682360562,0.5892317419789594,-0.40198901505658635,2.0815105096405593,-1.1091343211323579,0.035516258582717966,0.11561998455847493,r8000044.trees
0,10001.0,250,38,0.018812041608296613,-0.6451822266595858,0.46763250217940194,-0.6537007682568375,-0.3818305901281651,1.253269766366296,0.03610756389613755,0.18290346115725611,r8000045.trees
0,10001.0,250,56,-0.157132436360718,-1.0587582249791105,-0.49877331915781287,-0.06214009223292801,-1.6237203556879545,0.8945822841459394,0.03668644802535203,0.08617913569431683,r8000046.trees
0,10001.0,250,75,0.053566403716040135,1.308616373430976,-0.3409552974226708,0.8551705722500832,0.9473657648774408,0.17037860705041072,0.03429276879815277,0.10756719002124432,r8000047.trees
0,10001.0,250,76,-0.41055792609206276,-0.6844847485921115,-2.5211488255289525,1.7316742212273157,-0.8047680937440151,-1.061963006848357,0.041261821479466256,-0.18932490009528594,r8000048.trees
0,10001.0,250,56,-0.08037984578518254,-0.2616179987435249,-0.40743067167326935,0.21367269874337927,-0.3048067292245944,-0.6911694984966583,0.03645035550170322,-0.04045536507952561,r8000049.trees
0,10001.0,250,56,0.0961595404773739,-0.3604670142835463,0.8537141673814245,-0.8460290771129595,-0.50158167007899,3.431785136374093,0.028510817463401995,0.6687255407559435,r8000050.trees
