#/home/enes/bim/BIM.py trees/r8060119.trees,trees/r8060120.trees,trees/r8060121.trees,trees/r8060122.trees,trees/r8060123.trees,trees/r8060124.trees,trees/r8060125.trees,trees/r8060126.trees,trees/r8060127.trees,trees/r8060128.trees,trees/r8060129.trees,trees/r8060130.trees,trees/r8060131.trees,trees/r8060132.trees,trees/r8060133.trees,trees/r8060134.trees,trees/r8060135.trees 250 --stats=all --eta=etas/BC.json --out=outs/239948265.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,FayH,FulD,TajD,bsfs,ZngE,Colless,btree,path
0,10001.0,250,61,-1.942482173051377,0.018217021770396857,-2.3427416725854724,3.791357669434581,6.552209760504821,3.2338970696105918,0.028349958975687695,0.654338052182104,r8060119.trees
0,10001.0,250,54,-2.216624473794391,0.018800531147221362,-1.9194344519444837,4.316285725956824,6.468658890475144,3.675195047440007,0.033391631040290186,-0.16136259341967654,r8060120.trees
0,10001.0,250,53,-1.4820514666340108,0.0053318905608675474,0.10427544063874726,2.796910841216657,6.134472532541095,2.4172075885796884,0.03425799974089908,0.08829885220917687,r8060121.trees
0,10001.0,250,67,-2.129898610817057,0.020358960831296735,-2.141372695627693,4.151904649238606,6.093498900257005,3.5509764647226514,0.04695705900525178,-0.8043654295233615,r8060122.trees
0,10001.0,250,49,-1.3067683246506334,-0.0077632443904217235,0.34735118798298625,2.317864494718453,3.603068994475786,2.062502911191793,0.03126700349786242,-0.05304013925370961,r8060123.trees
0,10001.0,250,45,-1.871272245803292,0.013812845333119468,-1.697655022662375,3.6393236948773415,4.7491213899218145,3.086006828490481,0.04271116724964373,-0.5844283571078606,r8060124.trees
0,10001.0,250,59,-1.5558654131574572,0.0009072276681618554,-0.8070051971883655,2.8667393455735057,3.5653428493702535,2.513569705242606,0.031003044435807744,0.16518014245134383,r8060125.trees
0,10001.0,250,59,-2.1488168621512918,0.004978988456793174,-2.0155216929643363,4.006317012811317,4.424823469198015,3.492174058162043,0.025319018007513922,0.7357331531370225,r8060126.trees
0,10001.0,250,53,-1.9965586389017258,0.014299472564589062,-1.5644675274987263,3.856960711655871,5.866247430454921,3.29531955961902,0.03273889603077322,-0.08519106851975315,r8060127.trees
0,10001.0,250,45,-1.8611269430226007,0.03126384132465485,-1.6976550226623746,3.8357358385027873,5.962875245527456,3.16311242443759,0.028824977328669517,0.4983896018216742,r8060128.trees
0,10001.0,250,43,-1.782934404913909,0.028514510002023923,-1.6369665763827614,3.6614539866246,6.125069760729039,3.020648789153847,0.028320655895471284,0.2225151946983603,r8060129.trees
0,10001.0,250,34,-1.7542263252895847,0.017035572685241203,-1.2857192844056244,3.495766453183882,5.7235236303246575,2.9053154201979896,0.03060629615235134,-0.26671766274329667,r8060130.trees
0,10001.0,250,51,-1.7550739335746044,0.030981448252152047,-1.1618543292691093,3.6242519778577953,5.990575847055934,2.996031311315425,0.041164658634538144,-0.40139158449429013,r8060131.trees
0,10001.0,250,52,-1.9328908368879096,0.04030423200616697,-2.2159237201768875,4.066858443060418,5.928493406699516,3.334187418004531,0.028800686617437492,0.32238944295448424,r8060132.trees
0,10001.0,250,65,-1.5097013552559237,0.05359776898303946,-1.836623754977502,3.4432351428999084,5.512114383154202,2.7359256532852974,0.030853251716543597,0.37062247069409615,r8060133.trees
0,10001.0,250,55,-1.6929815265331545,0.011843871759442263,-0.6499569649883468,3.263263823082265,6.256147268033666,2.7936329210049204,0.03338443379251774,-0.21296445943838835,r8060134.trees
0,10001.0,250,83,-2.1861081412466836,0.020910998033718327,-1.8858923928269258,4.240415127008429,5.913860861572331,3.650963359229193,0.029207740051113543,0.25900107072673767,r8060135.trees
