#/home/enes/bim/BIM.py trees/r8110136.trees,trees/r8110137.trees,trees/r8110138.trees,trees/r8110139.trees,trees/r8110140.trees,trees/r8110141.trees,trees/r8110142.trees,trees/r8110143.trees,trees/r8110144.trees,trees/r8110145.trees,trees/r8110146.trees,trees/r8110147.trees,trees/r8110148.trees,trees/r8110149.trees,trees/r8110150.trees,trees/r8110151.trees,trees/r8110152.trees 250 --stats=all --eta=etas/BC.json --out=outs/869011204.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,FulD,FayH,FerL,TajD,ZngE,btree,Colless,path
0,10001.0,250,61,4.541579594091346,-2.3427416725854724,0.007223171054569731,-2.4462856001086584,4.5757295444254495,3.985129783122398,0.8249168234747363,0.026963460601237513,r8110136.trees
0,10001.0,250,116,4.947979551748793,-1.5935829916056188,0.10869862463559089,-0.6079802834616846,2.5222967903584315,1.6237142021273796,0.7483806345323777,0.026266355745562898,r8110137.trees
0,10001.0,250,78,5.624082409604198,-1.112401028669159,0.03456193599665559,-1.7843016443944733,3.690891404555434,3.078421985772795,0.04204719896649427,0.03496404974737659,r8110138.trees
0,10001.0,250,113,4.252019565477754,-1.0644360412864038,0.09461640149710088,-1.0118978457458307,3.0648600195062854,2.192901614830008,-0.03503887094939805,0.0339746081098588,r8110139.trees
0,10001.0,250,63,5.058562198894637,-2.3663534363026018,0.0460518122822974,-1.0674742168108504,2.538987326887585,1.979053291999843,-0.28071941326359867,0.03799529916902633,r8110140.trees
0,10001.0,250,106,1.5713875514931355,-2.147472532925438,0.11088247525583106,-0.9486535753287518,3.1624312725281767,2.183027363460724,-0.09883633662264,0.038986591527399916,r8110141.trees
0,10001.0,250,77,4.236456146011625,-1.3228000985441648,0.05897767672896866,-1.322542617509438,3.1652782883073445,2.4717113093994514,0.20983546899549768,0.03360538929913201,r8110142.trees
0,10001.0,250,84,6.1688423058686555,-1.0333549355823883,0.0406575858979226,-1.3418632370728556,2.961697599266574,2.401140329120315,0.3760291898682789,0.027901930301852576,r8110143.trees
0,10001.0,250,82,6.4627458363167625,-2.3147623985215335,0.04309886540693107,-1.7200502149235297,3.681148509614372,3.0252011161474073,0.35418470154575843,0.030752040419743488,r8110144.trees
0,10001.0,250,104,6.66495964277854,-1.4222003839254316,0.0186702471206416,-2.1454612120843173,4.118772251436918,3.577729418535631,-0.4248841644952263,0.041520922399274525,r8110145.trees
0,10001.0,250,97,2.5691620769516255,-1.3035275694393582,0.11293855479488991,-0.7951294008021536,2.9089439135699506,1.9420505451827617,0.204080033140296,0.03423111802046898,r8110146.trees
0,10001.0,250,90,6.7225308869256315,-2.5877155647837187,0.059293421219402745,-1.8169549376792427,4.062063829572518,3.2785514897000967,0.8078171407953002,0.024031610312216612,r8110147.trees
0,10001.0,250,89,5.7360987685424325,-0.9410655566014473,0.06918754933420716,-1.5819992248820347,3.7648688119053078,2.9556407700154224,0.6307922051225598,0.026784557585179426,r8110148.trees
0,10001.0,250,69,6.354823538257321,-1.9076149048827615,0.03069116308864583,-1.6827669190594616,3.4643840971151985,2.888622684485637,-0.3364228498809025,0.0404318888457054,r8110149.trees
0,10001.0,250,75,5.618804546605242,-0.7945580803687651,0.05027465401969377,-1.11054904240174,2.6680455303517494,2.0788504535841956,0.28965724512629604,0.026776460681435417,r8110150.trees
0,10001.0,250,106,4.107095083620034,-1.8004097934486367,0.056185730105329665,-1.1803157837906881,2.865473799552227,2.2373285197396733,-0.06519680019500129,0.03587899987044954,r8110151.trees
0,10001.0,250,69,6.365445374290831,-1.3857115925285908,0.025569402881298,-1.4590327611156702,2.9904791215197046,2.498688112803251,0.010111266546513713,0.035531704983706544,r8110152.trees
