#/home/enes/bim/BIM.py trees/r3000060.trees,trees/r3000061.trees,trees/r3000062.trees,trees/r3000063.trees,trees/r3000064.trees,trees/r3000065.trees,trees/r3000066.trees,trees/r3000067.trees,trees/r3000068.trees,trees/r3000069.trees 50 --stats=all --eta=etas/Fn.json --out=outs/362016276.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FerL,bsfs,FayH,FulD,TajD,ZngE,btree,Colless,path
0,100001.0,50,404,0.3963656334297731,0.4816882890049257,0.04887727011550757,0.2641330736991696,0.02683273109928385,-0.3335724475663518,0.44927737830858316,0.11141070352191501,r3000060.trees
0,100001.0,50,471,-0.015159169614266419,0.7141119883394056,0.036060241449265264,-0.8082366661500741,0.5425357336750214,0.29382872182121317,0.7981605111795109,0.11043949599544241,r3000061.trees
0,100001.0,50,447,-0.08623387097462758,-2.0373779009497976,-0.05981544962243427,1.2811006549216373,-0.7107200753666861,-0.29171225166919257,-0.9468297564590851,0.14400736139866574,r3000062.trees
0,100001.0,50,415,-0.35405004295911807,-2.7688214790319323,-0.1157402987511585,1.0621037491888001,-1.0564331679522367,-0.23521312808191727,-1.546709648207172,0.21318800247371672,r3000063.trees
0,100001.0,50,401,0.43751146764932564,-0.2803656887109907,0.029114819007204903,0.43841861309698543,-0.32603884201907335,-0.5517952731176317,0.13051009521518733,0.12646837085349602,r3000064.trees
0,100001.0,50,437,-0.07959523872083046,-0.39805618719156544,-0.02477411718917251,0.029552790006109907,-0.21984819816690312,-0.043816846424037104,0.23478818306441657,0.12170378904249876,r3000065.trees
0,100001.0,50,435,0.19226935210960436,-0.41929921073679005,-0.004572401361475056,0.4875545236409711,-0.39172965835906626,-0.37095470119358803,0.04131822776117653,0.12173894557823114,r3000066.trees
0,100001.0,50,485,0.43727264776601527,0.47435577057818434,0.04764019551276586,0.5257899754899306,-0.05838498318311894,-0.41362456400648956,0.18997981868260647,0.12960951707415633,r3000067.trees
0,100001.0,50,404,0.2585350465516082,-0.570580317275967,0.006052188056033428,0.7772715020925661,-0.3522912937504386,-0.40849122368695967,-0.5433821394639077,0.13395231188922263,r3000068.trees
0,100001.0,50,454,0.04020897727224387,0.23831243284906956,0.011245897482183999,-0.8129237018004315,0.09294135849278724,0.01278841830323605,0.5600480346662541,0.11066195709052845,r3000069.trees
