#/home/enes/bim/BIM.py trees/ir8040039.trees,trees/ir8040040.trees,trees/ir8040041.trees,trees/ir8040042.trees,trees/ir8040043.trees,trees/ir8040044.trees,trees/ir8040045.trees,trees/ir8040046.trees,trees/ir8040047.trees,trees/ir8040048.trees,trees/ir8040049.trees,trees/ir8040050.trees,trees/ir8040051.trees,trees/ir8040052.trees,trees/ir8040053.trees,trees/ir8040054.trees,trees/ir8040055.trees 250 --stats=all --eta=etas/BC.json --out=outs/720952828.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,FulD,ZngE,FayH,bsfs,FerL,Colless,btree,path
0,10001.0,250,103,2.0853381309366044,-1.0494439247701066,1.5841417288617035,0.04827283586039758,1.041059643418153,-0.8054287412022777,0.04752496930887915,-0.6739455464125583,ir8040039.trees
0,10001.0,250,93,1.1012666643301252,-0.8347223396831286,0.3046259229379353,0.11696714148101293,1.4827275674286338,0.23112454152234682,0.04536492745174246,-0.6129564052136315,ir8040040.trees
0,10001.0,250,98,1.2414832101567261,0.3622190221020453,0.6325809047563065,0.08192942799547641,1.2602810192361997,-0.09629873317413444,0.049332053069964875,-0.8353484318610201,ir8040041.trees
0,10001.0,250,87,1.935672588488878,-1.5216642680239814,1.1259514787156675,0.1037111091235803,2.8586107190153767,-0.3268228422581656,0.04488500988526336,-0.44549308779882363,ir8040042.trees
0,10001.0,250,86,1.7729962210919514,-0.4442949488248582,0.8166289964410359,0.13226480215293318,2.2670395195664343,-0.03390661238232527,0.03910719277790278,-0.3769563806204202,ir8040043.trees
0,10001.0,250,80,1.0571159365589422,-0.7065563822737392,0.4321524338553304,0.08855568678275659,2.0389767894985353,0.046253645058703996,0.04154636981104141,-0.43682780133153426,ir8040044.trees
0,10001.0,250,78,1.481522817760775,-1.577308777834953,0.5770194487891062,0.12922129089634263,2.2357687055950572,0.09962191615953418,0.046737641811485583,-0.8139187904975813,ir8040045.trees
0,10001.0,250,97,2.261491890882883,-1.4924479137393423,1.7732608798867207,0.042507887428537804,1.8948530223572289,-0.9441677693257978,0.05254164600560194,-1.0302059513425708,ir8040046.trees
0,10001.0,250,97,2.012602614801892,-0.9256868808393908,1.0364160358031989,0.13095643943856944,1.5206702761714126,-0.16995271844693216,0.03964538505929877,-0.20473696868408345,ir8040047.trees
0,10001.0,250,98,1.1509109687575954,-1.8827031467595374,0.7003971244608233,0.05637469561152,0.7796173738584716,-0.2302930721836527,0.03687585656718555,-0.1826087456075866,ir8040048.trees
0,10001.0,250,85,2.2743299322089157,-1.271183863294312,1.475489029250928,0.0953373684713767,1.7912872177643144,-0.5738110018881378,0.05525003238761498,-1.3602843987036397,ir8040049.trees
0,10001.0,250,91,1.1800101893915242,-1.589555829804346,1.7531618082750875,-0.12109620154645637,-6.061210177347621e-06,-1.5187331637580879,0.047898969148483336,-0.8592286678442923,ir8040050.trees
0,10001.0,250,90,0.9094774969635612,0.050229453521819276,0.6020264340872616,0.03610921705223925,1.3824991352463816,-0.2433819791405046,0.03853640367923306,-0.2570245022883213,ir8040051.trees
0,10001.0,250,75,1.8703877869050063,-1.0357922522235594,1.1196571711630003,0.09460097384855769,2.56521928861269,-0.3601812046049116,0.04077168890616228,-0.3392129470699168,ir8040052.trees
0,10001.0,250,86,1.6893967873597484,-1.2918624976570436,0.9045121478613996,0.10408619116124224,1.9672833461248709,-0.18878659190571187,0.054579878654402565,-1.2743582593358314,ir8040053.trees
0,10001.0,250,97,1.9223882187430754,-1.6813682580393263,0.7740802909454961,0.16220011894695122,2.161720247300192,0.1048014381818905,0.04370168847432741,-0.4949085746930591,ir8040054.trees
0,10001.0,250,83,1.306247787774256,-1.666731307379204,0.41277140855437916,0.13041457545079807,2.8809694977383633,0.20810239768471178,0.03817322074220635,-0.1904102653387483,ir8040055.trees
