#/home/enes/bim/BIM.py trees/ir8020073.trees,trees/ir8020074.trees,trees/ir8020075.trees,trees/ir8020076.trees,trees/ir8020077.trees,trees/ir8020078.trees,trees/ir8020079.trees,trees/ir8020080.trees,trees/ir8020081.trees,trees/ir8020082.trees,trees/ir8020083.trees,trees/ir8020084.trees,trees/ir8020085.trees,trees/ir8020086.trees,trees/ir8020087.trees,trees/ir8020088.trees,trees/ir8020089.trees 250 --stats=all --eta=etas/BC.json --out=outs/117104905.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,FerL,ZngE,bsfs,FayH,FulD,Colless,btree,path
0,10001.0,250,61,1.2955502752748498,0.2687828524887577,0.35313691201159875,1.4816082379755016,0.1412815384119414,-1.4640919793747553,0.04568677937556679,-0.7313674684713044,ir8020073.trees
0,10001.0,250,75,1.9142633418245243,-0.23715327132784997,1.039795957854879,1.3976176436366683,0.11547448274475852,-0.7945580803687655,0.057135801269594506,-1.6510141580990798,ir8020074.trees
0,10001.0,250,85,0.41599266395506296,0.6997633216371093,-0.3800607829667062,1.0291194193585713,0.1303864624574589,0.6571624435702041,0.04041725213509124,-0.5305434352030975,ir8020075.trees
0,10001.0,250,63,1.303571823925792,0.3371153470338524,0.30223477232709584,2.1348150659395038,0.15139986667004818,-0.6612269439215187,0.04766300223937224,-0.7357903070186013,ir8020076.trees
0,10001.0,250,67,1.5449834061534895,0.03376685900977501,0.6547511190545939,2.1738812272178296,0.12608757615704339,-1.068324413454441,0.042673921492421295,-0.5802657100605746,ir8020077.trees
0,10001.0,250,75,1.0500133412026365,-0.5488997817890673,0.908411381122164,0.5348809527918952,0.0039172545909565825,-0.5533239085139715,0.04911905687265189,-0.7826156738088887,ir8020078.trees
0,10001.0,250,67,0.9462483212859278,0.4489343753296814,0.05553208201982339,2.258360788470604,0.1386438468836943,-1.068324413454441,0.04229822515869932,-0.3008879660633468,ir8020079.trees
0,10001.0,250,63,3.094817476018459,-1.3323624146059259,2.4374641103276447,1.7196756479280184,0.05163053538537856,-1.5137901901120607,0.04312734810208575,-0.5599650115289104,ir8020080.trees
0,10001.0,250,90,1.867808613344957,-0.4727255721955739,1.2144886007217948,2.5911114310059165,0.07794613074619278,-0.5585270891640746,0.04781256864766218,-0.9135698079766739,ir8020081.trees
0,10001.0,250,72,1.2873524832932743,0.40747182740754323,0.2408949948114971,1.886570711456529,0.15857693549739935,0.049646567213156065,0.037069097504387055,-0.1769654259218094,ir8020082.trees
0,10001.0,250,72,2.2677161569511535,-0.4463129544843357,1.363786925159721,3.155773944771355,0.11354891677591554,-0.9531738397344411,0.04625245851440954,-0.8494012411732202,ir8020083.trees
0,10001.0,250,72,1.086530648867431,-0.30559978029893525,0.7274814979623939,1.1396505784531719,0.04133649622989906,-0.4517636362606429,0.052588653735175316,-1.2188664470466675,ir8020084.trees
0,10001.0,250,52,1.3041743034786548,-0.25692608084681023,0.7768673334776053,3.5382555826952613,0.06646111268411621,0.5014812498441636,0.068800127194997,-1.9185587323002748,ir8020085.trees
0,10001.0,250,57,1.6425212407649685,-0.1255601153058394,0.8217239625902549,2.354852451188091,0.11212403783164207,-0.41905967781087683,0.0539051366757352,-1.4599072694522475,ir8020086.trees
0,10001.0,250,94,2.0303126325471097,-0.4110779467055806,1.2383345243218844,3.6650400316415315,0.0989276801675304,-0.6634802630363542,0.04267608066675303,-0.6722560046421555,ir8020087.trees
0,10001.0,250,69,0.517764107502796,0.3538774294824595,-0.05672633677323667,1.27916932177695,0.09115682551600715,-0.6028566239973345,0.053238298817389375,-1.2345696932483423,ir8020088.trees
0,10001.0,250,63,1.771073225065798,-0.18543102282776058,0.9295337868809294,2.928958217647402,0.1128295308299117,-1.2296024413818796,0.04800225570212539,-0.9620140515257767,ir8020089.trees
