#/home/enes/bim/BIM.py trees/r8010063.trees,trees/r8010064.trees,trees/r8010065.trees,trees/r8010066.trees,trees/r8010067.trees,trees/r8010068.trees,trees/r8010069.trees 250 --stats=all --eta=etas/BC.json --out=outs/211224811.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,bsfs,TajD,FerL,ZngE,FayH,btree,Colless,path
0,2501.0,250,3,1.5999106058689658,1.7886284734303187e-05,0.12503681618942794,0.5129418998041003,-0.35857565830023297,0.2190738686101211,0.5226187785661446,0.030845154812799588,r8010063.trees
0,2501.0,250,13,-0.14726309148325334,0.4234890368148424,-0.21571510232702598,0.9620856684128976,-0.8535465855023452,0.16790999850539054,0.2507486081050183,0.032301248002763745,r8010064.trees
0,2501.0,250,10,3.2538034726531526,1.331586504129518e-05,0.37094320086011917,0.4606208417426941,-0.21956587608537348,0.13852173155656175,-0.30427811561120777,0.03502180766075053,r8010065.trees
0,2501.0,250,3,1.5999106058689654,-0.4731013448887084,-1.1573741865628546,0.7172167717589144,-0.9928025198483481,0.06751333057796186,0.2576664768378339,0.032893671460033684,r8010066.trees
0,2501.0,250,8,-0.5065713299685085,1.200375640087864,1.259499589565032,0.1596799976805785,0.363953356117321,0.18159446161379736,-0.15006922703664902,0.03353737530768234,r8010067.trees
0,2501.0,250,6,-1.9642299758823034,1.1951191373247043,1.0544277483130082,-1.0488322519238684,1.2341595696814915,-0.14228414961831015,0.4305492107384291,0.029362611737271664,r8010068.trees
0,2501.0,250,8,-0.5065713299685084,0.531896191141895,1.16770133201831,-1.0400328704416626,1.2804717316155763,-0.10899501331061674,-0.4604013774547112,0.04341019993954312,r8010069.trees
