#/home/enes/bim/BIM.py trees/r8050085.trees,trees/r8050086.trees,trees/r8050087.trees,trees/r8050088.trees,trees/r8050089.trees,trees/r8050090.trees,trees/r8050091.trees,trees/r8050092.trees,trees/r8050093.trees,trees/r8050094.trees,trees/r8050095.trees,trees/r8050096.trees,trees/r8050097.trees,trees/r8050098.trees,trees/r8050099.trees,trees/r8050100.trees,trees/r8050101.trees 250 --stats=all --eta=etas/BC.json --out=outs/509036132.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,FayH,ZngE,TajD,bsfs,FerL,btree,Colless,path
0,10001.0,250,79,-0.4477109762912922,0.0707808826070634,1.2788973745092704,1.8960945605347366,2.8599780019883414,-0.5414074481680509,0.20333156919303877,0.032154424148205726,r8050085.trees
0,10001.0,250,83,0.08655737620256619,0.07241425403770835,1.369278675589579,2.007295691046418,5.967709993433899,-0.5903180037552757,-0.12307912320536805,0.035097946966132776,r8050086.trees
0,10001.0,250,65,0.9233246553551049,0.09089166288380639,0.7008535887841904,1.372630955601059,1.5631862772457368,-0.11855176020335244,-0.6895003874431094,0.043323832966273707,r8050087.trees
0,10001.0,250,68,-1.0969315307385548,0.050917938046581276,1.8493979490845178,2.418424133670538,2.9549842593453244,-0.9683810086602479,0.4230462764465215,0.03126792885829031,r8050088.trees
0,10001.0,250,76,-1.3001975058694986,0.07347809387793389,1.7774891136226683,2.4764679903237736,4.086316611776159,-0.841722749198424,-0.19999428108493597,0.039090605598572956,r8050089.trees
0,10001.0,250,78,-0.1825855303375721,0.07272005919414556,1.6408819388477534,2.3166838452019647,5.063235414090808,-0.7590614451495451,-0.25766324453977246,0.03728300297966057,r8050090.trees
0,10001.0,250,70,0.1353796579330812,0.12974369627881777,1.2698117463962266,2.265123041724187,2.424235032412578,-0.3325681113979358,-0.2168029842042964,0.03839227879258971,r8050091.trees
0,10001.0,250,64,0.7026986388146564,0.11435127545298876,1.3755853218983596,2.287023190194561,2.713177894157692,-0.45598508670561794,0.5500148541805792,0.028231695108881263,r8050092.trees
0,10001.0,250,87,-1.3120893211746034,0.12021277843798045,1.1634311828559762,2.0845869507224797,3.733145706407308,-0.2911279474854589,0.6377410177122363,0.027622008772416856,r8050093.trees
0,10001.0,250,57,-1.6669778810173417,0.13511371644875664,1.129512004562716,2.1380800838696072,2.1533324617206318,-0.23772178037126526,0.07160254712275602,0.03541211994379503,r8050094.trees
0,10001.0,250,71,-0.9241748137085982,0.13862771487816422,0.9306511377294873,1.938629378967559,1.5339704291860707,-0.09059805051334247,0.4453822383700969,0.02891458306343654,r8050095.trees
0,10001.0,250,58,-1.0766060266679787,0.1577828159738033,1.8765338219262546,3.1321140217913617,3.7913823120942385,-0.6222771194300917,0.6529989198299011,0.028988714715492796,r8050096.trees
0,10001.0,250,57,-1.0430187794141093,0.11288823767487026,1.3823378961829522,2.2863267523469055,1.2928900940454837,-0.47071909140941387,0.9780885391356104,0.02549107721207411,r8050097.trees
0,10001.0,250,78,-1.3448549032520563,-0.017843960507173715,1.6806524992237777,1.7788247885044206,0.501520920128809,-1.1039650117996365,-0.1910960994647485,0.036638165565487754,r8050098.trees
0,10001.0,250,66,1.1376818482658622,0.09886009875957208,0.5555258264338963,1.2588102377068422,2.3978569021501466,-0.00020547657870378014,-0.5308261580422157,0.041982122036533245,r8050099.trees
0,10001.0,250,75,-1.277026424078354,0.08106446831075761,1.710458405098347,2.4500473439498274,2.373035740747887,-0.773848853384378,0.5563042139446956,0.029058887881274205,r8050100.trees
0,10001.0,250,101,-1.7367803148407344,0.12907570905660087,1.5510566429063652,2.576078959605118,1.715331201885783,-0.49363332894464595,-0.0980901640951511,0.0370874177714442,r8050101.trees
