start,end,N,SS,FayH,bsfs,FulD,FerL,ZngE,TajD,Colless,btree,path,iColless,ibtree
0,100001.0,250,722,0.01890299227475872,0.6299354039462103,4.823891568983316,0.8803747925776978,-1.3106567550039612,-1.2993062459824567,0.03326068003487356,0.2040746097455144,1010000,0.0513773967617392,-0.9113049608727164
0,100001.0,250,707,0.011537651823844105,-0.21760110879561012,4.9109704443789175,1.0859133435257915,-1.6901947826912789,-1.7630986686504495,0.03650801121151271,0.044737850230792436,1010001,0.059093888929034326,-1.1394173207617726
0,100001.0,250,743,-0.019208034285122324,-1.1903208285525448,5.9861388839147445,0.8756720993614875,-1.5410794561821262,-1.809422765430684,0.03767105011282492,-0.047534468460174686,1010002,0.05657257869410012,-1.3679269315127978
0,100001.0,250,710,0.01449787616446559,-0.1803042805222265,4.259515423846317,1.080838836786532,-1.6634800745867673,-1.7138159166323688,0.0357421621971758,0.04551910876926865,1010003,0.05977062371349196,-1.6491573069005956
0,100001.0,250,762,-0.017528156338110286,-1.3118857043993253,5.033889234396389,1.0243744533670265,-1.7719693522572484,-2.0493060655786715,0.040657992109844616,-0.2951415698541062,1010004,0.0552164280950393,-1.2331162953554065
0,100001.0,250,771,0.031759022568830765,0.3824853319237522,4.691562597703379,1.180413110428734,-1.7172269596308307,-1.6541341534312834,0.032121904338882845,0.2753301086894256,1010005,0.05025960132931001,-1.0320969634472126
0,100001.0,250,748,0.018209885722989653,0.4534416980341206,3.834646445507919,0.9101400201090036,-1.3632792182211495,-1.3610803716963198,0.03675816833396335,0.005362695419117478,1010006,0.05097160076755879,-1.1465951964653047
0,100001.0,250,822,0.023424773503039155,0.4550021979107523,4.7187885587677805,1.06663320878719,-1.5846281147196968,-1.5659064135827636,0.036506682467575234,0.04132149789482612,1010007,0.05210452593350838,-1.2715333498959631
0,100001.0,250,732,0.02154145037118957,-0.028380045985130137,4.507292037846036,1.1251672759019995,-1.6914333368697156,-1.6960652357857429,0.035283105414907937,0.1272263801774365,1010008,0.049905747760118205,-0.7930234515779306
0,100001.0,250,724,0.0414510304598639,0.4249282408061231,4.169911266740798,1.3397317997080538,-1.9153082044286232,-1.8046186376830182,0.030425419556849582,0.4519912562008386,1010009,0.052611036641629055,-1.1705072024268586
0,100001.0,250,730,0.044284825087665104,0.4080976257956613,4.528126218840655,1.3113145331338192,-1.8514813795608167,-1.7157091542424527,0.03415366661336388,0.19754653918181087,1010010,0.053229831320270135,-1.0483781453428274
0,100001.0,250,777,0.029736565243411662,0.6283987633757786,5.122442460838191,1.1380380958182832,-1.6610890042142945,-1.6066861285974237,0.031593286702995584,0.35852980464459044,1010011,0.04553276218478404,-0.6243495071671159
0,100001.0,250,785,0.04443723233389505,0.3092026371433456,5.184497424774861,1.289067272338982,-1.814304065280981,-1.6733835884287154,0.03021140652489952,0.6586874731548191,1010012,0.04533005764116162,-0.5473115871478131
0,100001.0,250,655,0.02537493395721934,-0.4603524367852983,5.516975798358864,1.2491154181742552,-1.8686865715207088,-1.8643208069769537,0.034053340433557414,0.2181302675171924,1010013,0.055868973204646566,-0.9812244425724884
0,100001.0,250,714,0.04515249470205671,0.280679529956708,4.512044798742405,1.36968934543467,-1.9408335001031205,-1.8074128365588769,0.033228261468615516,0.2264819890842901,1010014,0.05528727814483739,-1.0949683765373328
0,100001.0,250,745,0.005735834885815578,-0.4058355525270433,3.8369806688400345,1.0409649295533103,-1.6535142706690549,-1.7621458711521278,0.03843153868265484,-0.12904668338972589,1010015,0.04660525836310568,-0.6276522314785251
0,100001.0,250,709,-5.817191473359486e-05,-0.3373955670991091,4.6194788424615565,0.9771111190944676,-1.5860259478555816,-1.7284530921988428,0.03377351912393408,0.14474566194214056,1010016,0.05719723597368497,-1.3591941598091857
0,100001.0,250,816,0.02577517048438269,-0.10591950251894433,5.103679760465608,1.128239729684221,-1.6699192558961482,-1.6428338796357709,0.03162235159180889,0.3700827017320219,1010017,0.0456356655172509,-0.7197035602768476
0,100001.0,250,734,-0.015604431985206625,-1.514503283531227,5.266005893097217,1.0893907542301662,-1.8653761240459823,-2.138267200794644,0.041221178197927706,-0.18370844931128646,1010018,0.05823178671021654,-1.2864850826793943
0,100001.0,250,624,0.0316048350098348,-0.8741064772957445,5.394655532054467,1.4125864727197257,-2.0951330443273197,-2.0694532460905743,0.042358048153945546,-0.41299116626740456,1010019,0.058660448244591275,-1.4860093465387263
0,100001.0,250,778,0.003142147828405419,0.13583061133231125,4.0820147015892365,0.7262640908161392,-1.15902512466759,-1.2408985488297593,0.03605310896836393,0.08849643932817483,1010020,0.04969479930614792,-0.7407243782219237
0,100001.0,250,748,0.034743270615775056,0.5534959153561743,4.727073274671098,1.149708222433365,-1.6487815339271985,-1.5595659290214996,0.03606639479954995,0.07535290991740963,1010021,0.04803007628948111,-0.7602588880641142
0,100001.0,250,831,0.038846703592683995,0.6153015314461207,4.427399718560731,1.1596610720106388,-1.6391547483639095,-1.5201715383318175,0.03602064884437775,0.05486842610434939,1010022,0.04716424204090236,-0.8374235889788699
0,100001.0,250,750,0.022872171730898,0.23412485567386115,4.706208788882011,1.1128652749072727,-1.6631490532749884,-1.6559725294260712,0.039176915299313685,-0.07541966943401024,1010023,0.05939920339168181,-1.3523555728327543
0,100001.0,250,780,0.01442894102020048,1.2120630571815472,4.552753344606625,0.6893715399644452,-1.0286107404959586,-1.0220260151762666,0.03401248515110196,0.2423140019943707,1010024,0.04973567711231451,-1.0239647693240028
0,100001.0,250,729,0.02401717371526639,0.1817909359933413,3.989262906540695,0.9375902598265526,-1.3715655338429686,-1.3307932483920095,0.036124475655681706,0.10321019587380463,1010025,0.04843795101174362,-0.7954257929647914
0,100001.0,250,775,0.03200980208838724,0.4251534165203296,4.848273171355224,1.1552979133543702,-1.6748954346181966,-1.606273875647915,0.03420114821888899,0.23217723220415584,1010026,0.048579923037430466,-0.7921733675974681
0,100001.0,250,806,0.05140871848879452,1.0677148999969774,4.660947569604339,1.1169583622026966,-1.4913507234672083,-1.2739745265830071,0.03072403574411608,0.4882576782970618,1010027,0.04152554920141395,-0.26379831252151703
0,100001.0,250,828,0.0068728859561202615,-0.09350295666880568,4.431636831473528,0.9722183752054394,-1.5349063870424908,-1.6244177725543099,0.03682222687275155,0.011071843796729238,1010028,0.05737111536273855,-1.146910227172944
0,100001.0,250,688,0.03472262097616238,0.07331637491835041,4.827197211543081,1.26175274658003,-1.830834536771014,-1.7589365013389682,0.03044215608665128,0.3884271506872237,1010029,0.0425079012285702,-0.4531341123180259
0,100001.0,250,748,0.03601310622951872,0.5442826572598353,4.701575365266435,0.9962817130430188,-1.3918576521937012,-1.2710623065711182,0.03285309493104385,0.3003054035381669,1010030,0.047244924845087063,-0.7218714233807282
0,100001.0,250,722,0.05448164711523644,0.5829618578270892,5.58978799893969,1.2907801187500376,-1.7545019438592993,-1.5408097986260159,0.036384380913256936,0.023050641837848933,1010031,0.047562925398865925,-0.7997006075690449
0,100001.0,250,758,0.00882021568371312,0.18913791822617454,4.548354400458441,0.9723456783275052,-1.5228951292600503,-1.5987383304626193,0.038199392552288026,-0.1270998036713717,1010032,0.057601944781021625,-1.3083465870796571
0,100001.0,250,777,0.04367610170833667,0.2540859027086461,5.073338598663387,1.389869832532615,-1.982671151259912,-1.8620404106135264,0.04166388784763027,-0.2458782278533799,1010033,0.05112680182034353,-0.7714964656571279
0,100001.0,250,668,0.022015420079157917,0.021694650733591968,4.721889576175808,1.1018901304283495,-1.6507291000103674,-1.6493889407918054,0.035010536897376675,0.16119410971236506,1010034,0.0486057526723732,-0.8480424816962686
0,100001.0,250,657,0.02248544495433074,-0.028533415356702292,4.243589311979147,1.1868404011833884,-1.7856533182176544,-1.7934259525549092,0.03415211899075992,0.2614506573280887,1010035,0.05304488372157122,-1.0132844485158579
0,100001.0,250,714,0.018874288645274316,0.2918179876882777,4.966016435523443,0.9642103103912516,-1.4468895616051678,-1.4480140125361414,0.036485595276787186,0.06775183509823189,1010036,0.05778933707178945,-1.222031008607462
0,100001.0,250,774,0.012154264555546627,-0.6892198233225675,5.869046969486956,1.1608636993416783,-1.80801589080185,-1.8864145255956999,0.033838142456486815,0.21800832652909885,1010037,0.04691188243461852,-0.7198065638121104
0,100001.0,250,759,0.02319375642538961,0.26414249679080176,4.789585457983205,1.125282456808134,-1.6812870869359289,-1.6734310347051793,0.033173584843690984,0.3126988419931493,1010038,0.05184581776118384,-1.146868799081415
0,100001.0,250,718,0.01341765884709275,-0.391858454110002,4.814891450907799,1.1448628732229718,-1.7741269260802428,-1.8416092633697565,0.041215998342893016,-0.13902684322534892,1010039,0.061372097507096386,-1.4713142752714243
0,100001.0,250,755,-0.028631125727067105,-0.8290528281323537,4.048217256666422,0.850943302482978,-1.5598581995001608,-1.8938972546976731,0.041518039731973,-0.2519669016974763,1010040,0.06278976170697162,-1.517108746009452
