#/home/enes/bim/BIM.py trees/ir8120026.trees,trees/ir8120027.trees,trees/ir8120028.trees,trees/ir8120029.trees,trees/ir8120030.trees,trees/ir8120031.trees,trees/ir8120032.trees 250 --stats=all --eta=etas/BC.json --out=outs/330564198.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,FerL,bsfs,FayH,ZngE,TajD,Colless,btree,path
0,2501.0,250,9,-0.7089587510095279,-0.05114147610181408,2.594567480698701,0.0652620277567552,0.3136503535684319,0.6952945373420844,0.033326855810338125,0.10764912048791499,ir8120026.trees
0,2501.0,250,11,-2.3105962099881507,-0.3326981928081589,2.1561408107926505,-0.01839883390234078,0.4590357000025611,0.4880573089088564,0.03348879388521829,0.09236506809848327,ir8120027.trees
0,2501.0,250,11,0.2523487190495646,-0.2549307244509707,2.521100766990359,0.06526023597174455,0.6557068012521192,1.137583721768278,0.04738308070993652,-0.9085032887340925,ir8120028.trees
0,2501.0,250,6,2.0301464234706033,0.5198621486349279,-3.1178367348751664e-06,0.07622481895472073,-0.5945970405252564,-0.4778727884989984,0.06027335147039772,-1.707688446651724,ir8120029.trees
0,2501.0,250,14,0.7478772545717276,-0.9955516387929122,3.68602612310061,0.025869108626462564,1.6948881892425445,2.2262211721654936,0.045595284363259485,-1.2728968990886216,ir8120030.trees
0,2501.0,250,10,-0.8809206284569866,0.42115467792880434,1.331586504129518e-05,0.05063808212165994,-0.48224878638346186,-0.37262078420913347,0.03465474802435549,0.045807838577212746,ir8120031.trees
0,2501.0,250,13,-2.3970717900180203,-0.16933775480847055,2.5655559818773965,0.11882242058987387,0.7509668581752974,1.5298111741891773,0.06555253271149113,-1.7679089825142429,ir8120032.trees
