#/home/enes/bim/BIM.py trees/r8010034.trees,trees/r8010035.trees,trees/r8010036.trees,trees/r8010037.trees,trees/r8010038.trees,trees/r8010039.trees,trees/r8010040.trees,trees/r8010041.trees,trees/r8010042.trees,trees/r8010043.trees,trees/r8010044.trees,trees/r8010045.trees,trees/r8010046.trees,trees/r8010047.trees,trees/r8010048.trees,trees/r8010049.trees,trees/r8010050.trees 250 --stats=all --eta=etas/BC.json --out=outs/441466810.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,FayH,ZngE,bsfs,FerL,FulD,Colless,btree,path
0,10001.0,250,58,0.6570414798481198,0.15355266333947418,-0.27306004471358775,1.546814933464824,0.696568369406633,1.0722197743787614,0.028140950900375706,0.5706322715550634,r8010034.trees
0,10001.0,250,89,0.40235471263625133,0.12631454789995947,-0.3711010681168094,1.7916320814972186,0.6813269359523592,0.9047445135875855,0.031233945794300676,0.33094104228449933,r8010035.trees
0,10001.0,250,62,0.9425808535213328,0.14684565184043472,0.01066764076478372,2.0819530959053925,0.50124772306986,0.24150420624937952,0.037989515666352044,0.020754262817666073,r8010036.trees
0,10001.0,250,89,0.04328082074912533,0.07168017159350006,-0.37550540417788475,0.4386075091687456,0.48870853697877015,-0.32579553320510324,0.03358271796864879,0.15590042768663548,r8010037.trees
0,10001.0,250,97,2.308945039533077,0.1110963039382248,1.4167011853256049,2.4067746199898554,-0.47671628626726226,-1.681368258039326,0.03121750857856571,0.4468470575493178,r8010038.trees
0,10001.0,250,44,0.3926672021443331,0.08161786358832497,-0.09498799003905366,1.0122995145618703,0.329665848218838,1.1038295219292718,0.03350789427353749,0.23806275550066447,r8010039.trees
0,10001.0,250,68,0.551196632886592,0.06583908222209096,0.11597115693010061,1.7146030475691798,0.1579998111148749,-0.8323752647235947,0.040173597616271546,-0.2579032270481462,r8010040.trees
0,10001.0,250,74,1.3759003255070081,0.05349204460380494,0.9150681068310583,1.0795290542091354,-0.3785892115941105,-1.2532650937625136,0.03351073388246011,0.2249572109190178,r8010041.trees
0,10001.0,250,98,1.5158084918408263,0.11216436557375027,0.701740019900517,1.3677261268167489,-0.030193884412053857,-1.3214726045441414,0.032353264475301007,0.2756254290238436,r8010042.trees
0,10001.0,250,93,1.0713407739536163,0.13400158781311391,0.17916413626065528,0.8690173937581384,0.3698770822840264,-0.8347223396831286,0.03582933886081963,0.16301754305233038,r8010043.trees
0,10001.0,250,74,0.43657851845719103,0.11586026318406041,-0.2714934550918591,1.4317172018124769,0.5759782482875474,1.6784607076823608,0.026072030055706696,0.7404606839433349,r8010044.trees
0,10001.0,250,82,1.0613768982293983,0.07477726002449363,0.5145933590878932,3.7643788414120847,-0.05303604336190622,0.12389836310545622,0.04367384648952346,-0.6988742210687469,r8010045.trees
0,10001.0,250,72,1.1884639199511406,0.11592185863655932,0.39506983921645156,1.4377381347193825,0.16219996581183965,-0.45176363626064303,0.026924287009790313,0.7847974540160191,r8010046.trees
0,10001.0,250,57,1.4600846205516282,0.0885198151739315,0.7920444014000532,2.5626246963514374,-0.18802914384009012,-1.3549983302157256,0.02801399144966964,0.7003839813845031,r8010047.trees
0,10001.0,250,70,0.548903191145125,0.06940477467646566,0.09319602653574972,1.2109982553918412,0.18525927656515012,-0.6369527735835624,0.026091744256126898,0.8699033770387932,r8010048.trees
0,10001.0,250,62,1.184895497682472,0.12274046286170724,0.358421846201508,1.6602095621570419,0.20225377845707304,0.24150420624937968,0.02784471218206158,0.45634463150445637,r8010049.trees
0,10001.0,250,70,1.553369595250948,0.11042374725194487,0.7496141204439256,2.945585781878281,-0.07787148902125235,0.13537965793308115,0.03572577294718361,-0.027009065919126714,r8010050.trees
