#/home/enes/bim/BIM.py trees/r8000000.trees,trees/r8000001.trees,trees/r8000002.trees,trees/r8000003.trees,trees/r8000004.trees,trees/r8000005.trees,trees/r8000006.trees,trees/r8000007.trees,trees/r8000008.trees,trees/r8000009.trees,trees/r8000010.trees,trees/r8000011.trees,trees/r8000012.trees,trees/r8000013.trees,trees/r8000014.trees,trees/r8000015.trees,trees/r8000016.trees 250 --stats=all --eta=etas/BC.json --out=outs/850355934.csv --r2t=0.005 --r2s=0.001 --treew=branch
start,end,N,SS,bsfs,TajD,ZngE,FayH,FulD,FerL,Colless,btree,path
0,2501.0,250,16,1.2794872113393596e-06,-0.6564308078509209,-0.8373264404601638,0.06986217584881081,-0.5928903682049141,0.7130167906861256,0.04552259216075773,-1.0341872894975652,r8000000.trees
0,2501.0,250,16,1.3513043958051631,1.5042500642329324,1.7179889256165553,-0.11350284114082193,1.3114872764575403,-1.3823959875016723,0.02960551884959191,0.8353596353097273,r8000001.trees
0,2501.0,250,18,7.942844380620404e-07,0.32601484203449554,0.609732671664136,-0.07666657887790397,1.771461020041869,-0.5950500779523553,0.04572383828116436,-0.2581802461619872,r8000002.trees
0,2501.0,250,15,-1.3710168515947672,-1.438585756869706,-0.48251394291721567,-0.1625301560610246,0.5430819992150967,-0.12846303413708896,0.0431588103566339,-1.898431296505356,r8000003.trees
0,2501.0,250,7,1.690525703800356e-05,-0.4018832862226499,-0.7876890394122851,0.1483669132743897,3.319356447001475,0.7975911195616499,0.029640065638899687,0.6666601081904954,r8000004.trees
0,2501.0,250,18,0.8234858687650869,0.1500098108879135,-0.24201203217860517,0.0821112106352789,-0.8215446257946853,0.3801349957934311,0.02587230643002116,0.9286886396889212,r8000005.trees
0,2501.0,250,17,2.7626589002131874e-06,-0.659550490897436,-0.7099623565654657,0.03854643900067302,0.19338017960939916,0.5502072270921216,0.032445192958212785,0.4198302073618149,r8000006.trees
0,2501.0,250,6,-3.1178367348751664e-06,-0.582015324983332,-0.9075721650908408,0.15388784204066258,2.0301464234706033,0.8646836143602877,0.02719749967612385,0.7253895234806116,r8000007.trees
0,2501.0,250,7,-1.0590885473312075,-1.1436213547311174,1.2078524977192515,-0.6501490120637345,-0.26412781878448416,-2.0802438939720935,0.04931914036072605,-0.8370878847385036,r8000008.trees
0,2501.0,250,4,0.27971356944980197,-0.430495924472166,-0.7660690958632224,0.18148897244034345,-1.7193945226261713,0.7658133508384348,0.03491384894416375,-0.5452657774181744,r8000009.trees
0,2501.0,250,14,-1.474041368792596,-1.0823510874214033,0.5812542939097276,-0.35174265610011,-0.3126827056713457,-1.2783100191943684,0.05915273999222696,-2.472920713277712,r8000010.trees
0,2501.0,250,22,-9.19499198651913e-07,-0.22646486550572986,0.1225051950344884,-0.06652762693402374,0.28762682637578485,-0.27105367106083994,0.04484605087014726,-0.8643975162567891,r8000011.trees
0,2501.0,250,21,-2.6377028325011307,-2.2114224223701875,0.5173947718733068,-0.5090823066727098,5.741594743034616,-1.7960140194970815,0.036302917764246954,-3.5731681671946376,r8000012.trees
0,2501.0,250,15,-0.37382242664513726,-0.6964274558451038,-1.118317888722236,0.13047287716743833,2.549830076653263,1.0466769339520752,0.02285917865008421,1.1887531370703635,r8000013.trees
0,2501.0,250,14,1.3850678333227804,1.3458456639630754,0.41576071194076425,0.1625906096481526,-1.373242665914419,0.161718622862396,0.029807401649609194,0.4555572802267743,r8000014.trees
0,2501.0,250,13,1.9727892351727594,1.790030011610066,1.173015745854677,0.06634155960814114,-1.2721674407506367,-0.5674626337687438,0.03332685581033813,-0.12624094154739085,r8000015.trees
0,2501.0,250,20,0.7586839460401097,0.8408293612230202,0.5501050185990439,0.032150301508075525,-1.0119084632668656,-0.2519557726258735,0.029841138748542557,0.4247969522293199,r8000016.trees
