#/home/enes/bim/BIM.py trees/r8100051.trees,trees/r8100052.trees,trees/r8100053.trees,trees/r8100054.trees,trees/r8100055.trees,trees/r8100056.trees,trees/r8100057.trees,trees/r8100058.trees,trees/r8100059.trees,trees/r8100060.trees,trees/r8100061.trees,trees/r8100062.trees,trees/r8100063.trees,trees/r8100064.trees,trees/r8100065.trees,trees/r8100066.trees,trees/r8100067.trees 250 --stats=all --eta=etas/BC.json --out=outs/129791600.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,FulD,bsfs,TajD,FayH,FerL,btree,Colless,path
0,10001.0,250,100,1.4006140121802746,-0.8058454377485218,3.316536234758298,2.1270280678081246,0.08599580885846451,-0.5563093438048574,0.22523749330541085,0.028102484379204158,r8100051.trees
0,10001.0,250,87,2.4467362526201457,-1.7312392148733595,4.51990328534463,3.0718011003535928,0.05012904686848973,-1.3356342152395488,0.16136612557483987,0.03500989497478234,r8100052.trees
0,10001.0,250,110,1.4845957606915052,-1.5123784817293824,1.9753866210115505,2.886180764340518,0.18784616343933996,-0.23615573094299,0.2600456471480348,0.03362813594965007,r8100053.trees
0,10001.0,250,96,1.0072874347467717,-0.9036244642055498,2.1176084407041857,2.042661313211739,0.14060253194322023,-0.11762613893980177,0.6106519062569132,0.02755709746004893,r8100054.trees
0,10001.0,250,99,1.338473541056399,-0.9685330358631389,2.2519942568357636,2.356487784936926,0.13184750803990158,-0.35286423015760243,0.20155900870628068,0.03192920565637239,r8100055.trees
0,10001.0,250,94,1.3876848647986737,-0.46880453826398993,1.7657299335306766,1.9612613875194178,0.06256541668144928,-0.6340554987442442,0.4815943798600881,0.029457435476673715,r8100056.trees
0,10001.0,250,103,1.441180170477931,-1.0494439247701066,1.6076778084673033,2.078271925197099,0.07165789828298678,-0.6324774036263184,0.3516443163871259,0.030402074246808013,r8100057.trees
0,10001.0,250,122,1.447417318502297,-1.3639223241196141,1.8761269110684557,2.204747402682295,0.09035060531973975,-0.5646395517346078,0.30785594240797226,0.032204668718465834,r8100058.trees
0,10001.0,250,128,1.6057067305970452,-1.4445045268617764,1.7043974306947478,2.7307971871537156,0.14358831829064192,-0.46633705212931104,0.25265487234008793,0.03194714341235911,r8100059.trees
0,10001.0,250,113,0.9623704088385866,-1.3908230245744215,1.8352723186829039,2.2377980254366423,0.17769726038343844,0.051131929341637454,1.0848389001680137,0.0248097884125867,r8100060.trees
0,10001.0,250,95,0.8269332250806785,-1.6519932725055517,2.533727753301311,1.687726509887852,0.1171065832728371,-0.09087626470553148,-0.33993786647207114,0.04158394694733599,r8100061.trees
0,10001.0,250,127,1.4273557347248558,-1.4315844517871235,2.015589043011056,2.4620425103945895,0.13288221862901503,-0.39557170653625884,0.4099832557433874,0.031956031176468815,r8100062.trees
0,10001.0,250,88,1.5541500320388149,-1.3318790001717646,1.9509298912582647,1.9680611269730415,0.03452017219834822,-0.8386646249833126,-0.12373320821857337,0.03593729757740641,r8100063.trees
0,10001.0,250,92,3.1552521811329997,-0.6120913357825706,4.336662643167574,3.581667963833717,0.006892552608243345,-1.927938480619776,0.1893027764286096,0.027141938164225308,r8100064.trees
0,10001.0,250,104,1.394708760131136,-0.00835814928022909,1.632016359176138,2.113909894222439,0.08509314138372336,-0.5549354011095724,0.2835965964854469,0.03250149400933599,r8100065.trees
0,10001.0,250,104,2.1081931022115348,-1.068739825264131,4.501733358705729,2.807470486331706,0.06924803175922124,-1.0535639475722527,-0.0011994336237867748,0.035459971141518234,r8100066.trees
0,10001.0,250,109,1.5306595281005875,-1.8358995561737652,4.264676110647006,2.5708101145161932,0.13183160699675914,-0.46831011572404524,0.975403810223338,0.02531156885606944,r8100067.trees
