start,end,N,SS,ZngE,FerL,TajD,bsfs,FayH,FulD,btree,Colless,path,iColless,ibtree
0,10001.0,250,34,3.305566464693828,-2.011896602547313,3.947336769094304,3.834365236101005,0.014361852169246831,-1.785386036963904,0.2954427484760616,0.029654100272055967,5120000,0.03633890400310921,-0.1957979014116154
0,10001.0,250,47,3.390202897393638,-2.057622992834571,3.9854147859187785,3.4133357667380806,0.014340917731286696,-1.7536309308926523,-0.8044898375157813,0.04210095514020893,5120001,0.03795828475191087,-0.7247848709193562
0,10001.0,250,47,2.6737851918811417,-1.5649149136612928,3.2503497273330937,3.8764110129572815,0.028612200577447164,-1.380840408366428,0.03659198539359202,0.036776136805285665,5120002,0.04861381007902578,-0.9249307711240012
0,10001.0,250,34,3.044458487168645,-1.8266231101384325,3.684989650369568,3.551146656595053,0.021497142461930567,-0.7860525318473448,-0.2909283279676569,0.0330029796605778,5120003,0.051366757351988604,-1.4873333925452548
0,10001.0,250,43,3.3372125151143304,-2.006494960319083,3.9769956136848252,3.607166748930265,0.020396530161756448,-0.8282685532241707,0.020166266625090648,0.034193224510947015,5120004,0.039512890270760465,-0.6412506328375307
0,10001.0,250,47,3.7015189548799783,-2.2860816740916308,4.2782694386509466,3.5234294681360736,0.0038492617055922006,-1.7536309308926523,-0.5055838283734937,0.044327849030530726,5120005,0.03518914367146003,-0.15734707732694694
0,10001.0,250,37,2.9368726055704384,-1.7719346183733582,3.5183550892650586,3.6957793318307326,0.01705046785646138,-0.4933004654389258,-0.4774719688217496,0.041035108174634016,5120006,0.0516582458867729,-1.024964055010496
0,10001.0,250,57,3.5236632739056466,-2.1045479529743223,4.165801824209056,3.913838353485726,0.02374432596230244,-0.7310392286124934,0.34775812239414394,0.028425530077298436,5120007,0.04498639720171007,-0.6114945325170453
0,10001.0,250,47,3.4019260962111164,-2.088022449642537,3.95610656395503,4.387101927256333,0.007431589684866945,-1.0080498858402038,-0.20569818068774406,0.03420671935052036,5120008,0.043205078378028235,-1.034358526375206
0,10001.0,250,55,3.6207737240409177,-2.0745847918294564,4.449582821721691,3.918876841149825,0.050415678200100913,-1.2949489529817473,-0.1748599860043922,0.03441878111524438,5120009,0.0467839098328799,-0.9300445011717924
0,10001.0,250,44,2.9684387292472265,-1.85011573400648,3.4118725391322338,2.912115158860808,-0.0017078673386015006,-1.2719698952517693,-0.3922761488917557,0.038724791639676986,5120010,0.037213369607462105,-0.17288996294644288
0,10001.0,250,60,3.040286873726024,-1.906863030924084,3.419029183281572,4.3264681728698084,-0.006201570513902447,-0.2483506390917218,-0.6591820788526402,0.039711842762756085,5120011,0.035253918901412114,-0.2688693569479856
0,10001.0,250,51,2.8965851211762206,-1.829719387192208,3.2587795764857543,2.4920484596105075,-0.009351075274450879,-0.8160365967736767,-0.1197240843978208,0.03588547739344475,5120012,0.031901800751392664,0.0
0,10001.0,250,49,4.441457744909644,-2.7460758996059735,5.116922743928203,4.522590386874646,0.003482888907121809,-2.5230166822931426,-0.7863542325520105,0.04103186941313642,5120013,0.04663816556548776,-1.2571985923571816
0,10001.0,250,47,3.0372043552229364,-1.8270285183591517,3.6006949666717136,3.340922010152416,0.01773368407882878,-2.499211975945101,-0.2419531775432965,0.03706357688819795,5120014,0.051399144966964634,-1.1448183365866682
0,10001.0,250,37,2.9336731178982665,-1.7379863249709795,3.5743749431221348,3.228100347303548,0.02694072478938561,-1.883006590280732,-0.07580363709510685,0.03492772935058205,5120015,0.039642440730664585,-0.3536809202915308
0,10001.0,250,54,2.811455821761921,-1.6665941556351218,3.35541600914983,4.187611712021901,0.02292313017896764,-0.9353579182464252,-0.39312845799897106,0.0398448633242648,5120016,0.03909185127607203,-0.1993570141948988
0,10001.0,250,47,2.995521870538572,-1.7721192163453583,3.606491934154532,4.153429931760768,0.02640709588178117,-1.380840408366428,0.2483440555275765,0.03325803212851405,5120017,0.04080839486980178,-0.2955902040436018
0,10001.0,250,50,3.5888288796501864,-2.2922053641134705,3.9950756031425945,3.3024154568695687,-0.01900711739430065,-1.1255238311700002,-0.14354149153229884,0.03148076175670424,5120018,0.06007902578054153,-1.7517290555401015
0,10001.0,250,39,3.7161562289041097,-2.27129072643128,4.383907355004791,4.160217865795309,0.012175296381711971,-1.4988376812542152,-0.5116366378725231,0.043099818629356135,5120019,0.029440342013214143,0.2450325234772043
0,10001.0,250,26,2.1393123644461896,-1.1294983946531971,2.9276656644007253,1.7518997419750912,0.06761487880561719,-0.7983369440820298,0.06255713176663552,0.030573908537375308,5120020,0.043917605907500976,-0.7156407016520492
0,10001.0,250,58,3.3875272951534554,-2.1827779243124534,3.708704516252839,2.5191688799158998,-0.023747676401300176,-0.7696309122327304,-1.1776805365894123,0.0533531977371853,5120021,0.055836248218681175,-1.3942821354963668
0,10001.0,250,39,3.1593161746560057,-1.828097011254583,3.9188369170441018,2.777314382019731,0.041922077679624616,-1.9406162743545756,-0.41875887010021773,0.03958576240445653,5120022,0.0441443192123332,-0.9739511820299924
0,10001.0,250,32,2.9342951437328217,-1.7898072525693332,3.5099073179589038,2.3668403649970027,0.011915906536978174,-1.1840511139966576,-0.30816367736336825,0.037780152869542685,5120023,0.050168415597875375,-0.6588502452541004
0,10001.0,250,51,3.4035181392029004,-2.0598470927536594,3.9953019053892787,2.5580702367588084,0.015656371745223482,-1.1618543292691093,-0.8385424266993395,0.04847037921270335,5120024,0.05219803946970678,-1.5360353651310177
0,10001.0,250,44,3.6608476500404334,-2.225894515035355,4.31120326148491,4.23206006049375,0.014713297798412066,-1.2719698952517693,-0.6913655901997792,0.03777835355759957,5120025,0.034751910869283587,0.08162912045746921
0,10001.0,250,47,3.173975008093504,-1.962146563873292,3.665048492054314,4.171347923596319,0.002738972148300748,-0.2624688407877549,-0.5288991776166857,0.03823681824070476,5120026,0.03403938333981086,0.1646399847709368
0,10001.0,250,46,2.9828289554921605,-1.8319839234921544,3.470443336953287,3.618123002682255,0.00625457662818091,-0.2053684666530865,0.5111862652151627,0.027488988210908148,5120027,0.0320313512112968,-0.07200175309026552
