start,end,N,SS,ZngE,FerL,TajD,bsfs,FayH,FulD,btree,Colless,path,iColless,ibtree
0,10001.0,250,42,3.3377685069386884,-2.031752010127194,3.936461091450424,3.749284890055676,0.013003378332458978,-2.0177600833468854,-0.36398659074061945,0.039475104719955086,5120028,0.03884894416375178,-0.44354926958074825
0,10001.0,250,40,3.4483571508075963,-2.1443994733167173,3.9935739238260552,4.000845082622086,-0.00010929139867430103,-1.5357006352431186,-0.33189858465979755,0.04059247743662823,5120029,0.0324200025910092,0.29078931520414697
0,10001.0,250,44,3.2967122813364367,-2.006246853580074,3.879119452086588,4.174272935976576,0.012720096691375941,-1.271969895251769,-0.9144072720044909,0.05074167638295116,5120030,0.04623332037828734,-0.963264512434828
0,10001.0,250,39,2.2674542196377505,-1.332200124775922,2.7749532673557127,3.4001287333441663,0.023897406367021083,-1.4988376812542152,-0.3225687242518883,0.04360992356522865,5120031,0.03928617696592823,-0.593244988518873
0,10001.0,250,59,4.003862608708154,-2.4960548839845096,4.53390969215602,4.464323584249853,-0.003705794373338914,-0.5048760732443726,-0.3455951557650342,0.040820540225417805,5120032,0.0454074361963985,-1.2543489409939546
0,10001.0,250,34,3.305566464693828,-2.0108187347828137,3.9493595164299613,3.225828674376236,0.01470009392127029,-0.28638577928906506,-0.3583875712715471,0.040516906335017484,5120033,0.03990154165047286,-0.3565300549463412
0,10001.0,250,55,3.9804494916162425,-2.432375517746041,4.612493810110774,4.499012017576156,0.010965814377053363,-1.617444946978447,-1.091632976598327,0.04480286738351255,5120034,0.03889752558621583,-0.3695530878996314
0,10001.0,250,50,3.6924865515203695,-2.2983221565303817,4.221403065654462,4.47851998876795,-0.0017408048244493901,-0.06896314663617173,-0.317571971591022,0.03744008291229434,5120035,0.033796476227490616,-0.3071754414893532
0,10001.0,250,41,1.9532416901784957,-1.193708095410227,2.2978666984660494,3.0351559126007235,0.0062535293284998895,0.5402167657455893,-0.22407438015095196,0.035615580601977816,5120036,0.03922140173597617,-0.5676881542176451
0,10001.0,250,45,3.3051490485506863,-2.0239156880384312,3.8611239682423038,4.251876421841376,0.008852833268812253,-0.9218027515357812,-0.4337330183324706,0.0356425702811245,5120037,0.03846029278403938,-0.5066171357002512
0,10001.0,250,55,3.494830474195931,-2.1804739954430032,3.9672531505075432,4.487258673394955,-0.003515530497158916,-0.0049649769949459115,-0.5135233092879383,0.03897444617178391,5120038,0.033521181500194334,-0.1177194203340193
0,10001.0,250,53,3.2531139108107205,-1.938769642213444,3.8669115130980014,4.46408073148429,0.023599441062143442,-1.5644675274987263,-0.3065483685084449,0.038055447596838966,5120039,0.04263829511594766,-0.7431555330092299
0,10001.0,250,64,3.2508922130404203,-1.9300615040204432,3.844725654930703,3.988695263790924,0.02458722419179974,0.1426361536594901,-0.003084843572647763,0.03672395675893539,5120040,0.04223344992874725,-0.7725793219795153
0,10001.0,250,53,2.6903719267000685,-1.5655509788714594,3.2676974116010804,3.8264721180100048,0.03065494406010388,-1.2307189338712317,0.499831231043296,0.026970786371291616,5120041,0.04420909444228527,-0.4989710390949542
0,10001.0,250,30,3.2393566456406964,-1.9684839605719908,3.904779562422616,3.4667043547061973,0.016003111109344523,-1.6288092121866482,-0.3272398928515362,0.038055447596838966,5120042,0.04793367016452908,-0.8189212988935882
0,10001.0,250,36,3.057768242731133,-1.8430561006913893,3.6725444384451813,3.745214285131744,0.01851340920945144,-1.3773016439686834,-0.4524896224456624,0.039078896230081615,5120043,0.0330029796605778,0.1357962740017375
0,10001.0,250,43,3.1402395300722508,-1.886114585533468,3.7458833593556458,4.041046741107805,0.01978281427185089,-0.01957053006557942,-1.0203605485157372,0.049812151833139015,5120044,0.04702681694520015,-1.1694241902568039
0,10001.0,250,56,3.7981223304597616,-2.3527004046997857,4.33911536921207,3.584300828853633,0.0010859075024412463,-1.9597709246107355,-0.25389339948140777,0.035080769729040236,5120045,0.059560823940925,-2.178381968851914
0,10001.0,250,52,2.921677977796458,-1.8283550505001052,3.3155669051239163,3.323705362708239,-0.004394411844666171,0.5014812498441634,-0.7314837289122013,0.04158569762922658,5120046,0.028339163104029026,0.5699462419527727
0,10001.0,250,40,2.57256730571715,-1.4220022566869426,3.310504027635339,2.9324297196361346,0.054276840866608715,-1.1039178915046988,-0.2795811708911542,0.03471952325430756,5120047,0.0323228397460811,0.16429968530675226
0,10001.0,250,49,3.064829182209135,-1.908406702522691,3.5060354068674533,3.8743049327063934,-0.0016023514460879976,-1.0878327471550784,-0.14552274539483318,0.0337883793237466,5120048,0.04165047285917865,-0.7545235830297281
0,10001.0,250,45,2.10527775723339,-1.2709782435636492,2.493143736489954,3.5523259925485218,0.011108486677030151,1.0178279262807022,-0.9601914183468968,0.04908343049617826,5120049,0.05985231247570929,-2.037156185399682
