#/home/enes/bim/BIM.py trees/ir8060052.trees,trees/ir8060053.trees,trees/ir8060054.trees,trees/ir8060055.trees,trees/ir8060056.trees,trees/ir8060057.trees 250 --stats=all --eta=etas/BC.json --out=outs/828589324.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,bsfs,FulD,TajD,FerL,ZngE,Colless,btree,path
0,2501.0,250,5,0.12869506368508601,4.412274868850414e-06,2.6707576555551764,-0.31413817043743464,0.5980313385423679,-0.5920328594934305,0.08232931726907632,-1.89130039437029,ir8060052.trees
0,2501.0,250,12,0.09170354757992158,4.72985831489979e-06,0.03953603075383266,-0.5431117439396704,0.7273805294119678,-0.7967512937142353,0.0707993263376085,-1.511395491098622,ir8060053.trees
0,2501.0,250,7,0.11029362971515849,1.2240921081218314,-0.26412781878448416,0.8355557142164666,0.040412216600036195,0.2906815962521107,0.07747117502267134,-2.0803180929510146,ir8060054.trees
0,2501.0,250,9,0.10310427903132331,1.1085547122109732e-08,2.2745822299074945,0.24980034589431332,0.3386463007406443,-0.17096163511979887,0.07669387226324653,-2.616273655366186,ir8060055.trees
0,2501.0,250,2,0.20621533341600828,-4.167578474054706e-06,-1.3182224822321018,-0.3717800998319734,0.5676455728085342,-0.5821619092396118,0.052273610571317526,-0.6091952163458655,ir8060056.trees
0,2501.0,250,10,0.05619938064379965,1.331586504129518e-05,-0.8809206284569867,-0.32444322252765745,0.42309274847323636,-0.4647365923635891,0.03287342920067366,0.22152170957253514,ir8060057.trees
