#/home/enes/bim/BIM.py trees/r8100119.trees,trees/r8100120.trees,trees/r8100121.trees,trees/r8100122.trees,trees/r8100123.trees,trees/r8100124.trees,trees/r8100125.trees,trees/r8100126.trees,trees/r8100127.trees,trees/r8100128.trees,trees/r8100129.trees,trees/r8100130.trees,trees/r8100131.trees,trees/r8100132.trees,trees/r8100133.trees,trees/r8100134.trees,trees/r8100135.trees 250 --stats=all --eta=etas/BC.json --out=outs/719860479.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,TajD,FerL,bsfs,FulD,ZngE,btree,Colless,path
0,10001.0,250,95,0.09234593730629928,3.439946148063973,-1.236947003506022,3.4282504632372355,-1.6519932725055524,2.535312500139902,0.2768041451876629,0.0338087835211815,r8100119.trees
0,10001.0,250,106,0.021720759908061864,2.128619182681351,-1.0217751157251265,1.5010962979159956,-1.1062843144950334,1.7792015230873832,-0.01877383995499678,0.03411855306530783,r8100120.trees
0,10001.0,250,120,0.10299946618379104,2.2370458500064347,-0.49048464197323316,3.411026099771692,-0.7192611983176512,1.4015383020722807,0.28135727134603405,0.030435784885271634,r8100121.trees
0,10001.0,250,114,0.06482080720246428,1.9068659003975534,-0.5862067695797952,1.4225781431624194,-1.4056113148111384,1.3294949458751983,-0.23437480103521666,0.041806338256250804,r8100122.trees
0,10001.0,250,136,0.17441574614373082,3.089484009680469,-0.4375295857829059,1.6076573092738906,-2.223663673363872,1.7456796733840632,0.24109342225268995,0.0327746864720882,r8100123.trees
0,10001.0,250,102,0.15372082306435675,2.447103742651931,-0.24390598407909095,2.9389065746366274,-1.7499836365072694,1.2918325327530253,0.6351349996236201,0.0273316456759908,r8100124.trees
0,10001.0,250,116,0.17456746727523753,2.73860236749166,-0.24816105084635007,2.3936777300713046,-1.5935829916056188,1.4298167915282385,1.013384489453214,0.024435067458775193,r8100125.trees
0,10001.0,250,107,0.09991694718915181,1.9780373535603542,-0.3717817383108579,2.7142572081213587,-0.4366517384398244,1.186538659045582,-0.2578525512457453,0.03727388330912785,r8100126.trees
0,10001.0,250,122,0.0911814665538087,2.746539805512051,-0.8595708078387809,1.5021211824963947,-1.5155065334742588,1.9294244910158806,0.07059516265895169,0.033999078752285125,r8100127.trees
0,10001.0,250,135,0.16584248372813284,1.8357121704192856,0.1970823771160952,1.7922308178092952,-1.254840258666184,0.6673109152670867,0.32672912707223084,0.031900755989619244,r8100128.trees
0,10001.0,250,122,0.1118359955561706,2.25534365492279,-0.4357419057106754,2.7188590700250512,-1.2123381147649694,1.3658973767264466,0.5497776912210391,0.028351308459645033,r8100129.trees
0,10001.0,250,98,0.004322176878979278,2.169480541304123,-1.1684262596957886,1.9120960341658584,-0.01193467270821825,1.9137031542238148,0.23004365316253633,0.03272006431799304,r8100130.trees
0,10001.0,250,128,0.06200642017516625,2.922094352242789,-1.1705567605602203,3.7526589275341697,-1.5892258399578196,2.2614472078675014,-0.14844990002221634,0.03616666077800939,r8100131.trees
0,10001.0,250,117,0.11527865529133012,2.396964591094307,-0.49027261847774006,2.6056011110576534,-1.606337990403089,1.4725113351071222,0.09012180043247756,0.03514652838859683,r8100132.trees
0,10001.0,250,111,0.07109916639241888,1.964956548873846,-0.5730107166921856,2.3048344530819618,-1.6925171665962397,1.3442527270250806,0.27841461197307943,0.030268414547466243,r8100133.trees
0,10001.0,250,95,0.02407327337395702,3.2567504307478767,-1.6263862249360512,2.762800893750109,-1.0738373221087376,2.768210483835274,0.016589947260079424,0.03404496741135845,r8100134.trees
0,10001.0,250,80,0.04253062937082304,3.318045837125751,-1.523625476640461,5.740861958485758,-0.4796088298671126,2.7038791531206843,1.058959250788464,0.0239965237293259,r8100135.trees
