start,end,N,SS,bsfs,ZngE,TajD,FulD,FerL,FayH,btree,Colless,path,iColless,ibtree
0,2501.0,250,19,2.210032626821489e-06,-1.6686886027528505,-1.7652059618311196,3.2107911004375262,1.1749415923954274,0.04651047276693684,-0.2589098098188709,0.03911614198730405,4010000,0.06364166342790517,-1.9864913186021724
0,2501.0,250,17,1.0433462154736413,0.07803032279936516,-0.09403524446357224,2.9116436479385497,-0.14597867121297697,-0.03539778980022233,0.008965072753188284,0.03634815760738808,4010001,0.05860538929913201,-2.0507725083168684
0,2501.0,250,23,-1.5824935755082463,-1.4310607427861983,-2.1893537231200866,5.786834989024753,0.6434485412041304,-0.08468676321391147,-0.2966877649488708,0.036421118718048366,4010002,0.047545018784816685,-1.0871981881974513
0,2501.0,250,15,-3.1232848154354443e-06,-1.432942521697916,-1.5802347697574697,5.559952192810514,0.9905504535545387,0.03492086413118041,-0.038149663956506034,0.03274387874076953,4010003,0.06166601891436715,-1.5780352366846022
0,2501.0,250,18,0.3920541730629661,-0.4563773099913757,-0.5005534369301633,1.7714610200418686,0.3132217510249524,0.009933884734682184,0.3941989138929559,0.031692526931547525,4010004,0.07183573001684156,-2.424688685402866
0,2501.0,250,16,0.6709279396528847,-0.012628082704352195,-0.551254095524021,1.3114872764575407,-0.2662261744521036,-0.10155761519057704,-0.09893860187110384,0.03835503303536728,4010005,0.040646456794921626,-0.333473517642169
0,2501.0,250,21,-0.743787590164101,-1.8883635013447533,-2.0722974650514976,4.981899252412821,1.282905853025568,0.035573665423894126,0.07562576015099462,0.03385431125423353,4010006,0.06312346158828863,-1.376997463531307
0,2501.0,250,21,-5.196424950553218e-07,-1.6295160922010377,-1.6517495677530711,4.222203761791026,1.1779916900846434,0.05521987118067985,0.20190652632262213,0.032382988173893734,4010007,0.05319665759813448,-1.020682935090499
0,2501.0,250,24,0.5057665212520628,-1.4515607983643954,-1.422419242399524,2.0786158445422434,1.0673272172905164,0.05410557358654214,0.6697646449841258,0.028290581681564973,4010008,0.1135833657209483,-3.1825469651254905
0,2501.0,250,22,0.8549427429906024,-1.2403869968735914,-1.2496973890685317,1.0179373653904886,0.8983554972093565,0.04225821482056843,-0.5281340658025264,0.039001165954139126,4010009,0.038929913201191865,-0.4880457254044959
0,2501.0,250,21,0.5870253053957586,-1.1904905845357168,-1.1625910993980058,2.7028127805474353,0.8835596698070245,0.0482735341452449,0.31002020548425085,0.03313947032369108,4010010,0.09641792978365073,-3.0080651364245963
0,2501.0,250,17,-0.493338556615389,-0.023453582876408488,-1.2609890264335026,3.8177314707149317,-0.6181246707806508,-0.2306140402281644,0.20459210621353985,0.03347583883922788,4010011,0.07037828734292008,-2.4886014896431288
0,2501.0,250,19,0.7331259231408614,-1.306698025886912,-1.2009898918344637,3.2107911004375262,1.0137512182812047,0.06960050270722977,0.3806179663273601,0.030793147777213068,4010012,0.07102603964244074,-2.053280338357068
0,2501.0,250,15,-0.809327099532045,-1.8557193722589864,-2.1095971822813597,6.563326231529597,1.2506283394481574,0.03308618614345776,0.4321927881300375,0.0310532452390206,4010013,0.044273869672237336,-0.24907985240343794
0,2501.0,250,21,0.4117251476680237,-1.469639751259331,-1.2957117164534686,3.462508271169229,1.1632377394800129,0.08465409730557844,0.7519625888751568,0.02845791769227447,4010014,0.07134991579220105,-2.015357348068028
0,2501.0,250,15,1.5482415520353283,-0.4956233026245359,-0.4717361450058425,5.559952192810514,0.3807500456288485,0.026466469620188195,0.2459379087650959,0.033437899061684526,4010015,0.04281642699831584,-0.6581707258377699
0,2501.0,250,11,1.749454741305179e-05,-1.6879571553051165,-1.9380325366891575,2.8152936480872786,1.1516801213803995,0.03785880985300261,0.8128349188830569,0.027283326855810336,4010016,0.033845057649954664,0.27327647767054314
0,2501.0,250,16,0.7142357156930642,-0.10321994776086173,-0.10781708412832164,1.3114872764575407,0.0741344002886464,0.0035139839445866065,0.2574237604888342,0.034030129735532,4010017,0.04892149242129809,-0.8287249341986085
0,2501.0,250,12,4.72985831489979e-06,-1.4903094275441708,-1.5280593527616626,6.029004287354431,1.1029952148523603,0.06754306963879021,-0.02875417091202057,0.03581710353960646,4010018,0.03601502785334888,-0.051087135714707695
0,2501.0,250,26,-0.13371373365393818,1.05338439244842,-0.20474101076517195,-0.1656517367507786,-1.421816585812229,-0.2522793778047716,0.22930021899862715,0.034139245152653624,4010019,0.08497862417411581,-2.5159673463541234
0,2501.0,250,19,2.210032626821489e-06,-1.561736841406096,-1.4650712605647824,3.2107911004375254,1.1962772266946795,0.07775392657924397,0.6389752431252009,0.028997711275208362,4010020,0.07999740899080192,-2.198971154990069
0,2501.0,250,22,-9.194991986519129e-07,-0.32282044038251434,-0.8960745735346972,4.669490060464006,-0.06365811567978916,-0.09073013508576032,0.8050999624861751,0.026084175411322717,4010021,0.06950382173856717,-1.909239760405308
0,2501.0,250,16,0.542088355991566,-1.1184736078769175,-1.040916241394981,5.120242565782451,0.8684760331936044,0.062219550702003634,-0.3371146458502261,0.03822735109171176,4010022,0.0420877056613551,-0.5665105620426212
0,2501.0,250,24,1.3292121726491865e-05,-1.8192679058219827,-1.783668437754113,4.112480397827427,1.3372169870537758,0.06764918343637663,-0.054868620049222765,0.0382024375417302,4010023,0.048024355486461966,-0.6602366884793076
0,2501.0,250,16,1.2794872113393594e-06,-1.3558867714732876,-1.5916408415429888,4.168053743451224,0.8840970887737962,0.012919399717060966,-0.0659805903040468,0.035383469361316235,4010024,0.060240963855421686,-1.092334445824107
0,2501.0,250,23,0.3381805681057608,-1.268050542531812,-1.114269689624479,6.489980475220107,1.0014813705329442,0.07100517987690888,0.4654147566541744,0.03199248607332557,4010025,0.08145485166472341,-2.3069145147076098
0,2501.0,250,23,0.7028278543120957,-1.4995722762264476,-1.2783256742269105,1.5679620718526166,1.204908309850987,0.09093617803256568,0.8307935787014162,0.027678455758517944,4010026,0.04705920456017618,-0.9198956310664248
0,2501.0,250,21,-5.196424950553218e-07,-0.4545518722643692,-0.7148039999298147,1.1834217993038445,0.19655585119725305,-0.030241123861338,-0.04772614153291828,0.037648289008568835,4010027,0.04760979401476875,-0.6629774153602864
0,2501.0,250,16,1.2794872113393594e-06,-1.8494562431604775,-2.0489362155576782,2.263676098788768,1.2683938388788727,0.0407645332185541,0.18482829976947926,0.033347098069698135,4010028,0.038087835211815,-0.22482690807303327
0,2501.0,250,18,0.4880631719674052,1.0070229865438045,0.3186003038022239,3.5001314505995715,-1.096033847902712,-0.16728374252281766,0.5965113873984882,0.030653631897316312,4010029,0.054179853052764064,-1.0788754451468936
0,2501.0,250,26,1.1689977540112422,-1.107762202710849,-0.8323037547310428,4.263144714567982,0.9443585651699988,0.08358067830665156,0.4971097546659397,0.0302759424795958,4010030,0.059884700090685326,-1.6364627344287948
0,2501.0,250,24,-0.94499972003191,-1.1272476973769583,-2.1037502541988338,3.4345255467323668,0.3057282811066808,-0.13347724871215405,-0.13107461036784968,0.03899468843114393,4010031,0.09459612644124887,-3.1466331291840244
0,2501.0,250,23,6.669880563534684e-06,-1.7688934766467377,-1.7737015528226296,5.786834989024753,1.2824649779794342,0.0602565060519857,-0.5697415336248045,0.03945736864508726,4010032,0.03928617696592823,-0.5030158390200871
0,2501.0,250,14,0.3385361408474544,-1.3391608135217858,-1.1931945107361248,3.9295571353009486,1.0737782711877242,0.09009586107836952,0.7352068510353788,0.02835682907583413,4010033,0.06401412100012956,-1.7526784546521883
0,2501.0,250,20,-0.6761723839405099,-0.4778974928676778,-1.4218561769342108,3.7376253494620153,-0.13948396147314227,-0.15325560988449444,-0.3824143114817935,0.042855754816501036,4010034,0.08696074621064906,-2.5543688411087624
0,2501.0,250,24,-0.4324692052113571,-1.6525435651735112,-1.733330970737866,6.146344951112613,1.155439127757068,0.04157964741468959,0.0003125639968680154,0.037151538706144224,4010035,0.06247570928876797,-1.4605647842221057
0,2501.0,250,22,-9.194991986519129e-07,-1.6269883726751648,-1.7635075154410291,4.669490060464009,1.1135763771655678,0.03327635795983412,-0.2665846705480633,0.039363907241870714,4010036,0.08249125534395647,-2.4758428980195784
