start,end,N,SS,bsfs,FayH,FulD,FerL,ZngE,TajD,Colless,btree,path,iColless,ibtree
0,100001,50,484,0.20605805948145772,0.012961938983867613,0.5030513125878131,0.1433384089805844,-0.15527089368115116,-0.05719816317825,0.13278654485049826,-0.005400212067499522,3040000,0.13880060220809634,-0.4626184618614926
0,100001,50,405,0.03221803146988353,-0.07174626755502883,-0.2565208939272263,-0.782120835946873,0.8407688431787539,0.3006366795678635,0.12617356884274172,-0.0614827154702477,3040001,0.13911564625850342,-0.3706827501372252
0,100001,50,457,0.4461416411306731,0.02009038062255658,0.17595819954144154,0.2460467011824917,-0.2826276684915481,-0.12942554173951049,0.1447537130035261,-0.2698020854422811,3040002,0.14770150484436195,-0.5701163056993407
0,100001,50,437,0.504978279094538,-0.014048454475956209,-0.851874359717645,-0.3458545115001298,0.5024200594638117,0.3855552658003458,0.13152900645236634,-0.03149878012214609,3040003,0.1441798941798942,-0.2772014042376991
0,100001,50,448,0.9659249389117526,-0.007529945396891224,-0.25046935630123385,-0.419318164879206,0.6794913865314438,0.6034179606001229,0.14132933393137478,-0.4061786717400684,3040004,0.1397028897028897,-0.4812514551609823
0,100001,50,491,0.3581645383235044,0.032231233426237564,0.11683140137253413,0.1397049256532441,-0.005984991216456355,0.2252514088434958,0.12517964932451853,0.08226634659085456,3040005,0.14711487431852174,-0.33192187976345816
0,100001,50,460,0.6051480697214365,0.013213164612160213,-0.845340514284433,-0.09428791491338727,0.2632238245145101,0.3492584008189181,0.1220198727639204,0.0028537686642326303,3040006,0.12660825199645073,-0.023467890966632345
0,100001,50,602,-0.1029986158821365,-0.0404206435350128,0.34997594251150765,-0.2936919861951153,0.2146376526978307,-0.08295467084284626,0.14874682591930788,-0.7491820443597297,3040007,0.16087711680416852,-1.0811373175058006
0,100001,50,490,0.7197444100716136,0.04303290809785937,-0.02747363676555389,0.22220824244606815,-0.07058017215909146,0.24023695994253685,0.11002410673007053,0.690457967292105,3040008,0.11084084796709386,0.3746703395176482
0,100001,50,354,0.8125154375860909,0.02724151315785097,0.05514269033801674,0.024458567419611516,0.15796847036927394,0.3480315407985501,0.11113081596274876,0.5125360976364384,3040009,0.10882312925170062,0.6266370768568476
