#/home/enes/bim/BIM.py trees/r8070119.trees,trees/r8070120.trees,trees/r8070121.trees,trees/r8070122.trees,trees/r8070123.trees,trees/r8070124.trees,trees/r8070125.trees,trees/r8070126.trees,trees/r8070127.trees,trees/r8070128.trees,trees/r8070129.trees,trees/r8070130.trees,trees/r8070131.trees,trees/r8070132.trees,trees/r8070133.trees,trees/r8070134.trees,trees/r8070135.trees 250 --stats=all --eta=etas/BC.json --out=outs/456872864.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,TajD,bsfs,FayH,FulD,ZngE,btree,Colless,path
0,10001.0,250,91,-0.5787272917788913,2.079976735652628,1.5599054765830622,0.07946894734286472,-1.9911422897248763,1.395024526435213,0.08810954395524065,0.03328819962472157,r8070119.trees
0,10001.0,250,108,-1.098312286716506,2.1018502889405757,0.7306651773320968,0.009161095100055286,-1.142494479853929,1.8296087033657764,0.24156216097276395,0.034568129984303315,r8070120.trees
0,10001.0,250,80,0.0041733027558503106,1.243107202961777,1.476678919811115,0.09705185444229629,0.20123382735276646,0.5487342754712291,0.5808799142541765,0.029147872035551792,r8070121.trees
0,10001.0,250,100,-0.41118849192532,2.6163384841138537,2.3807784127650433,0.14363739638300976,-1.5398287485519544,1.502094191426228,0.21359234267488675,0.032889100627274966,r8070122.trees
0,10001.0,250,112,-0.3418424014117545,2.2454396651488318,1.879628124204195,0.1242878830602751,-1.8695636684355499,1.2833260588158626,0.5797850090306335,0.02905997583733283,r8070123.trees
0,10001.0,250,71,-0.7758779362250635,1.0720794884334455,0.5133365238168971,-0.02683997933309374,-1.178204664169863,1.1003323817604835,-0.06981526432995938,0.035888253474728404,r8070124.trees
0,10001.0,250,79,-0.7704373090094573,2.294937821478898,3.7498304126555424,0.06940794297811255,-1.3663816265456403,1.6408797096576742,-0.09925689521162398,0.03523867767083514,r8070125.trees
0,10001.0,250,89,-0.8084433856708968,2.337139252714665,4.895340784848651,0.06722964131161409,-1.1461555644002281,1.69453254452752,0.25447563872095413,0.03107051863367449,r8070126.trees
0,10001.0,250,86,-0.11613032244179776,1.3600027644662123,2.7130304408602663,0.08881839259927675,-0.8680787232409509,0.699198923422446,0.522770913974214,0.029791866126978418,r8070127.trees
0,10001.0,250,94,-1.0567385732192704,2.828504995359962,2.467879754399182,0.07041327645896919,-1.831534611670541,2.116291198713478,0.5140705015999111,0.03011923625021177,r8070128.trees
0,10001.0,250,92,-0.8662079356855035,1.9296121147229788,2.477850296758772,0.027768826071613247,-0.413379600546483,1.56054198484071,-0.5600784097511826,0.04322078146407722,r8070129.trees
0,10001.0,250,110,-0.1720337769640658,1.8436862541554015,1.476921737389227,0.11707888863965717,-2.014785798718204,0.9654795726735693,0.6823644693681312,0.028295259892617067,r8070130.trees
0,10001.0,250,107,-0.7007970706790033,2.1743070914375195,1.3909513541874585,0.06952301508259158,-1.4685016778734334,1.5404377701109342,0.22069833531319225,0.031228382794721184,r8070131.trees
0,10001.0,250,130,-0.1534038829249358,2.2950910087759566,2.4588774621176834,0.15314491613041642,-1.3271989396174864,1.1569169243975508,0.5150451707319107,0.029974179253163938,r8070132.trees
0,10001.0,250,87,-0.5494742028407079,2.196717122284976,4.1691306860077875,0.09268018105421638,-1.3120893211746034,1.4220411414241059,0.44592876163434486,0.029877574815390596,r8070133.trees
0,10001.0,250,95,-0.6014950332203803,2.0963271987514256,1.901441491405717,0.07746936648681606,-1.6519932725055517,1.4219633852044613,0.12309478406606875,0.03549018240040393,r8070134.trees
0,10001.0,250,93,-0.14463509293249197,2.0637100905986263,1.6639017168016603,0.13867015823643722,-0.4413763354733104,1.0376610810523803,-0.12571388358809116,0.03853297661764839,r8070135.trees
