#/home/enes/bim/BIM.py trees/r8080136.trees,trees/r8080137.trees,trees/r8080138.trees,trees/r8080139.trees,trees/r8080140.trees,trees/r8080141.trees,trees/r8080142.trees,trees/r8080143.trees,trees/r8080144.trees,trees/r8080145.trees,trees/r8080146.trees,trees/r8080147.trees,trees/r8080148.trees,trees/r8080149.trees,trees/r8080150.trees,trees/r8080151.trees,trees/r8080152.trees 250 --stats=all --eta=etas/BC.json --out=outs/674733827.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,bsfs,FayH,ZngE,FerL,FulD,btree,Colless,path
0,10001.0,250,102,2.856008356096169,1.980792293078576,0.1659637450013941,1.586187411671639,-0.3817723998006095,-1.930033095296748,0.048876254288985,0.03360215053763441,r8080136.trees
0,10001.0,250,75,2.3082907815972433,1.6888532833482417,0.08011051296955671,1.5902372237742937,-0.7027410824646693,-2.0007289396427366,0.25490523320128056,0.031291062868987474,r8080137.trees
0,10001.0,250,69,2.6896448298909124,5.196376495983261,0.06939065790662693,1.985567560043058,-0.987834160399898,-1.3857115925285906,0.5917080425227454,0.028630651638813318,r8080138.trees
0,10001.0,250,92,2.53750084025677,3.9219687556438765,0.06657360228230258,1.8780601757096214,-0.9236029674009577,-1.6056500119630046,0.23008494656403852,0.03188560694390465,r8080139.trees
0,10001.0,250,97,2.5792119044534103,3.996103772985617,0.11053878065265506,1.6614123064977775,-0.630129945377251,-1.3035275694393582,0.5531315366676015,0.0291337392581077,r8080140.trees
0,10001.0,250,94,2.43184812423984,2.6235071407191577,0.17008186540883038,1.1838984189144564,-0.12191192330099372,-1.831534611670541,0.7743067988912385,0.02555382821609017,r8080141.trees
0,10001.0,250,73,2.160226514852754,5.9326743218404205,0.023749657578792577,1.7782223284615009,-1.0181593818545658,-0.7339578000348769,-0.6222347076881812,0.04044565358207022,r8080142.trees
0,10001.0,250,97,2.8064686630376894,1.5400996185334577,0.16444139984746892,1.5509194733923368,-0.3677769191219936,-1.1146072251393744,0.5639169618961152,0.02649630781189272,r8080143.trees
0,10001.0,250,96,2.7202807437215766,1.5300018766695158,0.0689239550414738,2.0291220069196307,-1.007647614663121,-2.0484279150031157,0.4077206702456679,0.030820250699768778,r8080144.trees
0,10001.0,250,71,2.1104474162980185,5.643872247227175,0.042034924369628905,1.6292324296443332,-0.8621072213335528,-0.4161151127860696,-0.36138154195207794,0.03966094793922232,r8080145.trees
0,10001.0,250,89,2.639815863421075,2.17669011961068,0.1021080547358963,1.7627997534741875,-0.7259897422260561,-0.5308855410038842,0.14077646750709819,0.03145046366527504,r8080146.trees
0,10001.0,250,77,3.339591898580088,3.4735018391100554,0.08859116882078727,2.4574590131019005,-1.209108999196056,-2.264034625106887,-0.7012324549171345,0.04967450446949086,r8080147.trees
0,10001.0,250,116,1.8238948154806176,3.6816676086409994,0.11416860988850129,0.9645777382859204,-0.18051760022559332,-0.638797453890988,-0.24452135424402321,0.03538139323215111,r8080148.trees
0,10001.0,250,75,2.111846723128758,1.8433380051775152,0.10806985723558905,1.257052806961918,-0.3978244925496001,0.1703786070504113,0.5363207483920007,0.027561860344604228,r8080149.trees
0,10001.0,250,78,2.3171543542493134,5.48951185379712,0.06742444718310427,1.6715384124709392,-0.796775138248814,-1.5773087778349528,0.974980350806402,0.024319689624371844,r8080150.trees
0,10001.0,250,97,2.276544821127508,3.565393857597731,0.17231385239487806,1.0316709448109407,-0.018176438022630675,-0.35892584793943905,0.4382574321475556,0.029132059900294126,r8080151.trees
0,10001.0,250,88,3.308647441913516,4.092726085709288,0.022206668229580163,2.8195642521084503,-1.6659125423879013,-1.3318790001717646,-0.7476347075226492,0.04757740639979272,r8080152.trees
