#/home/enes/bim/BIM.py trees/r8000119.trees,trees/r8000120.trees,trees/r8000121.trees,trees/r8000122.trees,trees/r8000123.trees,trees/r8000124.trees,trees/r8000125.trees,trees/r8000126.trees,trees/r8000127.trees,trees/r8000128.trees,trees/r8000129.trees,trees/r8000130.trees,trees/r8000131.trees,trees/r8000132.trees,trees/r8000133.trees,trees/r8000134.trees,trees/r8000135.trees 250 --stats=all --eta=etas/BC.json --out=outs/506199444.csv --r2t=0.005 --r2s=0.001 --treew=branch
start,end,N,SS,TajD,FerL,FayH,FulD,bsfs,ZngE,btree,Colless,path
0,2501.0,250,18,0.319127930118378,-0.41976227061786714,-0.04583763566303198,0.04279058948416623,0.1751277761313041,0.4668224864556227,0.5272396003157863,0.03328367232370341,r8000119.trees
0,2501.0,250,19,1.2812209909251524,-0.73568847026662,-0.013022154932656755,1.558125452155395,0.7676525985185192,1.1175418979728555,0.7241673802090149,0.02833916310402902,r8000120.trees
0,2501.0,250,19,2.536078734406328,-1.0956363996599225,0.03807522613891738,-0.09454019612673523,2.654338071802723,1.9237936373560813,1.8274694718064226,0.021926415338774454,r8000121.trees
0,2501.0,250,15,-0.9863018126695858,1.1289607202023273,0.11812599016898051,1.54645603793418,-0.4652968795074727,-1.301848924624716,0.33885997160854,0.03419669461255159,r8000122.trees
0,2501.0,250,20,1.0476216473343911,0.04966958027914735,0.10363332060532532,-1.0119084632668653,1.5473280000665541,0.39458668994125756,0.09722593253423888,0.03259003756963337,r8000123.trees
0,2501.0,250,12,0.1636936185179679,0.7973437965114639,0.17757795009383925,0.03953603075383266,0.6232873531019537,-0.5694183498477566,0.8267678367029772,0.026946495660059595,r8000124.trees
0,2501.0,250,10,1.9010678735654563,-0.0061678535895550975,0.2017011093250878,-2.2591619954937,1.553607543772789,0.7567389405225213,0.3521917393533959,0.036511637949648054,r8000125.trees
0,2501.0,250,19,-0.4819675022372757,-3.351711648657839,-0.6375899723706556,1.558125452155395,-1.1757426479037592,2.480491266930214,-0.16994632838682197,0.045621194455240315,r8000126.trees
0,2501.0,250,11,1.086201307769257,0.37841281022070794,0.191501909333294,-2.3105962099881507,1.1537598588741445,0.13125053125329728,0.2439532223039346,0.0327253715322118,r8000127.trees
0,2501.0,250,24,-0.35367923520818917,0.6404075620478432,0.0763568828765527,-0.6332035598380016,1.7382273570741302,-0.6613331015921896,0.6223595510768709,0.03453167508744656,r8000128.trees
0,2501.0,250,15,-1.0553532886836028,1.0198295484223405,0.09090333570250123,2.5498300766532638,-1.0087590404592524,-1.2428568059417762,-0.21594506806333527,0.03116768147860258,r8000129.trees
0,2501.0,250,19,-0.942722720324607,-0.32774565419885787,-0.1443029691007616,-0.09454019612673537,-0.8937405046807525,-0.12748629821756827,-0.2494668176443835,0.03931316664507493,r8000130.trees
0,2501.0,250,16,2.3243714441222667,-1.6280128253417205,-0.0812739256886564,-1.5450791905361416,1.0123998575726503,2.2490446862926463,0.4153366182491501,0.03066567344647407,r8000131.trees
0,2501.0,250,20,-0.6118540221732897,0.7186738484461773,0.07021065270547619,2.1544474118857218,-0.3414568085121295,-0.8284727083165858,0.42507372781466973,0.03199896359632077,r8000132.trees
0,2501.0,250,11,-0.29729489223804184,0.6594754798898154,0.10611420483210499,2.815293648087279,1.7494547413051793e-05,-0.6431419299168385,-0.13259445893519636,0.04119704624951419,r8000133.trees
0,2501.0,250,25,1.428094722471211,-1.0647792002688294,-0.05244922080786419,-1.3731398345812675,0.9420230578692134,1.4536941275302786,0.09854838985422472,0.03620215629543262,r8000134.trees
0,2501.0,250,12,-0.630091331151991,-0.32274585311048204,-0.1291163445987239,1.2374296820739528,-0.6141221336502491,0.004693660933689941,-0.15925028888138282,0.037251155158267484,r8000135.trees
