start,end,N,SS,FerL,ZngE,bsfs,FulD,TajD,FayH,btree,Colless,path,iColless,ibtree
0,25001.0,250,136,0.16460022628923007,0.13092776450739196,2.7945028338625653,-0.4493856287114545,0.5863191700542881,0.06677926628563544,-0.052288492439540576,0.036949044878786745,9040000,0.04263829511594766,-0.3873960883887868
0,25001.0,250,160,0.4784381495136861,-0.11231673638717224,2.376547195690516,-0.2595699252940704,0.6084824621905546,0.11036358053952013,0.6730375161666534,0.02758561126225331,9040001,0.04056478367889512,-0.32761644911758353
0,25001.0,250,156,0.6578617219472951,-0.7097001190837383,0.23316670635022602,0.6486684770620316,-0.3922713332455656,0.05928529244913685,-0.227196962266226,0.039449790262272674,9040002,0.060327330828691114,-1.4505090094390762
0,25001.0,250,129,0.0523093951484761,-0.18539676690246173,-0.06799931625657919,-0.4517686996510429,-0.31800238568923594,-0.016989321418147206,-0.06794752988882463,0.038034151630827344,9040003,0.05893593348726976,-1.485334415788684
0,25001.0,250,149,-0.2889900249797817,0.7216362014423319,0.8338948836465356,0.07201746682405928,1.0807493245215845,0.04245548741716055,-0.027829902627383808,0.03600944378180128,9040004,0.05441243883723478,-1.160681752057689
0,25001.0,250,141,0.13883634286903282,0.22765768548030815,1.1514217415719985,0.5123897315329969,0.7542345784373812,0.07588035571304122,0.3797560834878152,0.032343029428144085,9040005,0.04462144407685818,-0.4175029552322859
0,25001.0,250,113,0.4164677985743715,-0.6297359006811311,-0.6709002768778869,0.7306923667976953,-0.6531989286722815,0.0074440398378386435,0.02287035043084113,0.03574560044760624,9040006,0.04603969876701758,-0.5328355063589455
0,25001.0,250,121,0.9448533866955541,-0.9806780241372968,0.3567755781047923,0.33096701762062103,-0.4818414739385594,0.09271602526575706,0.484771232336047,0.02985238444818701,9040007,0.04487810111413396,-0.5991640765881457
0,25001.0,250,132,0.1940620110045698,-0.3645022289733845,-0.4702029141960862,1.736778316964675,-0.4609415635049633,-0.008502062316513941,-0.18913976364199514,0.03983423613810079,9040008,0.05491455067582157,-1.106282295121874
0,25001.0,250,172,-0.2989761744273601,0.7672403904070121,2.22026131510356,-0.6729570720446032,1.1605609032817696,0.047012251026379175,0.26874429594530713,0.031856997884009135,9040009,0.04239406606015899,-0.3802718161148047
0,25001.0,250,169,-0.3941865398270533,0.4956912396839668,-0.10002299700899876,-1.072361201082955,0.39026399313875854,-0.023700825381362572,0.1531984362324041,0.033434672475982016,9040010,0.04634595730592623,-0.797581028082184
0,25001.0,250,144,0.18251312547743276,-0.18775517222093016,0.2702137996153004,0.4385408609798336,-0.08881311867868212,0.018036537957669515,0.05030517935567561,0.03733298786544028,9040011,0.05134732478300298,-0.9055567725621247
0,25001.0,250,139,0.04196268585775298,0.16673210369947014,1.1811768848046411,-0.5057060301312329,0.4453175198424567,0.039391601205039976,0.10957046798966268,0.033916873665771084,9040012,0.05048959277972104,-0.8450784996110359
0,25001.0,250,128,0.51118737803129,-0.4551172095328346,-3.999989991955948e-06,0.14742991719469553,-0.09244711228722764,0.06274173553254918,0.20511939524093756,0.032829181332326124,9040013,0.048299830144952566,-0.8904351465451865
0,25001.0,250,176,0.2551050961388646,-0.2362233348635571,0.1966300537179552,0.44100198675104996,-0.06551758629890382,0.029346887662210837,0.08995707372681494,0.03520613717314499,9040014,0.04910669069238832,-0.6909249802040255
0,25001.0,250,170,0.1802787776169594,0.07684601823904906,0.5490283857157623,0.5642440697237039,0.4924826000685945,0.061273299209528835,-0.3004330568926636,0.0379638247386831,9040015,0.045154446147340425,-0.7311905705962272
