#/home/enes/bim/BIM.py trees/ir8090005.trees,trees/ir8090006.trees,trees/ir8090007.trees,trees/ir8090008.trees,trees/ir8090009.trees,trees/ir8090010.trees,trees/ir8090011.trees,trees/ir8090012.trees,trees/ir8090013.trees,trees/ir8090014.trees,trees/ir8090015.trees,trees/ir8090016.trees,trees/ir8090017.trees,trees/ir8090018.trees,trees/ir8090019.trees,trees/ir8090020.trees,trees/ir8090021.trees 250 --stats=all --eta=etas/BC.json --out=outs/552808276.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,FayH,FulD,TajD,bsfs,ZngE,Colless,btree,path
0,10001.0,250,81,-2.6205813604922117,0.006524327744606705,-1.4079250326216999,4.8467408817805255,6.591691966856123,4.269527583921908,0.03287342920067366,0.1757208807220738,ir8090005.trees
0,10001.0,250,85,-1.924275011861448,0.022867085073908715,-1.9139659655824839,3.788314974462647,5.016680453086164,3.2399078354207296,0.05894545925638037,-1.5395689062005546,ir8090006.trees
0,10001.0,250,99,-2.0701378644365462,0.03672183729294211,-1.52434008767518,4.221701845590316,6.843770871173198,3.560061863127669,0.050168415597875375,-0.961601754853514,ir8090007.trees
0,10001.0,250,63,-1.8886455803842899,-0.013949686355795287,-0.9454146926516992,3.2814089887268914,3.931810732676177,2.9682555841808878,0.05122101308459645,-1.2704249453689807,ir8090008.trees
0,10001.0,250,84,-2.3697709673342637,0.012293381786498263,-2.33345384609041,4.46141651598561,6.579728285350904,3.8984045169282733,0.04122943386449022,-0.2560994703933478,ir8090009.trees
0,10001.0,250,44,-2.2489658841450137,0.02197070016946706,-2.45986960384229,4.443319336169918,6.234721389630279,3.7367091851870993,0.048613810079025786,-1.1131338027464162,ir8090010.trees
0,10001.0,250,56,-2.239410248930624,0.008081096727122665,-2.2769212811392547,4.2187867407704545,4.591715059159523,3.6540743546057386,0.044133523340674524,-1.2333464382342714,ir8090011.trees
0,10001.0,250,51,-1.7177572294746626,0.02598708347699781,-1.5076720617645416,3.493102338841697,5.834962866101685,2.9087127053395383,0.05457313123461588,-1.3613503758138006,ir8090012.trees
0,10001.0,250,71,-2.5419408461483375,0.00777101236752597,-1.9402942155536558,4.736630454771029,4.591737039347154,4.1464717360403345,0.053714859437751006,-1.32934473273435,ir8090013.trees
0,10001.0,250,62,-2.1425760697223026,0.013550392639498305,-0.9123750516608067,4.097166259263423,6.189597749822363,3.5310415914028264,0.040711232024873686,-0.5240410317783295,ir8090014.trees
0,10001.0,250,70,-1.6305560122845506,0.021789630304058647,-1.6667293489390875,3.2543537152934245,4.856267883964827,2.754523423982408,0.044565358207021635,-0.37291539966173354,ir8090015.trees
0,10001.0,250,48,-1.899957819529975,0.0013141577013214693,-1.7800206188830563,3.5294519193706404,5.523182667278779,3.0666038746587234,0.02966705531804638,0.616452728248962,ir8090016.trees
0,10001.0,250,49,-1.483844472682189,0.026071593320723594,-1.0878327471550784,3.0656471990435223,3.696010632914811,2.531008799775086,0.04210389946884312,-0.9883101423780045,ir8090017.trees
0,10001.0,250,58,-2.1212791385567074,0.009026620081390156,-0.7696309122327301,4.009022339049734,6.555273127413756,3.469787684813389,0.04141296368268774,-1.0645686627539128,ir8090018.trees
0,10001.0,250,61,-1.7450551290688303,0.03228272744685409,-2.0498584415152337,3.6074881646920116,6.1422434199526945,2.9938337231440095,0.04846806581163363,-1.2279403326488518,ir8090019.trees
0,10001.0,250,82,-2.4364462599216536,0.0025565252607943315,-2.3147623985215335,4.459468593570573,5.421571537268139,3.9496619800331305,0.05178779634667703,-1.8649958302667429,ir8090020.trees
0,10001.0,250,63,-1.7868966803728765,-0.017683228081644745,-1.7979779388422408,3.047722201867447,1.9954820218294638,2.783282797838091,0.05262987433605389,-0.9681503545475301,ir8090021.trees
