start,end,N,SS,FayH,FerL,bsfs,FulD,TajD,ZngE,btree,Colless,path,iColless,ibtree
0,100001.0,250,298,0.021706272936223292,-2.2338653350615125,4.993302171357995,-1.4487461196788074,4.263587659529662,3.7549211818213752,0.23376487489831435,0.030596464197805043,8090000,0.058330094571835724,-2.015912402201862
0,100001.0,250,260,0.014186439475513174,-2.132573461998792,7.821205912867121,-0.5524487039233541,3.986771727803191,3.5433418396621925,-1.5101489390431502,0.054568391583643766,8090001,0.05060564840005181,-1.5937061163721231
0,100001.0,250,312,0.03264802099539036,-2.0659117752875606,7.7801034105358555,-1.8874109398923888,4.111240916783036,3.550338176731002,1.1771532364063635,0.022044058587290333,8090002,0.04117545450619682,-0.6204976645468162
0,100001.0,250,324,0.015347744680851575,-2.3000274689814693,7.979887242965798,-1.524595013626959,4.292831008848643,3.823828349485305,0.14400692414359847,0.03311426018382877,8090003,0.04982564667271235,-1.084977686620996
0,100001.0,250,322,0.025084864908181688,-2.378810266791968,5.018158727997712,-2.043431499332101,4.5643183537158265,4.011453031058899,0.16289800721190362,0.034039941746965625,8090004,0.0550353908301829,-1.4645966928565883
0,100001.0,250,289,0.016679288048269243,-2.12923387726016,6.13295714972802,-1.9195733134539399,4.010818278014735,3.5541478457255677,0.06251211854683354,0.031272484478858366,8090005,0.05118142822184797,-1.4051534947919286
0,100001.0,250,312,0.022592876551075784,-1.9555744157819956,6.836425152879207,-1.82680409935974,3.7796158630502017,3.3096022313462377,-0.3667254178665446,0.036243674747134906,8090006,0.06727807286493645,-2.222650945063537
0,100001.0,250,283,0.034716168230212494,-1.7024052577549182,6.9424833983433425,-1.093389116704708,3.4951014616991687,2.9726716425134527,-0.5181082599323686,0.04014071173029587,8090007,0.05016841559787537,-1.052122101477905
0,100001.0,250,258,0.02130654016330094,-1.9389919016930133,7.669406775897207,-0.4596327621364698,3.738096164966489,3.273061786522909,-0.2135589881124524,0.03613562003677028,8090008,0.06066947691510459,-2.0486987430394423
0,100001.0,250,347,0.009829029805330548,-2.340884520557021,7.50303856725641,-1.0303041806001032,4.288773150796511,3.8565865234169054,0.01959366594530366,0.03340292904551439,8090009,0.06081468732071142,-1.59942810283022
