#/home/enes/bim/BIM.py trees/r8030204.trees,trees/r8030205.trees,trees/r8030206.trees,trees/r8030207.trees,trees/r8030208.trees,trees/r8030209.trees,trees/r8030210.trees,trees/r8030211.trees,trees/r8030212.trees,trees/r8030213.trees,trees/r8030214.trees,trees/r8030215.trees,trees/r8030216.trees,trees/r8030217.trees,trees/r8030218.trees,trees/r8030219.trees,trees/r8030220.trees 250 --stats=all --eta=etas/BC.json --out=outs/662171120.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,FerL,ZngE,FulD,TajD,FayH,btree,Colless,path
0,10001.0,250,48,6.009368239785395,-1.8705727784399324,3.029516202809949,-1.4143617479761603,3.4986132194146364,0.003207756694580046,-0.32029871533418486,0.03366044824459127,r8030204.trees
0,10001.0,250,48,4.979776354449916,-1.7128021102565971,2.8939543677764976,-1.41436174797616,3.479017428356879,0.025139420234501223,-0.30648458088935043,0.03930884829641145,r8030205.trees
0,10001.0,250,37,5.813095737209869,-1.4679047215261183,2.4425517602200264,-0.4933004654389258,2.936977950258949,0.01597126194300321,-0.760610433454362,0.04314030314807618,r8030206.trees
0,10001.0,250,77,0.9061850537427846,-1.1854020500725906,2.0692935315862377,-0.8521828352628039,2.507653978848831,0.02724271931534705,-0.02319639236171478,0.03822916298625587,r8030207.trees
0,10001.0,250,39,3.409135991974249,-0.4883862020417632,0.9916173920473139,-0.6152804950534947,1.3892801129776955,0.0393711521905936,0.521670070602096,0.029270307034589976,r8030208.trees
0,10001.0,250,46,4.995234720345941,-1.9124853624048614,2.9881376542015836,0.5550457539365066,3.333556561757672,-0.016885775460784132,-0.5388220766647853,0.0389448613311808,r8030209.trees
0,10001.0,250,45,3.4301019187312236,-1.4830278457525266,2.4407547360909887,-0.5338766159724846,2.8727816510042676,0.010017041479505391,0.6631011087965641,0.02883793237465993,r8030210.trees
0,10001.0,250,69,2.1075895261556803,-0.6511102348927847,1.7336383355831795,-1.1247599363515055,2.7343482589908703,0.12104426623365379,0.8824510131468446,0.0273113961221229,r8030211.trees
0,10001.0,250,53,5.465911371573766,-1.2123035129143958,2.0654938485105307,-0.5632217466162424,2.4896155096125856,0.02048117601690598,-0.04034325340182981,0.03165619467115775,r8030212.trees
0,10001.0,250,36,5.59579277094064,-1.2275299785333595,2.181853532924987,-0.42776132586652904,2.7844306080698913,0.04043158333098582,0.25559553525346757,0.02925113015730153,r8030213.trees
0,10001.0,250,51,6.028341975770556,-1.083861099193367,1.9397187306904524,-1.5076720617645416,2.4431608158509857,0.03556258455803542,0.22372917109578663,0.029710238804681093,r8030214.trees
0,10001.0,250,49,5.707153273084625,-1.7676679452150623,2.8877264200368975,-1.0878327471550784,3.3597158109742216,0.0075444047253310775,-0.8264333687023442,0.0459220394121288,r8030215.trees
0,10001.0,250,61,5.431205469992756,-1.0401800090111244,1.868019408680035,-0.2925590550937998,2.340105968389162,0.03423646288648035,-0.19557296313078165,0.03814264502177444,r8030216.trees
0,10001.0,250,54,4.468248751444323,-1.755066615608199,2.910630152080099,-0.6073324070137393,3.4191346353638967,0.015014196310560463,-1.3597008069530412,0.049031250449827986,r8030217.trees
0,10001.0,250,33,4.855127575472159,-1.3198185129610798,2.316183441085094,-0.7231196638971009,2.939916417118497,0.038572070938170305,-0.6477016857822543,0.0334045860862806,r8030218.trees
0,10001.0,250,38,5.271016078599859,-1.80369826609642,2.9449890993352934,-0.10348350060033198,3.472416820759999,0.008638573925686439,0.06393037951616688,0.034017791596493506,r8030219.trees
0,10001.0,250,70,1.973510853990817,-0.5163834872404934,1.6638454490068453,-0.6369527735835623,2.820879811802204,0.1469796899302877,-0.30302052873131047,0.03876392667443969,r8030220.trees
