#/home/enes/bim/BIM.py trees/ir8010138.trees,trees/ir8010139.trees,trees/ir8010140.trees,trees/ir8010141.trees,trees/ir8010142.trees,trees/ir8010143.trees,trees/ir8010144.trees,trees/ir8010145.trees,trees/ir8010146.trees,trees/ir8010147.trees,trees/ir8010148.trees,trees/ir8010149.trees,trees/ir8010150.trees,trees/ir8010151.trees,trees/ir8010152.trees,trees/ir8010153.trees 250 --stats=all --eta=etas/BC.json --out=outs/296902315.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,FulD,TajD,FerL,bsfs,ZngE,Colless,btree,path
0,10001.0,250,80,0.06478497582693743,0.42818137975939313,1.370606155616629,-0.2946805503088514,1.6868899746147965,0.8466656484896361,0.06966077710345105,-2.4716606631604043,ir8010138.trees
0,10001.0,250,66,0.05621602014985419,-1.5830521643995803,0.7601182684777225,-0.024348682979900626,0.8813736824601239,0.3549888510791006,0.05067273703107361,-0.8959454989063325,ir8010139.trees
0,10001.0,250,73,0.10264467994947114,-0.9814242143334017,0.5140839023030518,0.4396140991698833,1.157218314394654,-0.12717892814594986,0.038318866865310705,-0.16248078341682065,ir8010140.trees
0,10001.0,250,66,0.04220459052098651,-0.4947585593334028,1.4554723222592825,-0.5022024980714717,0.8189455129359279,1.0472270640826735,0.04656043528954528,-0.7045383138755832,ir8010141.trees
0,10001.0,250,67,0.19377131344827922,-1.0683244134544412,1.5021821389304184,0.5291174691191108,2.4835232416476294,0.23624893445888118,0.03511087360193462,-0.1035398615420904,ir8010142.trees
0,10001.0,250,63,0.011626657695224358,-1.2296024413818796,1.335647376095723,-0.648845754679212,1.4619550463623763,1.1114907125768332,0.053201074091085744,-1.4425461686727736,ir8010143.trees
0,10001.0,250,80,0.13891483078712985,-0.025713725053859215,0.15663179753521383,0.8985369942810679,1.5428093470030264,-0.655944754559721,0.043865785723539316,-0.4897532994338743,ir8010144.trees
0,10001.0,250,66,0.1376778841967723,0.049388243199684524,1.5987512016218506,0.08412363583925912,1.94561232558922,0.6374760327086926,0.06341876043071716,-1.8805718487690983,ir8010145.trees
0,10001.0,250,63,0.05896232472673443,1.328087297189745,0.8735329877027308,-0.06850904123569805,1.098428281058555,0.43995907520189576,0.04519367793755668,-0.8495009634488853,ir8010146.trees
0,10001.0,250,75,0.09944803301258348,-1.277026424078354,0.3165219498453994,0.52712973169384,1.2592994494323937,-0.2852132048809352,0.04998848440356408,-0.8766460142095913,ir8010147.trees
0,10001.0,250,63,0.08193929470031222,-0.9454146926516994,0.915432990238403,0.06780935420740812,0.7944608093593839,0.34847796891279514,0.056955934336424034,-1.4737916666636328,ir8010148.trees
0,10001.0,250,52,0.13915404629898315,-0.5175456139137313,0.48835258245888086,0.6784081342591537,1.5058966068819735,-0.3330930388741746,0.05217968648788703,-1.2430526633423855,ir8010149.trees
0,10001.0,250,71,0.11527129281327173,-0.6701449632473339,0.7700594204392579,0.386186277768114,1.3750287309838698,0.028993888862651064,0.0407544155115084,-0.26182750997382787,ir8010150.trees
0,10001.0,250,60,0.13137895603562338,1.5362542753452304,0.33600593663957473,0.7223315444431101,0.9497039710251921,-0.4346678360417816,0.05051471394261912,-0.9020618142971066,ir8010151.trees
0,10001.0,250,78,0.09062438178474194,0.5147760934111183,1.3844336492602884,-0.1200017456246059,1.5770754772101923,0.7112450900581878,0.049944193648041285,-0.846530129020163,ir8010152.trees
0,10001.0,250,70,0.09871994321194856,0.1353796579330809,1.0619138942236452,0.10945169275592262,2.2201134613781823,0.38117889503306907,0.047687905321475654,-0.8721892748873988,ir8010153.trees
