#/home/enes/bim/BIM.py trees/ir8080040.trees,trees/ir8080041.trees,trees/ir8080042.trees,trees/ir8080043.trees,trees/ir8080044.trees,trees/ir8080045.trees 250 --stats=all --eta=etas/BC.json --out=outs/249476582.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,FulD,TajD,ZngE,bsfs,FerL,btree,Colless,path
0,2501.0,250,6,0.14107475068978328,2.0301464234706037,-0.39169692497560965,-0.7234691506404971,-3.1178367348751664e-06,0.7241766919554363,-1.8382248255242823,0.06143930560953491,ir8080040.trees
0,2501.0,250,7,0.0754276815901109,-0.26412781878448416,2.0143925141323678,1.313466116676074,1.5847436479783599,-0.6752121339178982,-1.0510122777569926,0.052241222956341496,ir8080041.trees
0,2501.0,250,9,0.23255014749734595,-0.7089587510095278,1.3579521695052768,0.2383708213450176,1.0016122144399926,0.371122693451128,-0.5658415216707899,0.040112061147817075,ir8080042.trees
0,2501.0,250,4,0.07817828040988688,0.9029723794226858,0.1371991176484831,-0.08869376277191997,5.056170714293956e-07,0.17718554361918107,-1.840161272205508,0.08083948698017879,ir8080043.trees
0,2501.0,250,11,-0.19761203370830388,-1.029123745469293,0.5727888858399347,1.212941588125868,1.7494547413051793e-05,-1.2376923915771134,-2.251311045530643,0.08291229433864492,ir8080044.trees
0,2501.0,250,9,0.15403276133324206,2.2745822299074945,0.043372859873275355,-0.5144245008891275,1.1085547122109732e-08,0.6689295564388755,-0.4735178794693113,0.04223344992874725,ir8080045.trees
