#/home/enes/bim/BIM.py trees/ir8090026.trees,trees/ir8090027.trees,trees/ir8090028.trees,trees/ir8090029.trees,trees/ir8090030.trees,trees/ir8090031.trees,trees/ir8090032.trees 250 --stats=all --eta=etas/BC.json --out=outs/407526565.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,FerL,FulD,TajD,ZngE,bsfs,Colless,btree,path
0,2501.0,250,9,0.09805159855388096,0.05787118564409869,-0.7089587510095277,0.7720757847545991,0.2571907044008711,1.5267872976857568,0.061390724187070866,-2.2348820814597596,ir8090026.trees
0,2501.0,250,6,0.0971768382300106,0.156725819402451,-1.9642299758823032,0.43855586588747897,0.043626742902602024,0.6896538593994798,0.10519497344215573,-3.0357610639346135,ir8090027.trees
0,2501.0,250,7,0.13763892923591353,0.2220521563639724,-2.0558699516774643,0.6903742311913711,0.09057158138655264,1.1383255665086562,0.08579479207151186,-2.7233181977523664,ir8090028.trees
0,2501.0,250,6,0.1239797334027683,-0.43161205484900594,-1.9642299758823034,1.8672271997283219,1.0561933223794928,1.6028800173926832,0.04777173208964892,-0.9347495898845953,ir8090029.trees
0,2501.0,250,13,0.04125139456344969,0.20431522792213488,-0.14726309148325303,0.010422295692765855,-0.1586212618233663,0.9393535276965291,0.036306516388133175,0.12559147354006697,ir8090030.trees
0,2501.0,250,8,0.08467539613974928,-0.18902600535178654,-2.133690217292945,1.1241023873748217,0.5879911812391164,2.431269566347317,0.035334887938852186,0.02469712480389694,ir8090031.trees
0,2501.0,250,9,0.06352847211177497,0.01307697804707108,0.7828117394489833,0.5496402234303276,0.20543602599727384,1.3700064365448863,0.03412035237725094,-0.014078666395347383,ir8090032.trees
