#/home/enes/bim/BIM.py trees/ir8050022.trees,trees/ir8050023.trees,trees/ir8050024.trees,trees/ir8050025.trees,trees/ir8050026.trees,trees/ir8050027.trees,trees/ir8050028.trees,trees/ir8050029.trees,trees/ir8050030.trees,trees/ir8050031.trees,trees/ir8050032.trees,trees/ir8050033.trees,trees/ir8050034.trees,trees/ir8050035.trees,trees/ir8050036.trees,trees/ir8050037.trees,trees/ir8050038.trees 250 --stats=all --eta=etas/BC.json --out=outs/558710770.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,FulD,ZngE,TajD,FayH,bsfs,Colless,btree,path
0,10001.0,250,86,-0.7434542705113283,-1.2918624976570436,1.7568271939640667,2.5976556189055,0.09649964204809468,2.8167751401546997,0.05467954768382284,-1.4573334364380923,ir8050022.trees
0,10001.0,250,72,-0.22234949169169496,-1.7052891449451397,0.8424442432123312,1.4981058643999725,0.08533783384942877,3.2651930497838566,0.04091481131900876,-0.5548744928838841,ir8050023.trees
0,10001.0,250,78,0.3129278056916037,-1.1124010286691595,0.2165987453813867,1.057399987762763,0.12641909725437558,1.8559072648563455,0.043483611866822126,-0.6582594768397527,ir8050024.trees
0,10001.0,250,88,0.10425607736982853,-1.3318790001717642,0.7345235882070753,1.8379748201619155,0.15645635203068603,2.8550815167379957,0.04874924919619828,-0.9125102136018849,ir8050025.trees
0,10001.0,250,71,-0.4306923638565574,-0.9241748137085984,1.1292142956380997,1.7670888360922223,0.07671737365523737,1.2344568624840428,0.044565358207021635,-0.3888443297522671,ir8050026.trees
0,10001.0,250,82,0.013460570836318542,-0.9845838012704483,0.8114022837087373,1.8499466582308168,0.14524286734231082,2.9749401451882265,0.03735911387485426,-0.20321924262465285,ir8050027.trees
0,10001.0,250,68,-1.247962584132685,-2.1551565947983926,2.285804802550573,2.8958153844570504,0.04830580491117584,5.450377244177114,0.044970203394222044,-0.9110511306911226,ir8050028.trees
0,10001.0,250,76,0.010837998928605694,-0.3472595097849323,0.967244257371533,2.20124878128592,0.17287477333029808,1.5440369554882478,0.04477356430329613,-0.6818678990655426,ir8050029.trees
0,10001.0,250,84,-0.9051224680950113,-0.5999886320797153,2.0535334933779286,2.973191378657463,0.10290670299667108,5.196825886595053,0.04687567474197866,-0.8171894824919116,ir8050030.trees
0,10001.0,250,71,-0.934297516265097,-1.178204664169863,1.9758153961757294,2.762265568177164,0.0826942902282245,3.5147323492946496,0.06151585815402372,-2.1417639569311664,ir8050031.trees
0,10001.0,250,81,-0.44656984694394763,0.3864046942055434,1.1766255279629658,1.836619451373423,0.07948325417127673,1.8146311109109179,0.06219393703847649,-1.5278237106924495,ir8050032.trees
0,10001.0,250,70,-0.295296540330375,-0.37950862974468164,0.9516592440563308,1.6135432867024457,0.08408306905973906,3.63143762159735,0.056844891085077634,-1.561372671056423,ir8050033.trees
0,10001.0,250,69,-0.6089026539832038,-0.6028566239973346,1.5261672095573968,2.3419105040563486,0.09634424931575689,3.7618085368224676,0.0443386449021894,-0.8256182106326597,ir8050034.trees
0,10001.0,250,95,0.19334933325338985,-1.4592746223732804,0.6804217338539167,1.8739871503144863,0.17097488802824465,3.0033521791460203,0.04152854301456299,-0.4008974414499902,ir8050035.trees
0,10001.0,250,53,-0.40032969210136066,-0.22947315298874715,1.0115250074366198,1.5754392413487444,0.06694675185582935,3.9333792145688693,0.04269497344215572,-0.3052164721107122,ir8050036.trees
0,10001.0,250,70,-0.034091895573704206,-0.6369527735835624,0.6947602407301506,1.50920086503088,0.11321961284875885,2.437765136003724,0.046055188495919164,-1.1569925180154323,ir8050037.trees
0,10001.0,250,78,-0.6180589491689533,-1.3448549032520563,1.2713471486871954,1.7404820353443051,0.04787641862853717,1.3492956159333138,0.05519254437103251,-1.6070089454242118,ir8050038.trees
