start,end,N,SS,FayH,bsfs,ZngE,FerL,TajD,FulD,Colless,btree,path,iColless,ibtree
0,10001.0,250,69,-0.05942555112371525,0.2624864080247017,0.5740229347605031,-0.5634991988010957,0.27012622578383805,-0.08095331164316424,0.037505783502674285,-0.12400214422973145,9000000,0.059077501071282665,-1.155330772789226
0,10001.0,250,42,0.1305799252145529,1.5180008879040616,-0.3248179663947461,0.6320346223064134,0.4243432426047544,-1.1915683460804989,0.0286341217404179,0.6645798562303578,9000001,0.04413254189779646,-0.4925661192068698
0,10001.0,250,81,0.03419740133349833,1.7804680463337377,1.5384246297469828,-0.8312736593249029,1.951759211916578,-0.9593426009148892,0.03214716147090807,0.2692552270655251,9000002,0.043114855736309285,-0.44323826558764096
0,10001.0,250,67,0.09113239025134856,1.5694207826520783,-0.01865694161305305,0.3292775434495848,0.5595027588949384,-0.26353820182450205,0.028174825946558037,0.8041558489117682,9000003,0.045713872861171734,-0.6569577803954656
0,10001.0,250,52,0.11584060857934728,1.0104437921500498,-0.7873303126293067,0.8813288019460241,-0.17706241046117344,1.5205081136020575,0.023859261932522715,0.9877281232016504,9000004,0.05006315584920325,-0.9358736080232268
0,10001.0,250,67,-0.08514780269535813,-0.3924664907616783,0.07645719124960919,-0.34423780711246643,-0.4559025762006048,-0.5318002723678152,0.031820471851563954,0.189623557562648,9000005,0.06437038476486591,-1.963302586241844
0,10001.0,250,68,-0.11910260920658725,-0.5288153196460355,0.15726556887097476,-0.5133030746870468,-0.5815716746415579,0.4904060653512021,0.04072843794532972,-0.1370972903256058,9000006,0.06043888816916411,-1.347439895330231
0,10001.0,250,76,0.11041136339177356,1.3538763086044687,0.1799068473180734,0.2781258601684921,0.9121265067754396,-0.3472595097849327,0.034231010061752394,0.1802023444739488,9000007,0.0554575622589614,-1.4462432247697738
0,10001.0,250,70,0.10435309463664044,0.7989801929697087,-0.6217328724004534,0.7506323907040362,-0.0362911277818097,-1.1518410612613252,0.035748215596641555,0.12841265924431972,9000008,0.04863756099667487,-0.51939495044954
0,10001.0,250,48,0.1356157726991946,0.7729544413105532,-0.6383266545102187,0.8514287013352467,0.10840038950850084,0.7795914774652168,0.029335406140691807,0.3776639017983253,9000009,0.046316988383642094,-1.2808150866246066
0,10001.0,250,50,0.0505269508858435,0.08786122905345288,-0.7413469607364312,0.6306836664409373,-0.5350832091656127,-0.06896314663617208,0.04444930258669085,-0.27624906039099645,9000010,0.07198147428423371,-1.7496244138002075
0,10001.0,250,56,-0.23776187879571545,-0.2681894167092321,1.629586135820131,-1.824064739244368,0.3639808218002492,0.8945822841459385,0.03151037329039661,0.5137534540926991,9000011,0.05400539539562425,-1.1662903264303952
0,10001.0,250,89,-0.4845751196228503,-1.7379290772424905,2.4528124030426546,-3.2507468379695785,-0.3887425161609827,-1.5563355799977914,0.049377078205294314,-0.6438475104240098,9000012,0.08006218422075398,-2.6085314673596782
0,10001.0,250,55,0.08021351275207562,2.698702252421361,-0.11440806415456073,0.3447083824172843,0.3729640633594197,-0.9724529589850468,0.030268539596172706,0.4554430736976699,9000013,0.05600628319730535,-1.2621398356249314
0,10001.0,250,58,0.03627230731492398,1.7321676034195586,-0.3650617963069345,0.35097741989728914,-0.1871326878581047,-0.7696309122327301,0.03613472121304291,0.0996535615659112,9000014,0.06213711149583673,-1.6626227216090703
0,10001.0,250,57,0.11085355559227522,-0.18913337576025152,-1.4108385847171334,1.2550594231067471,-0.910178137268766,1.1408380761972026,0.04087652054268241,-0.12595962472543598,9000015,0.05578072659300797,-1.0223377004234118
0,10001.0,250,55,-0.045566556791343686,-0.3702980399723661,-0.15752377130870046,-0.057750567203307075,-0.4658674444955157,0.3175310170017544,0.03871939370384765,0.031993868268374616,9000016,0.06316880424925507,-1.243676317520478
0,10001.0,250,53,0.07014040352853408,1.361679374408898,0.17796344347271498,0.12784474086579956,0.6424336548388019,-0.22947315298874735,0.034174822456983354,0.3181097716778679,9000017,0.04275435073627845,-0.3387418502838854
0,10001.0,250,44,0.0666399083815097,0.9465993778044148,0.15466542562542926,0.12487573709361036,0.588341477034087,0.7078629523990989,0.032793059933881284,0.2027002782776527,9000018,0.05245027028936862,-0.9315173079850432
0,10001.0,250,55,0.04637859482167336,0.4103888722030078,0.4290767707620962,-0.10797204630665212,0.7809409232347634,0.6400270109984537,0.033973408568563374,0.018057298912981364,9000019,0.06094377510040161,-1.728711754483912
0,10001.0,250,62,-0.1379173706798672,0.2672199899859431,1.7055869646235395,-1.5345416197319717,1.063677932909722,-1.4893146806158997,0.03326820796700314,0.3318130069728207,9000020,0.05237077341624563,-1.1015673506730792
0,10001.0,250,81,0.08919263400086608,1.4961680728533673,0.5186634446300855,-0.0047048735965739,1.1587951832415992,-0.7350513850614838,0.037049851648924575,0.047011844292492805,9000021,0.052442026169192905,-1.0565751317439291
