#/home/enes/bim/BIM.py trees/ir3020080.trees,trees/ir3020081.trees,trees/ir3020082.trees,trees/ir3020083.trees,trees/ir3020084.trees,trees/ir3020085.trees,trees/ir3020086.trees,trees/ir3020087.trees,trees/ir3020088.trees,trees/ir3020089.trees 50 --stats=all --eta=etas/Fn.json --out=outs/866179843.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FulD,FerL,TajD,bsfs,ZngE,FayH,Colless,btree,path
0,100001.0,50,421,-0.23121662695539563,-0.3370014869909197,-0.037818051612418115,-0.155513697440441,0.27588486860733596,-0.04257779034254057,0.21251962323390888,-2.102662410736181,ir3020080.trees
0,100001.0,50,415,-0.044198961560926855,-0.10982225602024112,-0.012619445077642472,-0.1894384911556292,0.08975101343375608,-0.013898926405609146,0.1724284541402768,-0.7920961907591902,ir3020081.trees
0,100001.0,50,335,0.24466894184033813,-0.8054236830205488,-0.5904802880521968,-1.6032742307762688,0.40149111407358473,-0.13713743267689343,0.21207658321060385,-1.8141258323932632,ir3020082.trees
0,100001.0,50,400,0.18861654066680533,-0.6280964307578379,0.2369349805260981,-0.04870836317539664,0.6728409121989949,-0.057944790870717314,0.14613702623906705,-0.30832264397291614,ir3020083.trees
0,100001.0,50,361,-0.5425311941327042,-0.30194751088850713,-0.12268179269974197,-0.27020072914835847,0.2013404632451488,-0.04445235158075356,0.16056640047323276,-0.8662924269502552,ir3020084.trees
0,100001.0,50,388,0.6777174550398735,-0.8792586835926459,0.352642899358744,-0.1250737280768874,0.9526001670513224,-0.07969858845823458,0.12807017543859656,-0.42628649800859686,ir3020085.trees
0,100001.0,50,273,1.8560817794798288,-0.28917899013838727,-1.1180930595714584,-2.7131779026787353,-0.3210244541254127,-0.11293446698870196,0.23017644557823144,-1.4757088134851626,ir3020086.trees
0,100001.0,50,389,0.09667533751937675,-0.07139123678127167,0.13268177649380633,0.1173361467842086,0.13104176838560488,0.0007987546709915125,0.1698872462370775,-1.1958083725348128,ir3020087.trees
0,100001.0,50,416,-0.9064524421594834,-0.47458627550770066,0.1526829579977446,0.09238064968906662,0.4948660030549847,-0.0455904671515548,0.16857644697223145,-0.815591777774404,ir3020088.trees
0,100001.0,50,312,-0.25323458284624245,-0.8358908054387301,0.5050768543472586,0.08822472152286781,0.9921171054217215,-0.06424328479153919,0.13068513119533529,-0.5019018225584727,ir3020089.trees
