#/home/enes/bim/BIM.py trees/ir8030154.trees,trees/ir8030155.trees,trees/ir8030156.trees,trees/ir8030157.trees,trees/ir8030158.trees,trees/ir8030159.trees,trees/ir8030160.trees,trees/ir8030161.trees,trees/ir8030162.trees,trees/ir8030163.trees,trees/ir8030164.trees,trees/ir8030165.trees,trees/ir8030166.trees,trees/ir8030167.trees,trees/ir8030168.trees,trees/ir8030169.trees 250 --stats=all --eta=etas/BC.json --out=outs/322106661.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,FulD,TajD,FerL,ZngE,bsfs,Colless,btree,path
0,10001.0,250,55,0.13948898799853746,-1.9399409409751476,3.1618576128575033,-0.7667086637123172,2.002800081888199,3.8943454454669673,0.04733449928747247,-1.0636038931610015,ir8030154.trees
0,10001.0,250,47,0.05699228487113994,-1.3808404083664279,3.8138413165151417,-1.6794905116752232,3.011152802295208,5.087613800140153,0.03948050265578443,-0.5675724058111362,ir8030155.trees
0,10001.0,250,36,0.03418444771104782,-0.42776132586652926,3.128156576393007,-1.4513709952716443,2.5092982842543874,3.469771253619145,0.06778727814483741,-1.7805177104120185,ir8030156.trees
0,10001.0,250,34,0.03807098831107646,0.21328097326921525,1.3660382584403756,-0.48528511326799023,0.9744906390249375,4.349784836369339,0.04558556807876668,-0.6439883771190411,ir8030157.trees
0,10001.0,250,43,0.014263603786079932,-0.0195705300655796,2.1871682603574576,-1.0833432622899661,1.8191135803971694,4.729963021378051,0.047221142635056355,-0.6292041238874096,ir8030158.trees
0,10001.0,250,33,0.006613145591264534,-1.2362480586115816,2.621735597263413,-1.3531544653380734,2.206987651857046,5.428842910413796,0.03261432828086539,-0.02678077640103839,ir8030159.trees
0,10001.0,250,44,0.016458382585070295,0.7078629523990989,3.3900673439458977,-1.7178855929518366,2.852577475568682,6.088479111942446,0.040452131105065424,-0.47061942696771003,ir8030160.trees
0,10001.0,250,40,0.03911721310883203,1.054995827187399,1.636671343491075,-0.6226747368441079,1.207233393371019,4.2673423255357,0.06268083085028285,-2.1833862655631644,ir8030161.trees
0,10001.0,250,38,0.01060995309473539,0.8010186773774194,2.2674600879834683,-1.1455526527361466,1.8971306850429295,4.457311328880927,0.03410415856976293,0.07597685620664779,ir8030162.trees
0,10001.0,250,54,-0.04288377279923347,-2.24745996317717,4.201010447503389,-2.5740751956656873,3.912752164248667,3.1655167351372464,0.04022541780023319,-0.2540623326900621,ir8030163.trees
0,10001.0,250,39,0.026350219337243123,1.593612470448307,1.8495246964274072,-0.8200090159496067,1.4566706241666096,5.365945080090943,0.0520468972664853,-1.3408082706690467,ir8030164.trees
0,10001.0,250,36,0.034387112289147995,0.04700883318454852,2.8586244089895527,-1.3060609636527838,2.2768125108105135,5.522265356090952,0.05915597875372458,-1.9523654346176866,ir8030165.trees
0,10001.0,250,31,0.02013711588873543,-1.6712663657881428,2.7562283389251214,-1.3359627708399604,2.246048723306674,4.120360150410048,0.04977976421816298,-1.178281558236427,ir8030166.trees
0,10001.0,250,48,0.038587760284623795,-0.6830440061623677,1.34206586851037,-0.46686366099401566,0.9602798906955724,5.725739862381279,0.03948050265578443,-0.643329368078478,ir8030167.trees
0,10001.0,250,40,0.008105778735008276,-1.103917891504699,2.548860076487694,-1.3151666105541602,2.157877071375178,3.703153017568628,0.047059204560176184,-1.3939817709659381,ir8030168.trees
0,10001.0,250,65,-0.0024211742637147357,-1.5606289139442413,3.815298356873068,-2.102492306608146,3.378116981996742,4.094083094843302,0.03692188107267781,-0.4582407623225201,ir8030169.trees
