#/home/enes/bim/BIM.py trees/r3020040.trees,trees/r3020041.trees,trees/r3020042.trees,trees/r3020043.trees,trees/r3020044.trees,trees/r3020045.trees,trees/r3020046.trees,trees/r3020047.trees,trees/r3020048.trees,trees/r3020049.trees 50 --stats=all --eta=etas/Fn.json --out=outs/834061049.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,TajD,FayH,ZngE,FerL,FulD,bsfs,btree,Colless,path
0,100001.0,50,415,-0.31250832208771984,-0.043576552050372905,-0.0005168036539308979,-0.18351966410987852,1.1334781176242656,-0.8530839857063658,-0.8297999206328938,0.166951978159685,r3020040.trees
0,100001.0,50,337,-0.7540350067565739,-0.09356126836073396,-0.08784836544833692,-0.3430855931309251,1.233072121162041,-1.6740759945689359,-1.2407320155882986,0.18455626525419333,r3020041.trees
0,100001.0,50,399,-0.6362124768494526,-0.16385107425856074,0.5540047014171302,-1.0067484477036022,1.162171399014215,-2.3654717875802485,-1.3876477015317552,0.20907275953859816,r3020042.trees
0,100001.0,50,406,-0.14719569304947072,-0.12935551506534884,0.8042297345865067,-1.0042091970802562,-0.3004729639560836,-0.5766134134228978,-1.3255235109833485,0.17888241010689998,r3020043.trees
0,100001.0,50,458,-0.3950988320791001,-0.07698610872900524,0.1618030443450869,-0.4174998210053147,0.1683848174154953,-0.9203116911301432,-1.305476365623625,0.2028293904626525,r3020044.trees
0,100001.0,50,331,-0.5285593796063002,-0.1396747835816931,0.4837776831380272,-0.8629175871903075,1.8955942910066816,-2.0459017610271863,-1.787661374095953,0.18726572261557672,r3020045.trees
0,100001.0,50,397,-0.3492416866434198,-0.03096529501881872,-0.13173069910880078,-0.05537746513966625,1.594810689193577,-0.7513426455348247,-1.44876716705825,0.18059280855199233,r3020046.trees
0,100001.0,50,478,0.15868351662189964,-0.04003842581693665,0.46092588619144875,-0.4320789086337319,0.05454484849488611,-0.08917696968445359,-1.041176395180288,0.17355721631375565,r3020047.trees
0,100001.0,50,348,-0.6148910359409504,-0.1990787877439162,0.833352192209922,-1.3127443316126968,0.027757946237497878,-1.8360547564556242,-1.3829762984783844,0.23882664954093535,r3020048.trees
0,100001.0,50,364,-0.26977891847234464,-0.077936039340431,0.2966765876453771,-0.4972974680172247,0.45111247409541466,-0.6471503413186193,-0.296565032267221,0.147741537091027,r3020049.trees
