#/home/enes/bim/BIM.py trees/r8020187.trees,trees/r8020188.trees,trees/r8020189.trees,trees/r8020190.trees,trees/r8020191.trees,trees/r8020192.trees,trees/r8020193.trees,trees/r8020194.trees,trees/r8020195.trees,trees/r8020196.trees,trees/r8020197.trees,trees/r8020198.trees,trees/r8020199.trees,trees/r8020200.trees,trees/r8020201.trees,trees/r8020202.trees,trees/r8020203.trees 250 --stats=all --eta=etas/BC.json --out=outs/744626812.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,TajD,FerL,bsfs,FayH,ZngE,Colless,btree,path
0,10001.0,250,49,-0.37024077958604606,0.7873359304436255,0.32154484391733185,1.8984764752569674,0.11112233095682993,0.08422737628914562,0.02716241309323315,0.6424967560690906,r8020187.trees
0,10001.0,250,97,-0.5478461922394229,1.5251911613729023,-1.5919288695772496,-0.11484372332771328,-0.10403496386313281,1.9678096105693064,0.04130991218049127,-0.5560247236059819,r8020188.trees
0,10001.0,250,63,-0.09285144646115781,0.45244207095776084,0.38589059646596263,2.490158150172695,0.09135518906056941,-0.11194342317960203,0.033148201547083235,0.24442632147223844,r8020189.trees
0,10001.0,250,85,-0.842662461768864,1.5057380767596333,0.0827039605975953,1.5510323970985471,0.1280484366253375,0.6032351142216726,0.03385801269594507,0.11443625898058003,r8020190.trees
0,10001.0,250,69,1.223804969242262,0.975328688627956,0.542489112842114,1.7359125654819247,0.15396536492026802,-0.006710976034878489,0.03351398425242187,0.05839445301421728,r8020191.trees
0,10001.0,250,82,-0.3194945026449052,2.4621564607064697,-0.8796390233940546,1.6263324423629915,0.06695314471857393,1.8047228181064963,0.028221105023632512,0.5489714860044158,r8020192.trees
0,10001.0,250,72,-0.702468737997542,1.341126210496344,-0.245491013526116,4.62628279016214,0.06978160205462536,0.7916467511251498,0.025984988340458606,0.5559636735235151,r8020193.trees
0,10001.0,250,55,-0.6499569649883468,1.1710445111536638,-0.08459881110659825,5.5958923275906445,0.08087370627266886,0.5811163696740625,0.024303666278015286,0.7517604889792202,r8020194.trees
0,10001.0,250,75,0.6528469507600003,1.7622916264276147,-0.3376148066882621,2.0651551397692005,0.08938199285530415,1.0535355214347712,0.03598871291618086,-0.039994638713456585,r8020195.trees
0,10001.0,250,67,-0.5318002723678148,0.6584041969506658,0.34920305640455124,2.3339612059386856,0.10175151600056313,0.00892615691711896,0.03221757999740899,0.2362397930387182,r8020196.trees
0,10001.0,250,75,-0.07085556480438261,1.3704343253896536,0.24193267561730636,1.978584015790373,0.14108395727157952,0.4120696467985729,0.030281520346619455,0.4357552134949247,r8020197.trees
0,10001.0,250,62,-0.6239052371832595,0.5470644090930821,0.5269205810160555,1.3363404237702585,0.1193470139278087,-0.1841155065619444,0.030317751946201222,0.4285390625211443,r8020198.trees
0,10001.0,250,74,-1.2532650937625138,0.8569887833176663,0.5008470028272594,2.9832059939030784,0.13796502077020165,-0.02461910814232912,0.028653410503391073,0.7055313804805298,r8020199.trees
0,10001.0,250,81,-0.9593426009148892,1.2636806016109587,-0.1204665338639565,1.4426036925493624,0.08101207917206844,0.6587405304977912,0.030342288018152766,0.3448183134292533,r8020200.trees
0,10001.0,250,77,-0.8521828352628043,1.9480087815529912,-0.05354165836641888,1.6002563464697448,0.14392801592874604,0.9073121981505814,0.043927657236286645,-0.4394293802555528,r8020201.trees
0,10001.0,250,80,0.42818137975939324,1.4515416682821245,-0.32636513896616587,1.5076511844501723,0.0665955603041968,0.9081949537869157,0.04341883663687007,-0.6065906402274817,r8020202.trees
0,10001.0,250,46,-1.3459897975374753,1.999625109735447,-0.09681715556656993,2.051845146524016,0.14728697705831248,0.9469430004289092,0.030335984135051362,0.5249132221739186,r8020203.trees
