#/home/enes/bim/BIM.py trees/r8100021.trees,trees/r8100022.trees,trees/r8100023.trees,trees/r8100024.trees,trees/r8100025.trees,trees/r8100026.trees,trees/r8100027.trees 250 --stats=all --eta=etas/BC.json --out=outs/931031357.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,FerL,ZngE,FayH,TajD,FulD,Colless,btree,path
0,2501.0,250,11,1.2984316162130338,-1.0487932337984769,1.7373978581246896,0.017799802100869226,2.2679144861345657,0.2523487190495647,0.02912393992844828,0.48787561769478316,r8100021.trees
0,2501.0,250,10,0.5088586222207332,0.6704390017063806,-0.48662683488842995,0.15651082983736062,0.1175239127138987,0.4973207385797265,0.026821572002294895,0.5178736100939136,r8100022.trees
0,2501.0,250,5,-0.6174050080422206,0.8242386568308174,-1.0391056628770121,0.09631140367113146,-1.022525726433197,2.6707576555551764,0.0337263030617092,0.2568601952180282,r8100023.trees
0,2501.0,250,7,1.690525703800356e-05,0.4363581241959829,-0.3485587290128663,0.1067821504035954,-0.006577479746309535,-0.26412781878448416,0.022970915921751524,1.070697885931203,r8100024.trees
0,2501.0,250,13,0.6734461524223777,0.3968031281166891,-0.24594172134323786,0.09545765371444494,0.17450472928871533,0.9776412577841302,0.04141566265060241,-0.16735802341041156,r8100025.trees
0,2501.0,250,7,1.1442425732279897,-0.05573526000548045,0.4629985534974522,0.11645945559294249,1.0842984533724684,-2.0558699516774643,0.029634667703070345,0.24634564505676343,r8100026.trees
0,2501.0,250,7,3.4127778313952657,-0.8237934924867619,1.5636036352580214,0.07993454086400685,2.3569678533402763,-2.0558699516774643,0.028624174115818114,0.48681408935992865,r8100027.trees
