start,end,N,SS,ZngE,bsfs,FayH,FulD,FerL,TajD,btree,Colless,path,iColless,ibtree
0,100001.0,250,578,-0.1309976475125638,0.18571698873328688,0.01809512353782661,0.8318771985313143,0.15017461499956095,-0.01999400144261968,-0.10040541738429473,0.038635456876987405,1000000,0.0428827725368728,-0.38126937193341054
0,100001.0,250,540,0.1970973952518208,-0.03020497005834365,-0.02683215141578093,0.4046846773209217,-0.2243490972943329,0.032955445776564014,0.05764656954633383,0.03640099205103272,1000001,0.04556707579537711,-0.4905236162300411
0,100001.0,250,638,0.4717302218678145,-0.2872024451490436,-0.054202444805834575,-0.13672669980645022,-0.4989768808603791,0.14584024262828216,0.2434321714258128,0.03382765062561898,1000002,0.04033643803266348,-0.1321260557809493
0,100001.0,250,594,-0.17332608317877166,-0.3092697896644184,-0.04755581591920584,-0.3643685477961516,-0.07573721243947584,-0.5120583638903478,0.007686842691697316,0.03683034107757193,1000003,0.043122721299946334,-0.2946134907853661
0,100001.0,250,631,-0.2647402523909599,0.5824470631267314,0.0381124798528136,-0.1941638723915221,0.3095737279423411,-0.029595738807431164,0.21725862171162866,0.03341467989511972,1000004,0.03789959103918137,-0.05854297316334536
0,100001.0,250,650,0.1591110548609701,0.5457086675118419,0.025908884752288617,-0.6902346232947608,0.0015209109342838804,0.34955866288246595,0.14458478355307286,0.035353535353535345,1000005,0.03777804858947363,-0.07272963948285087
0,100001.0,250,525,-0.2381290833944773,0.050029873916083926,0.013080010105847787,0.2516014061617636,0.1969004106257816,-0.17113288061871276,0.2965089132220759,0.032009023385820894,1000006,0.03995533802789068,-0.17547854408729602
0,100001.0,250,548,-0.4734045212464509,-0.2177138330576987,0.015209970182617943,0.8047185176056572,0.3501049691935829,-0.4132700433151522,-0.19163039575981133,0.03930740884685696,1000007,0.0456084838440799,-0.5822639117400287
0,100001.0,250,677,-0.15799764886085474,-0.5231385551319184,-0.0625540398856975,0.16972952826146315,-0.14316364942275436,-0.5975505977519896,0.21212877107111824,0.033116396513021736,1000008,0.04262042319369407,-0.3138985309892464
0,100001.0,250,584,-0.1390207102782011,0.08004579148202319,0.031967847011114874,0.3023108983034373,0.20837120584886146,0.06549618224079963,0.03149590122013608,0.0358317433958709,1000009,0.039025225325264194,-0.1729515396951935
0,100001.0,250,574,-0.4073454852351097,0.6678560861182747,0.05980685920851241,0.2955680924162077,0.4805374462422355,-0.03818186857798122,0.2256110539082947,0.034582731660973816,1000010,0.03830591181932028,-0.014030064668940904
0,100001.0,250,577,-0.04414030263328928,0.11597756488433122,0.010184474379302337,-0.34906562470249,0.06628558723641259,0.02101860331815881,0.09508214713021583,0.034410537962007486,1000011,0.041651546481774535,-0.3316444758378882
0,100001.0,250,615,0.7208000753053762,-0.2166090205309139,-0.08680772722661954,-0.21086373374052125,-0.7776099291739366,0.1960755260357505,0.0001611966668002199,0.03687728767743096,1000012,0.042487021255754716,-0.3162235643246409
0,100001.0,250,843,0.6450535087152688,0.490612291139224,-0.0011766419455578171,-0.955000165289144,-0.4019809297198095,0.6942750308618154,0.5833814952686194,0.02958598631883168,1000013,0.035029160021621514,0.1456361836452743
0,100001.0,250,592,-0.4075246500096836,-0.19155231136075976,0.005262357580164655,0.4169015595290521,0.27135978443080216,-0.40868895023628304,0.1815904815572016,0.03579416773194604,1000014,0.03834108546569212,-0.010840179157329478
0,100001.0,250,699,0.3987939619153972,-0.6743162649329201,-0.1257292144039288,0.8842745264131749,-0.7293683067986877,-0.4206213454403633,-0.47010978969503603,0.0453600469560808,1000015,0.056027277823827465,-1.1981922532127665
0,100001.0,250,579,-0.6364601826347233,-0.2302036812707109,0.03146418693756665,0.3647301050266483,0.5130050107995918,-0.4805093551965085,0.03457084409441009,0.03604754399060656,1000016,0.04812176746688989,-0.5930730762315289
0,100001.0,250,633,0.3876075967419148,-0.1285175315702048,-0.0748170115939983,-0.35390322782265543,-0.5263168932632107,-0.08592817780317506,-0.16754735040915786,0.040657077834650605,1000017,0.043638996658204234,-0.4509027899506543
0,100001.0,250,615,0.6466516726534275,-0.2602542938761362,-0.0928847455309038,-0.9541581407671704,-0.7552526536972732,0.07393643383533917,0.3542807142508161,0.03162044116183254,1000018,0.03852097507363735,-0.03145413447467505
0,100001.0,250,613,-0.11566512865398752,0.7796766611926998,0.06284653138876756,0.3268445592781684,0.3126396701825054,0.30090174371424394,0.2825481733161133,0.032141265085743,1000019,0.04339222959621256,-0.308948226937227
0,100001.0,250,578,-0.4568669584906401,-0.06565605206115246,0.027818178827023702,0.239005853616108,0.3883250267689399,-0.30939458474181786,0.2387348369541369,0.03394162731512128,1000020,0.04077130290851636,-0.22234858591935253
0,100001.0,250,578,-0.3956224471233432,-0.5429895679797561,-0.014870518483904275,0.4036923383147746,0.18676484330273949,-0.532501516504099,0.2745495293217346,0.0324165047285918,1000021,0.04092689984251758,-0.22539256676751465
0,100001.0,250,655,-0.07663500777219097,-0.5497908022311,-0.01651138851580264,0.454858466597684,-0.016236667259366722,-0.19577888805599009,-0.2607313361023793,0.03967833257939215,1000022,0.041514717295470696,-0.3915034323377832
0,100001.0,250,628,0.17164659513115035,0.14222204707734332,-0.012991860721463359,0.24451119603617166,-0.1556909224856604,0.09883973522230018,-0.0015416885228916911,0.03708982557797171,1000023,0.04509841828237463,-0.386745927623327
0,100001.0,250,514,-0.20993208680409686,0.09314650711244933,0.024166036662042787,0.6566691191384263,0.22197637400747736,-0.06520447908170139,0.18321617948813865,0.03553409052826075,1000024,0.04147802489599501,-0.1876770807188376
0,100001.0,250,533,-0.12919228782038195,-0.7456938999258002,-0.07407402930227126,0.5222973964680401,-0.2042949053398731,-0.64365859381185,-0.015206357995446016,0.03686845534882848,1000025,0.041754575907315884,-0.31150732281698423
0,100001.0,250,663,-0.0889101129044532,0.8189261810214541,0.06772779575935288,0.2392511523037683,0.3151475453838779,0.3635694593392645,0.4116205895340867,0.032819220142983274,1000026,0.039135238458398405,-0.07759359151591662
0,100001.0,250,608,0.07630454875976647,0.5805833332084366,0.012070106688036092,-0.9604423077321904,-0.0006764877353222263,0.1652092610111566,-0.029207295176289838,0.03742941113111448,1000027,0.0455055088057922,-0.531353544868384
0,100001.0,250,632,0.06694027051028302,0.4002921301464085,0.037067460627046966,-0.3796616987000962,0.10115649549027927,0.3248992377988145,0.16836021992429898,0.03382604001126767,1000028,0.036976846592324634,-0.02258762420189145
0,100001.0,250,567,0.4224275736433238,0.08241187321356347,-0.04937527174371759,0.0691385966508179,-0.4497770122901728,0.12554125809825892,-0.16305929196648547,0.04036631776624002,1000029,0.04974377797930068,-0.7060714715086166
0,100001.0,250,583,-0.3313179506928082,-0.1141281895533048,0.0014055109928423713,0.2755213004300464,0.2095897433442499,-0.3518110129010828,-0.12374093415761855,0.0402592084887822,1000030,0.0428531109295642,-0.3214590957982077
0,100001.0,250,549,0.005037298808850468,0.41283675591467056,0.04085916202966252,0.6935957346688083,0.15357537341967756,0.2828495815873464,0.19785254639924071,0.03178601502785336,1000031,0.038731843278390465,-0.14659909811697672
0,100001.0,250,641,-0.2527937678123444,-0.5361709039618617,-0.030132380182250163,0.4140376562980999,0.04000137397101913,-0.4803827195359423,0.0170665975352511,0.035699605420039936,1000032,0.04360658463584972,-0.4531577626184277
