#/home/enes/bim/BIM.py trees/r8000102.trees,trees/r8000103.trees,trees/r8000104.trees,trees/r8000105.trees,trees/r8000106.trees,trees/r8000107.trees,trees/r8000108.trees,trees/r8000109.trees,trees/r8000110.trees,trees/r8000111.trees,trees/r8000112.trees,trees/r8000113.trees,trees/r8000114.trees,trees/r8000115.trees,trees/r8000116.trees,trees/r8000117.trees,trees/r8000118.trees 250 --stats=all --eta=etas/BC.json --out=outs/238092027.csv --r2t=0.005 --r2s=0.001 --treew=branch
start,end,N,SS,ZngE,bsfs,FerL,FayH,TajD,FulD,Colless,btree,path
0,2501.0,250,17,-0.5816150640931641,0.4846394141594492,0.6970110598583512,0.1213264965267085,-0.06070285708754117,0.1933801796093996,0.036565617307941445,0.2116370611963719,r8000102.trees
0,2501.0,250,15,-0.5611701011611359,-3.1232848154354443e-06,0.46714144900421317,0.04356120573552289,-0.46341902044393024,-1.4636660782230697,0.032395711879777175,0.42987448249686644,r8000103.trees
0,2501.0,250,22,-0.24207458341129956,1.1556048235406409,0.46862290733655804,0.10855167788857677,0.3189509892540062,0.2876268263757853,0.03723855997466569,0.34933520547133307,r8000104.trees
0,2501.0,250,7,-1.121205730854882,1.690525703800356e-05,0.945583648440016,0.11764838165906227,-0.961540057820579,1.5276143141084955,0.03943372054526349,0.014728444354930394,r8000105.trees
0,2501.0,250,14,-1.421907604506268,-0.6735295874908682,1.1433393578581414,0.09689931682109848,-1.2605933091734196,1.8084372148148007,0.03758582717968648,-0.24304270952261375,r8000106.trees
0,2501.0,250,11,2.905132521793942,-1.0111049945509436,-3.845806504487406,-0.8395345121652281,-0.3900961431625561,-2.3105962099881507,0.04290819190741461,-0.891744032168102,r8000107.trees
0,2501.0,250,13,-1.5739403765412865,-0.43085942094132806,1.1916101399162333,0.08033166309724413,-1.5504931722753958,-2.3970717900180203,0.028279785809906286,0.3336797098379871,r8000108.trees
0,2501.0,250,11,-0.02854473851196879,0.2593233292857569,0.07770232148042532,0.024834146969578117,0.08362665769700939,1.5338211835684223,0.03865230507282586,0.31707254966007975,r8000109.trees
0,2501.0,250,15,0.2090047816439142,-3.1232848154354443e-06,-0.31575394457371514,-0.06970536706057062,-0.10555700586335054,-0.4602920395039864,0.03548210437056142,-0.20942399092799296,r8000110.trees
0,2501.0,250,15,0.8513634073025945,0.8797649762476474,-0.471909117201989,0.023243386668783565,1.1676722642811928,-1.4636660782230695,0.03976794273869672,-0.10250995901396423,r8000111.trees
0,2501.0,250,21,-0.7819177132402446,-0.3954025015155776,0.5146094157791045,0.008989893259243462,-0.8900282224896178,-0.33596918193974584,0.037180981992486074,-0.29975185843939606,r8000112.trees
0,2501.0,250,14,-0.32896040691957146,0.43029128026606445,0.5019141909397489,0.11379478714893222,0.17607784275360666,2.868997175057874,0.03318920844668999,0.5865175666290907,r8000113.trees
0,2501.0,250,9,0.6618181901017243,1.8915647982637456,-0.19350699046359912,0.09951032220636429,1.2939198682923427,0.7828117394489834,0.03544284665543896,0.0037100550995231353,r8000114.trees
0,2501.0,250,22,0.03441880561134512,-9.19499198651913e-07,0.0433776520248279,0.022187026304961006,0.16575588855595014,1.748247904405193,0.039424560411734914,0.3927814197337307,r8000115.trees
0,2501.0,250,20,0.5922794806079347,0.30430514824674315,-0.5573380953127189,-0.06542544866684952,0.3533885844906952,-0.22031949447871851,0.031628819425166106,0.5923116133587224,r8000116.trees
0,2501.0,250,6,-0.6559647120087044,-3.1178367348751664e-06,0.5616981312653975,0.07785914183110838,-0.5516644810171644,0.03295822379415004,0.030221693224510945,0.4642954184192119,r8000117.trees
0,2501.0,250,18,1.0298886161771663,1.0900536358624229,-0.628628308756636,0.005660362449648256,1.2813794817529958,-0.8215446257946851,0.03077903009889019,1.3785670865581967,r8000118.trees
