#/home/enes/bim/BIM.py trees/r8000077.trees,trees/r8000078.trees,trees/r8000079.trees,trees/r8000080.trees,trees/r8000081.trees,trees/r8000082.trees,trees/r8000083.trees 250 --stats=all --eta=etas/BC.json --out=outs/866509509.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,ZngE,FayH,FulD,FerL,bsfs,btree,Colless,path
0,2501.0,250,9,-0.9962413958226464,-0.5755891208206518,-0.05807411410683722,3.766352720366005,0.23209720197204028,-1.0408811358812842,-0.6916039892814704,0.04127570188588455,r8000077.trees
0,2501.0,250,16,-0.5635522451329256,-0.6498949955156609,0.043976987187697596,-0.5928903682049143,0.5257519520474347,1.2794872113393596e-06,0.4532383401586454,0.031614939018747804,r8000078.trees
0,2501.0,250,16,1.2392279994022362,2.6020405742714594,-0.3688639384208626,-2.497268012867369,-2.6253968760685686,0.2516053151087119,0.40719936307012217,0.03117076601336221,r8000079.trees
0,2501.0,250,10,0.7603932514010956,-0.17140734253072393,0.208700022431182,-2.2591619954936997,0.5937530740278295,0.9830604730863501,0.3659968786600391,0.030638683767327375,r8000080.trees
0,2501.0,250,13,2.1314949527145877,1.7915356674537681,-0.01850489536533975,-0.14726309148325334,-1.1710783906217237,1.1832911844106166,0.7028127581028464,0.028272074473007232,r8000081.trees
0,2501.0,250,5,-0.05433548956223134,0.15079579843621274,-0.06972481859794655,-1.854344998188919,-0.2165932023070127,4.412274868850414e-06,-0.022462724638194542,0.03548387096774194,r8000082.trees
0,2501.0,250,5,-0.9185755771182725,-0.9840813178451867,0.10490706651434162,0.4082063286831289,0.8044172622997772,-0.5048618772467529,-0.09515592876779488,0.035880079457615406,r8000083.trees
