start,end,N,SS,FulD,ZngE,FerL,TajD,FayH,bsfs,btree,Colless,path,iColless,ibtree
0,100001.0,50,207,-2.347203954617976,3.753272352301836,-2.143877249694829,3.6751357611530286,0.0003756696889798184,7.923537235846332,-0.16555672834915636,0.13605442176870758,8030000,0.0935374149659864,0.6055155449150206
0,100001.0,50,140,-2.4164982246714626,3.7169267685120952,-2.1712869579729897,3.5987538367887946,-0.010396196236436816,6.485283688926556,1.8350008640488136,0.08418367346938772,8030001,0.05952380952380953,4.102230781078673
0,100001.0,50,217,-2.7983686923036526,3.97551234839276,-2.2526048515969808,3.9194684183681017,0.004673728753423693,7.995260489169151,2.0826617243958228,0.08341063698206555,8030002,0.10034013605442177,0.9802790483931922
0,100001.0,50,129,-1.8885347058392727,3.415137486656284,-1.9778301356219365,3.3460957607090145,-0.0051443257939290275,6.2554688149385225,0.21587993690679694,0.10204081632653056,8030003,0.13860544217687076,-0.40904565307376056
0,100001.0,50,65,-0.5399975648438514,2.496575832025956,-1.3539718818360968,2.6945081505285002,0.021697415218938403,6.6966761103703165,-1.1943617239489919,0.1511175898931001,8030004,0.15136054421768708,-1.583244965787336
0,100001.0,50,130,-2.2365404966246363,3.3348262914694766,-1.8660344393289965,3.3792823756665182,0.010964486754105522,7.446609514838254,0.459577990877449,0.10459183673469392,8030005,0.1173469387755102,-0.17815954572628553
0,100001.0,50,158,-2.052796130550503,3.6208743591611894,-2.049722042602367,3.6042357954032815,0.005503501872872103,7.673956463736772,-0.7926525467925604,0.14575234855847108,8030006,0.08078231292517006,1.5184412603728958
0,100001.0,50,221,-2.74090071566339,3.945358079893397,-2.2358701326142505,3.8874754540965535,0.004512469069597564,7.734672129496483,0.8720000960604319,0.0799319727891156,8030007,0.09438775510204082,0.9434613562389064
0,100001.0,50,150,-2.3774995768493867,3.670265733985957,-2.0722258085327594,3.668885969337701,0.007061339036284912,7.6320295915582275,0.2705931921545703,0.10799319727891156,8030008,0.1020408163265306,0.5476287990534994
0,100001.0,50,175,-2.4251239070360717,3.711321975918464,-2.0929539303259705,3.696656659386344,0.007286807527999795,7.772966852465869,-0.7965981660050521,0.15362065878983175,8030009,0.0935374149659864,1.1017443193622762
0,100001.0,50,145,-2.345841456258039,3.6374835894001594,-2.073168567933714,3.60668861192678,0.0023574129099526104,7.5898021237589095,-1.2364940627013898,0.13974732750242955,8030010,0.13095238095238096,-0.7429541981318649
0,100001.0,50,129,-2.5682007235245803,3.6392209442354138,-2.050375461848413,3.664567837567273,0.008556378616433047,7.4996287704754385,0.7602029050499387,0.08006802721088438,8030011,0.08928571428571429,1.9224298571963152
0,100001.0,50,156,-2.224884506728704,3.680474823355897,-2.1873069210350424,3.4863278634086385,-0.019629268020595263,6.403189406845683,-0.7488867352944995,0.1582482993197279,8030012,0.1564625850340136,-0.9927581059018336
0,100001.0,50,145,-1.43691034629242,3.370180063948129,-1.974063167175936,3.249876471887668,-0.010806754230772757,7.2654347247004765,-0.2824863413526835,0.12569286974048882,8030013,0.1130952380952381,-0.10409268362337573
0,100001.0,50,179,-2.2805051265536687,3.662954293603297,-2.0678200812334024,3.6424698861479463,0.006613360697309332,7.7785269138280215,1.1807834460351283,0.09183673469387754,8030014,0.09863945578231292,0.5553452283516589
0,100001.0,50,194,-2.435026592764754,3.6558615485875667,-2.04684866277148,3.656587584369007,0.010493281530914488,7.9128022316986995,-0.19307966401480106,0.11886669561441594,8030015,0.12244897959183675,0.09282009276265864
