#/home/enes/bim/BIM.py trees/r8000034.trees,trees/r8000035.trees,trees/r8000036.trees,trees/r8000037.trees,trees/r8000038.trees,trees/r8000039.trees,trees/r8000040.trees,trees/r8000041.trees,trees/r8000042.trees,trees/r8000043.trees,trees/r8000044.trees,trees/r8000045.trees,trees/r8000046.trees,trees/r8000047.trees,trees/r8000048.trees,trees/r8000049.trees,trees/r8000050.trees 250 --stats=all --eta=etas/BC.json --out=outs/310074330.csv --r2t=0.005 --r2s=0.001 --treew=branch
start,end,N,SS,ZngE,FulD,FayH,bsfs,TajD,FerL,Colless,btree,path
0,2501.0,250,16,1.0119971496589286,-2.4972680128673694,-0.10724029549700421,0.1804225966281039,0.673054231213191,-0.9233122598794056,0.03346565987452113,0.28380755324696494,r8000034.trees
0,2501.0,250,12,-0.9431691219672217,0.039536030753832926,0.11525454386535813,4.72985831489979e-06,-0.6099243826124974,0.8776418864688108,0.026441248866433474,0.711547365128859,r8000035.trees
0,2501.0,250,13,-1.3156173504616662,-1.2721674407506367,0.121827489068006,-7.12390662050588e-06,-1.021128545649874,1.1349412637963374,0.04169005772192713,-0.21652192133913767,r8000036.trees
0,2501.0,250,13,-1.402937809981538,0.9776412577841304,0.08665812305120645,-0.8397867128672031,-1.3063573046673258,1.100388407328776,0.03983676642052079,-0.6149008019979407,r8000037.trees
0,2501.0,250,16,-0.04386665686176926,-2.4972680128673694,0.1600544304265335,1.3057622809780651,0.79071264762077,0.4595111632544777,0.029604771443092474,0.9358253567177145,r8000038.trees
0,2501.0,250,14,1.0604961250281846,-1.373242665914419,0.1624441556106379,1.8679146868751784,2.1415808206395885,-0.24293596312163168,0.02629874336053893,1.235082455164434,r8000039.trees
0,2501.0,250,28,0.7103013275658157,-0.34974905251851923,-0.047457124424583136,0.5984626764373354,0.5623254711038932,-0.5888039147377314,0.03539966316880425,0.33108487807885695,r8000040.trees
0,2501.0,250,15,1.0807772021806945,4.556578154091429,-0.516709783001726,-1.7643773157548452,-1.3585414921905257,-2.0469995495291,0.05072710195621195,-0.5845853723107386,r8000041.trees
0,2501.0,250,13,1.4422538293742813,-2.3970717900180203,0.020057753717675965,0.7597103144119753,1.8916599242250018,-0.8539664457471275,0.03229045213110506,0.4300922939377524,r8000042.trees
0,2501.0,250,13,-0.30779371350314716,-0.14726309148325337,-0.013213674312934909,-7.12390662050588e-06,-0.44861096181872134,0.15955357295279404,0.04133874206503433,-0.05905978209464887,r8000043.trees
0,2501.0,250,11,-0.4874439747609381,0.2523487190495647,0.08691095679635953,1.7494547413051793e-05,-0.1941183461791097,0.5154326637642392,0.026262307293690893,0.49404573355224324,r8000044.trees
0,2501.0,250,26,-0.2981354306888431,-0.16565173675077835,0.08784010538201585,0.41913551363957047,0.1527134268547497,0.45224133392409815,0.033002979660577796,0.42844757663034466,r8000045.trees
0,2501.0,250,11,0.08618007055027359,1.5338211835684223,-0.005562438156521622,1.7494547413051793e-05,0.08148572378038373,-0.0675350161400443,0.0314900153609831,0.8515456894168557,r8000046.trees
0,2501.0,250,14,-0.5703052139576432,2.8689971750578738,0.018240184672287007,-0.447489576900864,-0.6111728342409625,0.40499217957698913,0.03620575491931886,-0.011400843672665676,r8000047.trees
0,2501.0,250,22,-1.1327258542453054,3.2088689824346,0.026184538017652845,-0.93852956352581,-1.2108413488240868,0.7841057584120134,0.03842610585712024,0.09945918383635316,r8000048.trees
0,2501.0,250,19,-0.14668276820288328,2.384458276296461,-0.048667874554287456,-0.8078001431840525,-0.4434185782002373,-0.045689940829256766,0.03279425947517669,-0.37907496386311207,r8000049.trees
0,2501.0,250,11,-0.528417120854596,0.2523487190495645,0.03435019501581207,1.7494547413051793e-05,-0.4984603367886967,0.4146809542294498,0.0353591786500842,0.49299406792175227,r8000050.trees
