start,end,N,SS,FayH,ZngE,FulD,FerL,bsfs,TajD,Colless,btree,path,iColless,ibtree
0,10001.0,250,118,0.0909922573093086,-0.7351237670324723,3.3901762470681924,0.7862915993895804,2.158246978718524,-0.2209897305719848,0.037795051172431655,-0.22104413427025768,9070000,0.0601599948179816,-1.6751612054027831
0,10001.0,250,72,-0.0036638423638359475,-1.1128136101083062,4.562338398477345,0.6765963742305562,-0.2628314488281942,-1.2806974010782424,0.03265578442803472,0.2879111731127519,9070001,0.06775219156194671,-2.096943679933528
0,10001.0,250,64,0.016138376238360362,-1.057754222368955,5.4632297626335715,0.7117523899634219,0.3489432328641166,-1.0976705785255851,0.04496822853965034,-0.2483892393165789,9070002,0.07968598961603236,-2.4387811245994846
0,10001.0,250,115,0.030692569976973377,0.08227287904547798,2.7518709741949685,0.06087034221127542,1.5111010733538974,0.29304518567056065,0.03014391126620415,0.5229296055040371,9070003,0.034221370890628565,0.036991347799113235
0,10001.0,250,94,0.057642703265339414,-0.5482863711013903,3.8140614067280274,0.5462468410942547,0.9603106116972652,-0.23953438991842246,0.030749521383023136,0.3647078485312089,9070004,0.0518957550632638,-1.1196383092278188
0,10001.0,250,79,0.06928646417955762,-1.6308837041836697,4.3753099375440385,1.255276792330328,0.28469601446887904,-1.3906729018921244,0.045553575434705,-0.5168866139403745,9070005,0.06154235711173139,-1.2803963687061055
0,10001.0,250,112,-0.07620205757836329,-0.08673111137661699,4.220422123611916,-0.22332651411149465,-0.1395374976001335,-0.5960989220761714,0.03497341902170896,0.07492653406588608,9070006,0.06561730794144319,-1.9011627709873289
0,10001.0,250,77,0.06482229017096444,-2.0680642465558714,5.736458850676247,1.5098500099812386,-1.0865845387332544,-1.9144019090430617,0.031194131364166343,0.54430945203974,9070007,0.06185109099994447,-1.8456502966450128
0,10001.0,250,100,0.07349781640749721,-1.422380065025333,5.433012704080656,1.145033542770116,0.6506636572444782,-1.1114713720084477,0.03053041659726463,0.5260678176200385,9070008,0.05288492680399015,-1.0373382820520507
0,10001.0,250,79,0.027059975391308253,-0.7840743500129689,4.1456422749804505,0.5813655152910306,0.5546909533026713,-0.7088348073852747,0.03407536957867312,0.05281541220009738,9070009,0.06055224482158021,-1.479203237156702
0,10001.0,250,94,0.04262053714878216,-0.407310816071898,3.0353585076385703,0.4050737897864788,1.7472825477632443,-0.17925215263790673,0.031873773007663406,0.2928403238451258,9070010,0.05048612267811647,-0.8979641940539234
0,10001.0,250,109,0.02196944682902552,-0.6244211082915897,2.8945486360648918,0.4658700512515506,0.29164726675047403,-0.5529032179623379,0.034770128902707614,0.1328171525817242,9070011,0.04773149293164839,-0.8828555159925962
0,10001.0,250,93,-0.00595048205206084,-1.5963315976723116,7.032197744513231,0.9665053308770812,-1.3728885264282205,-1.827521335497396,0.036872808928774745,-0.1310704696937259,9070012,0.05666753033639935,-1.148601990450358
0,10001.0,250,87,0.0792779050687531,-1.5890782892082949,5.394308978005495,1.2665963695079092,0.5321023952861683,-1.271022731589564,0.027405554898415542,0.7540493853009139,9070013,0.04481112305007507,-0.6952246741770758
0,10001.0,250,96,-0.001906756034607361,-1.0233777867112812,5.583595090313993,0.6263525529812374,0.12599510187629126,-1.1581723543844955,0.03709906037813493,-0.1533320919344799,9070014,0.07461936029346589,-2.2192045997874694
0,10001.0,250,96,-0.017482993325218972,-0.030288728290103255,4.629592214649354,-0.04413045016262196,0.21726257704096225,-0.1476741180636302,0.03859668062932735,-0.23579157989286,9070015,0.052701846813778416,-1.340586589158071
0,10001.0,250,106,-0.08688986201462919,-0.8160192563134654,4.0996567776569925,0.19004679918023887,-1.7498070238433387,-1.479205318802251,0.032650066338769976,-0.07796260667565581,9070016,0.07027418429478281,-2.0734108918173715
