#/home/enes/bim/BIM.py trees/r8080204.trees,trees/r8080205.trees,trees/r8080206.trees,trees/r8080207.trees,trees/r8080208.trees,trees/r8080209.trees,trees/r8080210.trees,trees/r8080211.trees,trees/r8080212.trees,trees/r8080213.trees,trees/r8080214.trees,trees/r8080215.trees,trees/r8080216.trees,trees/r8080217.trees,trees/r8080218.trees,trees/r8080219.trees,trees/r8080220.trees 250 --stats=all --eta=etas/BC.json --out=outs/407212915.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,FerL,FayH,FulD,ZngE,TajD,Colless,btree,path
0,10001.0,250,91,3.8768036970535795,0.1243116751616257,0.15335697561664213,-0.38479645004275403,0.6866606256073482,1.7651652070154875,0.031661837967706614,0.31929587850704927,r8080204.trees
0,10001.0,250,69,3.5602384031110104,-1.2023664044900346,0.07878580470749007,-1.1247599363515053,2.3847642355658802,3.2013112917328828,0.037096774193548385,-0.3132925868622588,r8080205.trees
0,10001.0,250,91,1.526209989037761,0.011138819292552794,0.17084332517582382,-0.7863829099632844,0.9707253371068474,2.1971690188801998,0.032631374394010676,0.30535200348395686,r8080206.trees
0,10001.0,250,76,6.5663734954291515,-1.7312164593719541,0.026616833604340875,-1.5384320048906401,2.9466172936373956,3.4938689888422694,0.03084444038011629,0.14206939071564867,r8080207.trees
0,10001.0,250,82,1.5378115781638106,0.18759615342156383,0.2025505380847101,-0.7628873683952673,0.8588917116480724,2.273153574076978,0.03333549250766508,0.2031647542735828,r8080208.trees
0,10001.0,250,94,2.2025299098559272,-0.39979087415351505,0.1353880900117904,-2.22088606121527,1.4316524883969808,2.48388048903924,0.033693170903860155,0.17944221097989932,r8080209.trees
0,10001.0,250,88,1.7255951721675367,-0.47811872855808096,0.1536987687270591,-1.1245708080926966,1.6594775931466037,2.8583174344323936,0.025820126383670896,1.046725898394991,r8080210.trees
0,10001.0,250,82,4.655604147415163,-0.6228423586936414,0.07274837685120351,-0.3194945026449053,1.4232244136605043,2.070403727914985,0.0366016035468037,-0.5409365512207791,r8080211.trees
0,10001.0,250,91,3.8273378493425025,-0.3094802196390947,0.10928620536890783,0.21758323983804168,1.132534349986309,1.9791382142868796,0.03871091123325868,-0.3141408357170428,r8080212.trees
0,10001.0,250,65,3.803522899853681,-1.508251988626701,0.04163694497058701,-0.4566495498111984,2.666525981537181,3.288491818534561,0.03385389063585721,-0.041667284723180625,r8080213.trees
0,10001.0,250,81,2.1220604560482195,-1.3031149351768636,0.09007774321185072,-1.8565074643285104,2.620620173136343,3.529919046593766,0.027461881185330377,0.6621520437559745,r8080214.trees
0,10001.0,250,72,4.719819043077089,-0.027985444400572736,0.10106769553647445,-1.203878941471341,0.6178658571426864,1.3450811086474384,0.028199165026390687,0.5735815542639963,r8080215.trees
0,10001.0,250,123,1.8523994902277168,-0.6276463415132935,0.13758611674643523,-1.9794610563903583,1.828976648178779,2.9398663526923485,0.030581221869789253,0.3921124463401925,r8080216.trees
0,10001.0,250,84,3.07364504108758,-0.3618662003819887,0.11306678978428526,-0.8166717838310514,1.2344510162833988,2.118154440565923,0.03533066346733358,0.04654534066069028,r8080217.trees
0,10001.0,250,67,1.5948304399418194,-1.197983548937712,0.045693354083690366,-1.8731106250843799,2.189893223457959,2.771619803895636,0.026140691799455888,0.660763111723425,r8080218.trees
0,10001.0,250,75,6.286290755854241,-1.4643176496811574,0.025056421936605792,-0.5533239085139715,2.506494370008327,2.9886525264303168,0.04116157409977853,-0.2996293310002567,r8080219.trees
0,10001.0,250,75,6.1251066579199485,-1.303765579721271,0.036049851590141214,0.41161277890520587,2.3098468662711262,2.8373551041402787,0.0382841851276072,-0.4057481125591011,r8080220.trees
