start,end,N,SS,ZngE,FayH,FerL,bsfs,FulD,TajD,btree,Colless,path,iColless,ibtree
0,2501.0,250,16,0.5965241133652812,0.07201927490390357,-0.1792147035399938,1.3474945244643632,1.311487276457541,1.110189205744626,0.8199090053708903,0.026422895884613717,8020016,0.0600628319730535,0.858841468085332
0,2501.0,250,9,1.038215851218797,-0.011331534459870705,-0.6787815207823231,1.5906624781503986,-2.2007292414680393,1.2706266808750628,1.1378748318971026,0.029750337756556174,8020017,0.06871032517165436,-0.13859463810920952
0,2501.0,250,35,0.9346169617945184,0.09433101595991174,-0.2795934824129083,3.3558049803328647,-0.8457761464846305,1.6561843742509978,1.5982330436923264,0.028480490878469895,8020018,0.06359847994127045,-0.01860207613276664
0,2501.0,250,21,1.428436143271285,0.09375800872323184,-0.6213686640933334,3.1052771832043318,-2.615055653805132,2.239184962254712,0.33726267277276856,0.028598264023837288,8020019,0.040630262987433614,1.627739639164821
0,2501.0,250,11,1.524337498437668,0.10560074900227223,-0.7036177121707021,2.034408082117193,0.25234871904956474,2.422720477029053,0.6852031024810666,0.03387744526493069,8020020,0.05324523902059853,0.2276598075839944
0,2501.0,250,20,-0.2353943363165539,0.01578471929504601,0.1922894261372578,-0.20707387292671928,-0.22031949447871887,-0.1968197930438515,0.15189988054549716,0.034177030703459,8020021,0.0574232413525068,-2.217917686865968
0,2501.0,250,9,-0.5097195301251642,0.053655661304387633,0.441026292932264,1.1085547122109732e-08,0.7828117394489833,-0.40576388763151855,0.5445967622010661,0.03620125663946107,8020022,0.0804832232154424,-1.365459813071136
0,2501.0,250,11,0.17222367734695526,0.05841415824064102,0.03237229026904488,2.279233870676332,-1.029123745469293,0.4973621370849615,0.4963995948955754,0.030762836291402168,8020023,0.05994947532063739,-0.04711916216805778
0,2501.0,250,22,0.2472942467172749,0.018356774496565947,-0.10079172620285556,1.7081712848564314,-0.4426837126389183,0.3994317972482368,0.7934195560670665,0.03072196620583717,8020024,0.05112385023966835,-0.2606640122915013
0,2501.0,250,19,-0.3084815866505373,0.1261885685078719,0.5492518204889938,1.1142980260704252,0.7317926280143299,0.31617044771141034,0.4597641841498986,0.03012048192771085,8020025,0.08032128514056225,-0.7351911557747237
0,2501.0,250,11,-0.7086989636666912,0.09062495396548324,0.6633885675455,1.749454741305179e-05,0.2523487190495645,-0.4541594734369765,0.7361807750955623,0.028387744526493067,8020026,0.07037828734292008,-0.8188199039459945
0,2501.0,250,15,-0.25310014803911585,0.05377589939689763,0.3011608562126701,2.3669689186008847,-0.4602920395039865,-0.031508807728804704,0.8941947118708777,0.030877542427775618,8020027,0.041326596709418316,1.291005631657374
0,2501.0,250,35,2.1299859704573976,-0.014660042935739585,-1.372543639888689,1.7820990732276183,0.12802021470403604,2.3963165386995016,1.0653695334389552,0.033824815390594634,8020028,0.036811763181759286,0.6560302358060766
0,2501.0,250,13,-0.8535465855023452,0.09367474227287373,0.7735059665714397,-0.4874132143736322,2.1025456070515136,-0.5889122849948173,-1.617534688926774,0.03658504987692706,8020029,0.06827309236947791,0.3344495164720526
0,2501.0,250,10,1.0632023358702911,0.15399500431544028,-0.3099604114292837,1.5456285477353982,-2.2591619954937,2.0651726930429843,0.5298138551025889,0.03136200716845878,8020030,0.05627348102085763,-0.388913661733495
0,2501.0,250,16,0.2903860866225937,-0.06442303898408762,-0.3557733277329421,-0.3095075598874369,1.311487276457541,0.01559270572819791,0.07285860948341373,0.03370667420414797,8020031,0.05287817938420348,0.3480347765563219
0,2501.0,250,28,0.889804968686658,0.1319081792432501,-0.14892074542492031,2.395073806026972,-0.9428900137969628,1.8197080820633464,0.4445786038067363,0.03424810352521196,8020032,0.05151250161938075,-0.7271420392777296
0,2501.0,250,9,-0.9284619281179076,0.000972482434988892,0.5864949491212361,-1.1281841968749684,2.274582229907494,-1.1778419866129208,1.0506394153616854,0.02807358466122555,8020033,0.05492939499935225,0.3000209549364954
0,2501.0,250,21,0.7483272643446609,0.09717855347552934,-0.18648867550628587,2.8199417225133683,-1.095664672561541,1.4405588914709324,0.556545998756229,0.030273166398312137,8020034,0.0558524420261692,-0.6923138061355155
0,2501.0,250,20,0.11781678300790965,0.05527417767161257,0.08440507282338633,1.7130688992567522,-0.2203194944787188,0.44703133414781865,0.1604898135236051,0.035315455369866564,8020035,0.052435548646197684,-0.3386395613449341
0,2501.0,250,17,1.4779112569740085,0.0697714514868033,-0.7337171805842608,3.5742719837381762,-1.618795465943367,2.17463399623639,1.038532048972036,0.029642764606814358,8020036,0.0569374271278663,-0.5861145414515785
0,2501.0,250,13,-0.1549829093433714,-0.15492637728169062,-0.2963176760658455,-0.9641969294405072,0.9776412577841304,-0.9712894099827342,0.4649688870620152,0.02767251802910567,8020037,0.11604482445912682,-2.6861766399555185
0,2501.0,250,26,-0.2874260818525732,0.09322785751045676,0.4618929967496716,0.8786008452280659,2.3650890925742285,0.19647796505183204,-0.039029849811128434,0.03634700090685322,8020038,0.05133436973701257,-0.8520222806954453
0,2501.0,250,12,-0.3767633126727746,0.14851036343762689,0.6043883959631995,0.5781804541361586,2.4353233333940723,0.2610645723441495,-0.04952037221259658,0.036172339126089616,8020039,0.062087057909055575,0.3062569951976053
0,2501.0,250,17,-0.4383436678450128,0.12302611339615595,0.6119871110981117,2.7626589002131874e-06,4.723819293491316,0.12304738668320685,-0.3439331381947737,0.03123245670855465,8020040,0.060467677160253926,-1.8153863307668807
0,2501.0,250,15,-0.14822527038055588,0.093518991482295,0.3407911462357548,0.4684661548860351,2.549830076653264,0.3041419711031021,-0.01711479786576065,0.03880036274128773,8020041,0.0907069136762102,-3.2788858395062395
0,2501.0,250,23,-0.8900558752752641,0.13229259962660095,0.9464647565927709,0.4615720118672713,0.16167109946190486,-0.3159482376992908,0.3624726202223301,0.037299736580731525,8020042,0.07122036533229692,-4.239683319234741
0,2501.0,250,12,0.6674269888156281,0.044929737439037935,-0.3077661660468556,3.5067620236128043,-1.1583576205662869,1.0546186027560227,0.899765163168499,0.02793755667832621,8020043,0.027561860344604217,6.15070678787596
0,2501.0,250,17,0.34964901151981825,0.04974647837113425,-0.08237513711051217,0.6288651692484114,0.19338017960939968,0.6921142062698009,-0.4774896083686335,0.0394481150408084,8020044,0.07507449151444487,-2.1070437287010035
0,2501.0,250,18,-1.0566000878671329,0.09205536826006933,0.9175154505184316,-0.6585692686886291,2.6357962353207207,-0.7855271872656355,-0.3113163334804219,0.03845489484821004,8020045,0.06344733773804898,0.0030640927325485397
0,2501.0,250,15,0.4121998571073745,0.03459855583603995,-0.1665981515266327,0.9178235314903552,1.5464560379341799,0.686761937867979,0.10699255742934673,0.039635963207669385,8020046,0.06960098458349527,1.2826347755101537
0,2501.0,250,15,0.5596801538147244,-0.010462623119175124,-0.37846904283993177,1.745487699048205,0.5430819992150969,0.6337322095565605,0.4741969932522494,0.036589908019173466,8020047,0.03277626635574556,0.959966041938754
0,2501.0,250,16,0.8620519937033269,-0.0340844845318152,-0.6319279205198378,0.5728171621983671,-0.5928903682049141,0.8754536287567538,0.3204855520180536,0.03245239020598523,8020048,0.08014855119402342,-1.4628202998301434
0,2501.0,250,11,0.5983443967209979,-0.03421327346118997,-0.458287711357453,0.3914887473830387,0.25234871904956474,0.5869519871345366,0.33824236022018045,0.030470268169452,8020049,0.08259921406054327,-0.7289020457933343
0,2501.0,250,13,0.1360852890562008,0.09518446567097838,0.15641240418301586,1.2077160655258723,2.1025456070515136,0.6474886078063778,0.5271486013749322,0.03626950197101771,8020050,0.0824102863065164,-2.513046459605608
0,2501.0,250,14,0.8777636282707872,0.009626024465739798,-0.5253830308527577,0.8968879985111237,-0.31268270567134576,1.1336314492676902,0.5275669987191701,0.034152739992226976,8020051,0.09790776007254827,-3.1477044611614686
0,2501.0,250,15,0.3630397582049245,0.07092022140379238,-0.039508477675654234,1.7444173464301989,-0.4602920395039864,0.8152260517409281,0.7421731496712654,0.03324768608484116,8020052,0.0511724316621324,-0.24998981962564445
0,2501.0,250,12,0.10102117952118088,0.01203335576628144,-0.033622409901803964,4.72985831489979e-06,3.633216984714192,0.1854000287780341,-0.8282152530767821,0.03852182925249385,8020053,0.04216867469879519,0.09474532953580916
0,2501.0,250,19,0.9721971966554712,0.0999110260168988,-0.3258933644043891,3.8866866597220593,-1.7472058444088658,1.7223831608448985,0.6246137481762225,0.03219328928617697,8020054,0.034784298484259624,0.5998063801605727
0,2501.0,250,10,-0.6573707265821873,0.13477636724573294,0.727193635717761,0.4984562459576424,-2.2591619954937,-0.2001026037762007,0.5081378327545549,0.03365073196009846,8020055,0.06786824718227749,-0.4090990939389253
0,2501.0,250,23,0.7447710606093058,0.0867166242931163,-0.2089313404528426,2.1093424653682824,0.1616710994619046,1.380501790906462,1.007982358686373,0.028322969296541,8020056,0.05697791164658635,0.29483014240072786
0,2501.0,250,13,-0.6607139040626284,-0.003120095022749585,0.4066284118268098,-0.6730845296805271,-0.1472630914832531,-0.8360840390394642,-0.067915905848258,0.03422156367405104,8020057,0.09049099624303664,-1.9766684503743144
0,2501.0,250,10,0.8793242986616293,0.0934260319756737,-0.3353755637960406,2.074786231643528,-2.2591619954937,1.5491237005467315,0.8859336375917156,0.02599106101826662,8020058,0.035313296195534825,1.298709794079264
0,2501.0,250,9,-0.9049370742980904,0.1392129746609112,0.8814829275484094,1.1085547122109732e-08,0.7828117394489834,-0.5210795438578052,0.09592342803561534,0.032471822774970856,8020059,0.05632206244332168,0.0
0,2501.0,250,17,1.5346228513222349,0.08240962820833543,-0.7345393179228354,3.6541515419233064,-2.5248832887197503,2.311311340105792,1.401425118570606,0.028055771472988728,8020060,0.04061406917994559,0.6651919259824168
0,2501.0,250,18,0.7011951901975854,-0.31138157207130474,-1.3060444358771608,-0.923782017028028,0.9071258047630172,-0.8318749936688613,0.05814296237419305,0.03754048451872004,8020061,0.03517294986397202,0.40514704662507656
0,2501.0,250,13,-0.4424127552629492,0.06875711704510855,0.4522484094251016,-7.123906620505881e-06,-0.14726309148325362,-0.2036799810963097,-0.06145736127950381,0.03615845871967131,8020062,0.057617567042363,-3.497554340587901
0,2501.0,250,10,-0.6529926780772192,0.07038636666966629,0.5745045097569927,1.331586504129518e-05,0.4973207385797266,-0.4960315051707822,0.23584423676563696,0.031954430625728725,8020063,0.07907436196398497,-0.06364785346133682
0,2501.0,250,22,-0.11728553172851322,-0.1318927975331852,-0.3124056206127035,-0.8486651854680652,1.748247904405193,-0.8806823257083953,0.4329716842040433,0.034238335831806486,8020064,0.11813922356091028,-2.1338631556179384
0,2501.0,250,20,-1.2291300974010515,0.07002625177913217,0.9686112065633572,-1.0900055605584404,1.3628584430975743,-1.0960902941644963,-1.1321264593067144,0.03666709850153301,8020065,0.07784363259489571,-2.2858327290161733
0,2501.0,250,18,1.1184929310064449,0.0035236013071313454,-0.6900191005679555,0.7960426014285216,-0.8215446257946852,1.3774352410991657,0.6830496606967563,0.03476990398871471,8020066,0.05764995465733904,-0.2215127384888809
0,2501.0,250,18,0.5697178198057524,0.09963676115996124,-0.07894394329806859,2.7501734728827256,0.9071258047630172,1.2305885063716298,0.8533153668655098,0.033503188380763195,8020067,0.054621712657079935,0.6041584812068761
0,2501.0,250,13,-0.8462698805423557,0.1155729207044296,0.8245682216894638,-0.5494676995396109,0.9776412577841308,-0.4697898838643658,-0.03355100456856944,0.03912783751493429,8020068,0.060046638165565484,1.5992735087809278
0,2501.0,250,14,-0.5668574309999564,0.028571851318779533,0.4296723562748223,-0.71985079044138,-0.31268270567134554,-0.5540303746962993,-0.6908488971691217,0.03658412451649918,8020069,0.03449280994947532,-0.2301758744189867
0,2501.0,250,19,1.0407560180315962,0.023255236383468467,-0.5852276562951724,0.8040819889157009,-0.9208730202678008,1.3865137131916088,1.0294024995999609,0.030015222179038736,8020070,0.0646456794921622,-2.0246717694404954
0,2501.0,250,15,-0.6365489194782259,0.11940282687665235,0.7154222585145085,-3.1232848154354443e-06,1.5464560379341799,-0.16164924128089914,0.060814640183439225,0.02924871529127261,8020071,0.0485328410415857,-1.5266214745992477
0,2501.0,250,15,1.1725427201319345,0.017330269100245026,-0.6888570232819271,1.0781112417316852,-0.4602920395039866,1.5318204776585669,0.8720050040676742,0.032567546170344464,8020072,0.0561439305609535,-1.2844256306985409
0,2501.0,250,17,-0.38760171500712604,0.14363941542817213,0.6367857628198482,0.7339300348062914,0.1933801796093994,0.295065794547806,0.9141582860110544,0.029724633300225994,8020073,0.05444358077471175,0.038435333612692635
0,2501.0,250,14,-0.5772007798730169,0.1420204743790406,0.7309019551158623,1.551339111253063e-05,1.808437214814801,0.013884576544545793,-0.484010179175963,0.03941110062369292,8020074,0.026395906205467033,0.6983577098717304
0,2501.0,250,9,0.33717520738824913,0.16946563475806595,0.16757080245099154,1.1669221255069104,-2.2007292414680393,1.1977276313654277,0.26312762280222546,0.028206014020238663,8020075,0.051609664464308855,0.490806131402386
0,2501.0,250,14,0.9949882488321364,0.0952616944016158,-0.3764026229514707,1.476749925206957,-1.3732426659144188,1.7167775748773269,0.18040781082921534,0.033585956730146395,8020076,0.03911344301938938,0.7620646325274693
0,2501.0,250,16,-0.2375458166377553,0.053034483757737685,0.2919369938741848,1.2794872113393594e-06,4.168053743451224,-0.010992100267170356,0.13642767685616464,0.026703588547739344,8020077,0.06289674828345641,-1.454881701641193
0,2501.0,250,19,-1.4273615515088918,0.12259289886228755,1.238852450637175,2.210032626821489e-06,-0.09454019612673524,-1.0574668316800346,0.5601411036970121,0.03157072735385988,8020078,0.0386708122813836,1.2081335786767693
0,2501.0,250,18,0.9012694494895044,0.06563349490163851,-0.3811050999177542,1.9871968962807576,0.04279058948416594,1.4494145785450383,0.8128906087063743,0.031505052467936265,8020079,0.03912423889104807,0.12849365891539458
0,2501.0,250,7,-0.9266543275133672,0.11231203908322232,0.8120875457515164,1.690525703800356e-05,-2.0558699516774643,-0.7319092347487687,0.01361037177344678,0.029591484216435638,8020080,0.07134991579220105,-4.209630705712948
0,2501.0,250,18,0.8098069309560555,0.0039653355817862715,-0.495645924723493,1.3937831441144963,-1.6858798410735365,1.00493106189433,0.2283080468846322,0.033806192511983434,8020081,0.05058945459256381,-1.2145126252054386
0,2501.0,250,14,-0.4220505467771135,0.08254682114465657,0.4791018902638959,0.8352378393354335,-0.31268270567134565,-0.09886700284322407,-0.1752733330402068,0.0338358040456758,8020082,0.045796087576110894,-3.719673534724184
0,2501.0,250,15,0.06480182486339436,0.07511022924061841,0.1584950982232652,2.9760037671878634,-0.4602920395039865,0.4703232777568167,0.5600861885250991,0.029394999352247694,8020083,0.05041132271019562,-0.8606032289103935
0,2501.0,250,16,0.7308499822421748,-0.0009741737668160543,-0.4603780516231435,2.1340954875796867,0.3592984541263136,0.8895261382594805,0.08270934252247866,0.036806211019191966,8020084,0.04297836507319601,0.32103032615112503
0,2501.0,250,21,0.1900289308974317,0.10859791057166104,0.19541410093550174,0.8597967481227523,-1.095664672561541,0.8329001305224919,0.7594553590434909,0.027797827253715324,8020085,0.04968260137323488,0.11646631610729
0,2501.0,250,9,-1.027266314161139,0.13773311008592806,0.9551529358121617,1.1085547122109732e-08,-0.7089587510095278,-0.6835567153487081,0.10817351594261383,0.030966158540973933,8020086,0.06072677808006219,0.9593375480942726
0,2501.0,250,13,-1.2355735959017835,0.1007057398126182,1.031063543084134,-1.0207588831035457,4.352354305586282,-1.0279231486269749,1.0003735769816438,0.0286702365015618,8020087,0.05327762663557456,0.12382959293429865
0,2501.0,250,12,-1.0510559427852115,0.10908158863460336,0.9300901447923612,-0.5618846760306531,2.4353233333940723,-0.7750316521438487,0.1704119117984519,0.03509198082653193,8020088,0.06448374141728203,0.583140500517505
0,2501.0,250,12,-0.4152943201077708,0.06463631097316898,0.4208388454316308,4.72985831489979e-06,0.03953603075383273,-0.20015815913923407,0.17558168691495354,0.03410415856976292,8020089,0.06490478041197048,0.3389756039218202
0,2501.0,250,18,-1.5682185509136115,0.02319618586443885,1.045833793971176,-1.7611316836896342,3.5001314505995715,-1.7791586198083686,0.2340144103709206,0.034255300772984415,8020090,0.06283197305350434,0.0152521418262358
0,2501.0,250,13,2.1408175055332546,-0.16606957379151066,-1.7650880150741026,0.5519252164349079,-1.272167440750637,1.8233524794020188,0.2186186231628828,0.03343211555901024,8020091,0.053731053245239024,0.4870287096609753
0,2501.0,250,25,0.5208486395989645,0.10458283617285988,-0.010534104965123085,1.4947664595944576,-1.373139834581267,1.2186456189020354,1.0831973159373072,0.02567366239150149,8020092,0.048646197694001816,-0.018837374351965617
0,2501.0,250,16,0.2404043679707265,-0.016004283311978576,-0.19377139861973144,0.25306942462780224,-1.5450791905361416,0.2098545216897495,0.062159799421099726,0.03634295245498122,8020093,0.05274862892429935,-1.0359288010551289
0,2501.0,250,9,-0.6132288869323592,0.14322974993586535,0.7069015896372017,1.1085547122109732e-08,2.2745822299074945,-0.13142190249466645,-0.3995933008737768,0.03584589253069626,8020094,0.059917087705661363,-0.7645222509465561
0,2501.0,250,20,0.4393970558257044,0.03049069317097962,-0.18749408057982875,2.2523138409909618,-0.22031949447871868,0.6981526025113254,0.8519549168058339,0.02879847837096185,8020095,0.05887420650343308,-0.3239937036894221
0,2501.0,250,12,-0.7004237751267444,0.1531205451922412,0.8190198294717503,4.72985831489979e-06,2.4353233333940723,-0.12033706892757373,0.335728887507764,0.03735011731513868,8020096,0.07915533100142505,-1.7256492994691115
0,2501.0,250,7,1.7803894846957091,-0.1472609355384643,-1.4212873912872737,0.1882031305839117,-2.0558699516774643,1.6915623171439718,0.2465921748528239,0.02944034201321415,8020097,0.07698536079803084,-0.5744418734746396
0,2501.0,250,15,0.6776643911806044,0.12468372432779998,-0.09415621590814988,1.0286635697998432,-1.4636660782230697,1.481692071868746,0.3068741341423616,0.034900893898173344,8020098,0.047229239538800365,-0.3075945014833089
0,2501.0,250,9,-0.9331668988818708,0.04312748189950778,0.6839241272526875,-0.714081410315597,0.7828117394489833,-0.9926946965039658,-0.24427515545905265,0.0398097767413741,8020099,0.06535820702163493,-0.7000758320764939
0,2501.0,250,21,0.29153771879692797,0.040923748241590265,-0.06378858071008052,0.6798106900405921,-1.095664672561541,0.5782770507420398,-0.4984511529769264,0.038282160901671206,8020100,0.05154488923435678,0.05774166512134926
0,2501.0,250,10,-1.2352731292379815,0.09603643740443314,1.0003734883670279,-0.6093092558847331,0.4973207385797263,-1.1121109313420847,0.545241926724823,0.03561827956989247,8020101,0.04906723668869024,-0.6469081240613256
0,2501.0,250,12,-0.09934005914080042,0.20358250073681636,0.5666101670895572,1.008763093788516,-1.1583576205662869,0.8786966146376528,0.9506928825426268,0.03199647224132261,8020102,0.0418933799714989,0.3683090404017728
0,2501.0,250,6,-0.7111956163438076,0.023991859825370925,0.4944196732722495,-1.0808723752193432,4.027334623147056,-0.8353454137326536,1.3243859423375215,0.02449151444487628,8020103,0.06564969555641922,0.569909313535333
0,2501.0,250,13,1.9152396517735863,0.059684398338403485,-1.0500703425487523,1.6134191380022849,-2.3970717900180203,2.678171360329637,1.2013095739837607,0.02972859178650084,8020104,0.03819579392840177,1.7479145613612044
0,2501.0,250,14,-0.13243677833142728,0.10129293794653987,0.34620597032966216,0.7226507612129642,-1.373242665914419,0.3548652519550655,0.7181064637309201,0.030485999296726074,8020105,0.05831390076434771,-0.6694810484264755
0,2501.0,250,11,0.8277940148454827,0.0151469469800666,-0.4836609955248406,0.6583720809570435,-1.029123745469293,1.1126336072783691,0.6702311959041093,0.03120546702940795,8020106,0.043917605907500976,0.041510781014911666
0,2501.0,250,17,0.6033587757092532,-0.09414352159548206,-0.63603231680997,-0.3316328267446436,2.9116436479385497,0.2324765955447784,0.14846272747502814,0.02934587813620072,8020107,0.04249255084855552,0.2100409541905426
0,2501.0,250,9,0.4877342718350782,0.13073546473850794,-0.01397483849222322,1.3203707833081326,2.2745822299074945,1.2138315634070038,0.2538092299970971,0.03553846723298725,8020108,0.03999870449540096,-0.7097728639132982
0,2501.0,250,18,-0.6678843840999756,0.07324570647185519,0.6219068417080176,7.942844380620404e-07,2.6357962353207207,-0.4151335133254164,0.4355174375716334,0.03357712374424384,8020109,0.03850887420650343,-0.45802584369543003
0,2501.0,250,12,-0.7928981929707356,0.11384804773683173,0.7798094341346606,4.72985831489979e-06,1.2374296820739528,-0.4292300631603539,0.466657727316404,0.03439564710454722,8020110,0.08825625080969036,-2.5456631600020656
0,2501.0,250,16,1.183809307524723,0.04260850499145597,-0.6264339420542594,0.7343598605374908,-1.5450791905361416,1.6739461733886372,-0.022893350065977758,0.042382432957637,8020111,0.05164205207928488,-0.9177816657445148
0,2501.0,250,21,1.9207537645838424,-0.16290563648506154,-1.6714998103960934,0.5500775123469235,-1.8553601631833367,1.402531403137157,-0.013392161649152494,0.03969543864607992,8020112,0.04416591095565056,-0.14008208548188233
0,2501.0,250,15,0.4875786754244644,0.04964787392452165,-0.1739425709463338,0.5122260696045287,-2.4670401169421527,0.8577143082238758,-0.06434259473467208,0.03283220859979507,8020113,0.05101049358725224,0.05566928804791621
0,2501.0,250,11,-0.4997359185890355,0.11691389245292085,0.5953626279311482,1.749454741305179e-05,1.533821183568422,-0.06520942131457808,0.736349281063862,0.028225806451612906,8020114,0.08530897784687136,-3.3326289328421805
0,2501.0,250,13,-0.5151798048628423,0.20207288225678696,0.8365667558856517,0.8046295387143867,-1.2721674407506367,0.3761743282899038,0.9212547206888396,0.02962657079932634,8020115,0.06398173338515352,-2.235742234662563
0,2501.0,250,16,1.2462864558395572,0.013696419269164293,-0.7436075112659979,3.999994321015069,1.3114872764575407,1.597893437249989,3.389411187522063,0.02303839011961825,8020116,0.040031092110377,0.5054437614010141
0,2501.0,250,19,0.08915957733098574,-0.013887059252810821,-0.09497457002727247,0.4702703277808854,-0.09454019612673524,0.03201815158990585,0.7413875544581032,0.02707604611996373,8020117,0.051723021116724964,-0.5288263604879687
0,2501.0,250,16,-0.20318338506459652,0.06415630092888801,0.30043622551751553,1.2794872113393594e-06,2.263676098788768,0.08974871232517452,0.6423077440019078,0.03006033349989821,8020118,0.0456017618862547,0.6240155171239191
0,2501.0,250,11,0.06159618289407873,0.04422566214292893,0.06773424555752296,1.0138304910801144,0.25234871904956474,0.29014443703922904,-0.27636138676676114,0.04002112669038437,8020119,0.04466252105194973,-1.6197796128665969
0,2501.0,250,15,-0.10889719125859566,-0.10215933308663748,-0.20256444707411694,-0.7459579151763022,-2.4670401169421527,-0.6652221202794791,-1.4581392388587255,0.037274906075916575,8020120,0.05084855551237207,-1.358333412233212
0,2501.0,250,16,0.19354650673460064,-0.14025782780802093,-0.4998219995811426,-0.8791647597330741,2.2636760987887685,-0.5030404542712013,0.3836080080662653,0.0330173741561227,8020121,0.10901671200932764,-2.0377553854304282
0,2501.0,250,13,-1.17008325126188,0.04107885474652345,0.8385025924530732,-0.8913980912249196,0.977641257784131,-1.2463624060397325,-0.16406736576700634,0.03281328077286103,8020122,0.060532452390205986,-0.8503934780999031
0,2501.0,250,11,1.6021864760156186,-0.1690981199582577,-1.4136371696956147,0.4916095463115282,-2.3105962099881507,1.1988885410347383,0.1826943509535407,0.0386708122813836,8020123,0.05930172302111673,-0.40329214956853415
0,2501.0,250,19,0.1988536915327851,0.12003705800610193,0.2145910769564773,1.9383212983614524,0.73179262801433,0.8965016670816767,0.5496345736888956,0.039189014121000135,8020124,0.0714875631558492,-0.5226351676707268
0,2501.0,250,16,0.6590012616801159,-0.024365941477149985,-0.4785191372117629,1.321582918389148,2.2636760987887685,0.6781631640109202,0.31716669311002343,0.03441036874771815,8020125,0.05383631299391113,-0.5117681079564285
0,2501.0,250,18,0.1695693012219142,0.13899220316468452,0.2810455937693808,1.6174208062539717,0.042790589484166114,0.9573891538282292,0.8616314916972329,0.030203764366220638,8020126,0.04189877790732824,0.3028463026030969
0,2501.0,250,10,-0.9069194913653712,0.03427575823849377,0.6500892609898438,-0.7647197500323574,1.8755621056164395,-0.9861319212466808,0.3674726657954424,0.03546983633458565,8020127,0.08161678973960358,-0.7520341877643288
0,2501.0,250,7,-0.09842121043091888,0.013492928378289623,0.08942527845668334,1.690525703800356e-05,1.5276143141084952,-0.07122411156121103,0.6488812999366794,0.03950826346862103,8020128,0.032679103510817466,1.3429575596251488
