#/home/enes/bim/BIM.py trees/ir8120005.trees,trees/ir8120006.trees,trees/ir8120007.trees,trees/ir8120008.trees,trees/ir8120009.trees,trees/ir8120010.trees,trees/ir8120011.trees,trees/ir8120012.trees,trees/ir8120013.trees,trees/ir8120014.trees,trees/ir8120015.trees,trees/ir8120016.trees,trees/ir8120017.trees,trees/ir8120018.trees,trees/ir8120019.trees,trees/ir8120020.trees,trees/ir8120021.trees 250 --stats=all --eta=etas/BC.json --out=outs/113586753.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,FerL,bsfs,FulD,ZngE,TajD,Colless,btree,path
0,10001.0,250,93,0.0270290775133656,-2.2863735870192703,6.856654392464068,-2.4081063565224,3.8513883418147494,4.491498497883436,0.03764520447380921,-0.2948323881664126,ir8120005.trees
0,10001.0,250,88,0.013958594679358342,-2.6191285743765422,7.075752685131771,-2.368419960567104,4.3119519489314895,4.930333674556964,0.040419743490089394,-0.7295783640353078,ir8120006.trees
0,10001.0,250,78,0.009119317834007103,-2.732759769433596,6.96126840488044,-2.274670401583643,4.464591725545471,5.089027709745487,0.03878416893379971,-0.5569674662394986,ir8120007.trees
0,10001.0,250,52,0.015862499353441188,-1.9432153590002852,5.044681171637035,-1.196896856418994,3.217349484072765,3.780450507183982,0.05266226195102992,-1.2087190244426291,ir8120008.trees
0,10001.0,250,86,0.041276719640853284,-1.5856967017944887,6.313088650933926,-1.2918624976570439,2.7993031970194178,3.411306850241445,0.06331778727814483,-1.9865036419777868,ir8120009.trees
0,10001.0,250,60,0.016110174401790606,-1.9341747640736673,5.006035592267671,-2.032955553528674,3.2083112779456826,3.7511807100071377,0.037796346677030704,-0.08455611311304803,ir8120010.trees
0,10001.0,250,83,0.014213284750286019,-2.0446637671839323,6.878839239770459,-1.228409136483762,3.3840493018977655,3.8970310738669345,0.03740769529731831,-0.09155245497643384,ir8120011.trees
0,10001.0,250,105,0.03825402477750633,-2.1109617546511714,5.351604018690954,-2.31349685637062,3.6367443235171915,4.311701897389562,0.04683249125534396,-0.7355337719910985,ir8120012.trees
0,10001.0,250,64,0.04134892254610795,-1.7907865892078503,6.214236158824623,-1.537551301806009,3.120056848542137,3.802727716284851,0.04099192468799931,-0.5681271829403998,ir8120013.trees
0,10001.0,250,67,0.0144338944896967,-2.1912314619364275,6.3434415250744225,-0.531800272367815,3.616605216397889,4.188491717172948,0.02723798419484389,0.3335479674796916,ir8120014.trees
0,10001.0,250,58,-0.02377896451250085,-2.7777316796106217,3.5691563128090715,-2.3045064844089733,4.346510258820576,4.800796224571396,0.05149630781189273,-1.088881870198238,ir8120015.trees
0,10001.0,250,57,0.008902928173608387,-2.061298065783724,3.8619095963707704,-1.9789574318189578,3.371967738933505,3.8994589929190786,0.048192771084337345,-0.6963291772973415,ir8120016.trees
0,10001.0,250,53,0.005938410245490773,-2.323280675980013,6.164215366834132,-1.898216121126221,3.7759950043802033,4.3541790983709525,0.0343794532970592,-0.3427376073110318,ir8120017.trees
0,10001.0,250,70,0.019754861453043917,-2.4500501785757067,6.65785694954496,-1.6667293489390875,4.065531149141635,4.723981364739361,0.044565358207021635,-0.6593517901950422,ir8120018.trees
0,10001.0,250,80,0.007916780626816684,-2.56225030353466,5.9288430301044315,-2.068241696713497,4.183011268622395,4.760207300510471,0.056127736753465475,-2.0426589796484507,ir8120019.trees
0,10001.0,250,77,0.016623632920735022,-2.3668239644688036,5.563491049287653,-2.0287259934662063,3.9162234576748016,4.521253255775322,0.03177225029148854,0.25626583887133847,ir8120020.trees
0,10001.0,250,78,0.02235022219653412,-2.366796961943269,6.208995357891123,-2.50712427616654,3.949231547339491,4.593484593719001,0.03355356911517036,0.2302568564456603,ir8120021.trees
