#/home/enes/bim/BIM.py trees/r8110204.trees,trees/r8110205.trees,trees/r8110206.trees,trees/r8110207.trees,trees/r8110208.trees,trees/r8110209.trees,trees/r8110210.trees,trees/r8110211.trees,trees/r8110212.trees,trees/r8110213.trees,trees/r8110214.trees,trees/r8110215.trees,trees/r8110216.trees,trees/r8110217.trees,trees/r8110218.trees,trees/r8110219.trees,trees/r8110220.trees 250 --stats=all --eta=etas/BC.json --out=outs/305194752.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,TajD,bsfs,FayH,FerL,ZngE,btree,Colless,path
0,10001.0,250,80,-1.8412941443068707,3.8096306414856653,3.475594686172102,0.037488151601655625,-1.8297667850963453,3.1693969234619446,0.16509841231662398,0.0306613550978106,r8110204.trees
0,10001.0,250,80,-1.8412941443068707,3.4927061317554156,6.444775695654195,0.033142748856233056,-1.6862436198935602,2.912754952682502,0.601294302170939,0.02599713369607462,r8110205.trees
0,10001.0,250,115,-1.0992274114043363,3.29515423921885,3.921801653859895,0.07406448734638,-1.2891953040784196,2.5211267310277314,-0.05050813749282903,0.0375239962783686,r8110206.trees
0,10001.0,250,74,-0.5203336434012956,3.913840798954865,6.1014538214883025,0.009835760352283044,-2.0788127427478384,3.411628404151658,0.19447021810225976,0.03441004160009212,r8110207.trees
0,10001.0,250,89,-1.1461555644002284,3.217691965716759,5.957036519904592,0.0186987332126566,-1.6412124629406593,2.75964781529757,-0.4153706932445851,0.04225440662079055,r8110208.trees
0,10001.0,250,94,-2.0262103364429054,3.7720802512365545,6.8031293127064245,0.0351575650503951,-1.831113976286299,3.163139379625554,0.09026864975191459,0.03399311531841652,r8110209.trees
0,10001.0,250,72,-2.457404450155837,3.946389189487121,5.509290007544969,0.035896092939642694,-1.9121178848335905,3.2896357041140956,0.06088835543030042,0.03324768608484116,r8110210.trees
0,10001.0,250,98,-0.573165214923614,2.537311188934621,1.7145323268901618,0.14360995559976558,-0.36850142497982397,1.4316036913738819,-0.43581847737907753,0.03984438703580928,r8110211.trees
0,10001.0,250,81,-1.1836338167682938,3.519088212941472,6.273318398566068,0.018969499680875853,-1.8017405924333858,3.0184390970006274,0.14279859849619686,0.033643913514840355,r8110212.trees
0,10001.0,250,93,-2.604779358627309,3.6963456011162195,4.6397103688945665,0.07739711666799508,-1.4858666176832465,2.8498085728910714,-0.12254332646567352,0.039708758227996466,r8110213.trees
0,10001.0,250,86,-1.7156462720731365,3.2683708803195124,2.851731367007409,0.10967561541769713,-1.019139133287961,2.278065195491743,0.9163134570791283,0.025942479595802564,r8110214.trees
0,10001.0,250,93,-1.4247413459978553,2.65483488889306,3.016999918329743,0.0271107774957738,-1.2715371409906446,2.211927017031866,-0.5108505561850908,0.04082529275587622,r8110215.trees
0,10001.0,250,68,-1.6260440627684736,3.782505990542658,6.0085699317440415,0.055227957720000186,-1.6850330171143189,3.030042726848598,0.40929304285298335,0.03157252666580299,r8110216.trees
0,10001.0,250,84,-1.0333549355823888,3.315470698786178,5.948629615810069,0.02631925769330225,-1.6387714991975204,2.798294687106604,0.7692080001509506,0.02653471026965003,r8110217.trees
0,10001.0,250,82,-1.4279766670208103,4.349727968950239,6.333476735035048,0.01880304459946889,-2.2606365983161485,3.7589127778101346,0.04716037692271544,0.03247773703509691,r8110218.trees
0,10001.0,250,78,-1.3448549032520558,3.1178636636679835,6.430731730352207,0.028349284641308665,-1.5132696252921498,2.6053180279663404,0.057729319255762315,0.03353917461962545,r8110219.trees
0,10001.0,250,82,-0.9845838012704483,3.2792458196551086,2.09559135202316,0.15149730263059255,-0.7288346919787662,2.0461274101314495,-0.088049566961101,0.03541508584260236,r8110220.trees
